disruption_id,shipment_id,order_id,event_type,affected_resource,warehouse_code,severity,priority,event_time,impact,status
DIS000194,SHP002061,ORD002061,Vehicle Breakdown,VEH034,MAA_RDC,High,Standard,2026-07-05 23:54:03,Vehicle Unavailable,Active
DIS000195,SHP002077,ORD002077,Weather Delay,Saraikela,CCU_RDC,Medium,Standard,2026-07-05 23:54:03,ETA Increased,Active
DIS000196,SHP002078,ORD002078,Weather Delay,Jambusar,MAA_RDC,Medium,Standard,2026-07-05 23:54:03,ETA Increased,Active
DIS000197,SHP002086,ORD002086,Weather Delay,Mahemdavad,AMD_RDC,Medium,Standard,2026-07-05 23:54:03,ETA Increased,Active
DIS000198,SHP002087,ORD002087,Driver Absence,DRV034,MAA_RDC,Medium,Standard,2026-07-05 23:54:03,Driver Unavailable,Active
DIS000199,SHP002090,ORD002090,Driver Absence,DRV024,BLR_RDC,Medium,Express,2026-07-05 23:54:03,Driver Unavailable,Active
DIS000200,SHP002103,ORD002103,Inventory Shortage,MUM_NH,MUM_NH,Medium,Standard,2026-07-05 23:54:03,Low Inventory,Active
DIS000201,SHP002112,ORD002112,Inventory Shortage,AMD_RDC,AMD_RDC,Medium,Standard,2026-07-05 23:54:03,Low Inventory,Active
DIS000202,SHP002114,ORD002114,Weather Delay,Secunderabad,CCU_RDC,Medium,Standard,2026-07-05 23:54:03,ETA Increased,Active
DIS000203,SHP002117,ORD002117,Inventory Shortage,CCU_RDC,CCU_RDC,Medium,Standard,2026-07-05 23:54:03,Low Inventory,Active
DIS000204,SHP002124,ORD002124,Inventory Shortage,AMD_RDC,AMD_RDC,Medium,Standard,2026-07-05 23:54:03,Low Inventory,Active
DIS000205,SHP002155,ORD002155,Vehicle Breakdown,VEH008,NAG_NH,High,Express,2026-07-05 23:54:03,Vehicle Unavailable,Active
DIS000206,SHP002168,ORD002168,Warehouse Shutdown,NAG_NH,NAG_NH,Critical,Standard,2026-07-05 23:54:03,Warehouse Closed,Active
DIS000207,SHP002183,ORD002183,Weather Delay,Savlaj,HYD_RDC,Medium,Standard,2026-07-05 23:54:03,ETA Increased,Active
DIS000208,SHP002185,ORD002185,Inventory Shortage,CCU_RDC,CCU_RDC,Medium,Standard,2026-07-05 23:54:03,Low Inventory,Active
DIS000209,SHP002189,ORD002189,Weather Delay,Maniar,BLR_RDC,Medium,Standard,2026-07-05 23:54:03,ETA Increased,Active
DIS000210,SHP002193,ORD002193,Warehouse Shutdown,AMD_RDC,AMD_RDC,Critical,Standard,2026-07-05 23:54:03,Warehouse Closed,Active
DIS000211,SHP002207,ORD002207,Vehicle Breakdown,VEH008,NAG_NH,High,Standard,2026-07-05 23:54:03,Vehicle Unavailable,Active
DIS000212,SHP002228,ORD002228,Weather Delay,Vadnagar,AMD_RDC,Medium,Standard,2026-07-05 23:54:03,ETA Increased,Active
DIS000213,SHP002232,ORD002232,Inventory Shortage,DEL_RDC,DEL_RDC,Medium,Standard,2026-07-05 23:54:03,Low Inventory,Active
DIS000214,SHP002256,ORD002256,Inventory Shortage,AMD_RDC,AMD_RDC,Medium,Standard,2026-07-05 23:54:03,Low Inventory,Active
DIS000215,SHP002256,ORD002256,Weather Delay,Chhala,AMD_RDC,Medium,Standard,2026-07-05 23:54:03,ETA Increased,Active
DIS000216,SHP002270,ORD002270,Inventory Shortage,MAA_RDC,MAA_RDC,Medium,Express,2026-07-05 23:54:03,Low Inventory,Active
DIS000217,SHP002275,ORD002275,Vehicle Breakdown,VEH018,AMD_RDC,High,Standard,2026-07-05 23:54:03,Vehicle Unavailable,Active
DIS000218,SHP002289,ORD002289,Weather Delay,Gurgaon,DEL_RDC,Medium,Standard,2026-07-05 23:54:03,ETA Increased,Active
DIS000219,SHP002319,ORD002319,Weather Delay,Subarnapur,AMD_RDC,Medium,Standard,2026-07-05 23:54:03,ETA Increased,Active
DIS000220,SHP002326,ORD002326,Weather Delay,Kallupatti,NAG_NH,Medium,Standard,2026-07-05 23:54:03,ETA Increased,Active
DIS000221,SHP002327,ORD002327,Driver Absence,DRV014,DEL_RDC,Medium,Standard,2026-07-05 23:54:03,Driver Unavailable,Active
DIS000222,SHP002327,ORD002327,Inventory Shortage,DEL_RDC,DEL_RDC,Medium,Standard,2026-07-05 23:54:03,Low Inventory,Active
DIS000223,SHP002340,ORD002340,Weather Delay,Mau Aima,NAG_NH,Medium,Standard,2026-07-05 23:54:03,ETA Increased,Active
DIS000224,SHP002352,ORD002352,Inventory Shortage,MUM_NH,MUM_NH,Medium,Standard,2026-07-05 23:54:03,Low Inventory,Active
DIS000225,SHP002373,ORD002373,Weather Delay,Auroville,NAG_NH,Medium,Standard,2026-07-05 23:54:03,ETA Increased,Active
DIS000226,SHP002380,ORD002380,Warehouse Shutdown,MAA_RDC,MAA_RDC,Critical,Express,2026-07-05 23:54:03,Warehouse Closed,Active
DIS000227,SHP002386,ORD002386,Inventory Shortage,NAG_NH,NAG_NH,Medium,Express,2026-07-05 23:54:03,Low Inventory,Active
DIS000228,SHP002403,ORD002403,Weather Delay,Taleigao,MUM_NH,Medium,Standard,2026-07-05 23:54:03,ETA Increased,Active
DIS000229,SHP002421,ORD002421,Inventory Shortage,NAG_NH,NAG_NH,Medium,Standard,2026-07-05 23:54:03,Low Inventory,Active
DIS000230,SHP002437,ORD002437,Inventory Shortage,BLR_RDC,BLR_RDC,Medium,Standard,2026-07-05 23:54:03,Low Inventory,Active
DIS000231,SHP002445,ORD002445,Inventory Shortage,NAG_NH,NAG_NH,Medium,Standard,2026-07-05 23:54:03,Low Inventory,Active
DIS000232,SHP002447,ORD002447,Driver Absence,DRV040,CCU_RDC,Medium,Standard,2026-07-05 23:54:03,Driver Unavailable,Active
DIS000233,SHP002447,ORD002447,Inventory Shortage,CCU_RDC,CCU_RDC,Medium,Standard,2026-07-05 23:54:03,Low Inventory,Active
DIS000234,SHP002451,ORD002451,Weather Delay,Jamod,CCU_RDC,Medium,Standard,2026-07-05 23:54:03,ETA Increased,Active
DIS000235,SHP002471,ORD002471,Driver Absence,DRV034,MAA_RDC,Medium,Standard,2026-07-05 23:54:03,Driver Unavailable,Active
DIS000236,SHP002514,ORD002514,Driver Absence,DRV001,MUM_NH,Medium,Standard,2026-07-05 23:54:03,Driver Unavailable,Active
DIS000237,SHP002522,ORD002522,Vehicle Breakdown,VEH023,BLR_RDC,High,Standard,2026-07-05 23:54:03,Vehicle Unavailable,Active
DIS000238,SHP002527,ORD002527,Inventory Shortage,MAA_RDC,MAA_RDC,Medium,Express,2026-07-05 23:54:03,Low Inventory,Active
DIS000239,SHP002532,ORD002532,Weather Delay,Savlaj,CCU_RDC,Medium,Standard,2026-07-05 23:54:03,ETA Increased,Active
DIS000240,SHP002539,ORD002539,Inventory Shortage,NAG_NH,NAG_NH,Medium,Standard,2026-07-05 23:54:03,Low Inventory,Active
DIS000241,SHP002539,ORD002539,Weather Delay,Basavana Bagevadi,NAG_NH,Medium,Standard,2026-07-05 23:54:03,ETA Increased,Active
DIS000242,SHP002543,ORD002543,Warehouse Shutdown,AMD_RDC,AMD_RDC,Critical,Express,2026-07-05 23:54:03,Warehouse Closed,Active
DIS000243,SHP002546,ORD002546,Weather Delay,Dighwara,NAG_NH,Medium,Standard,2026-07-05 23:54:03,ETA Increased,Active
DIS000244,SHP002553,ORD002553,Weather Delay,Mahul,HYD_RDC,Medium,Express,2026-07-05 23:54:03,ETA Increased,Active
DIS000245,SHP002561,ORD002561,Inventory Shortage,HYD_RDC,HYD_RDC,Medium,Standard,2026-07-05 23:54:03,Low Inventory,Active
DIS000246,SHP002563,ORD002563,Inventory Shortage,DEL_RDC,DEL_RDC,Medium,Standard,2026-07-05 23:54:03,Low Inventory,Active
DIS000247,SHP002568,ORD002568,Vehicle Breakdown,VEH008,NAG_NH,High,Standard,2026-07-05 23:54:03,Vehicle Unavailable,Active
DIS000248,SHP002575,ORD002575,Weather Delay,Purwa,NAG_NH,Medium,Standard,2026-07-05 23:54:03,ETA Increased,Active
DIS000249,SHP002584,ORD002584,Driver Absence,DRV001,MUM_NH,Medium,Standard,2026-07-05 23:54:03,Driver Unavailable,Active
DIS000250,SHP002584,ORD002584,Weather Delay,Budaun,MUM_NH,Medium,Standard,2026-07-05 23:54:03,ETA Increased,Active
DIS000251,SHP002602,ORD002602,Driver Absence,DRV024,BLR_RDC,Medium,Standard,2026-07-05 23:54:03,Driver Unavailable,Active
DIS000252,SHP002614,ORD002614,Weather Delay,Mudhol,CCU_RDC,Medium,Express,2026-07-05 23:54:03,ETA Increased,Active
DIS000253,SHP002615,ORD002615,Weather Delay,Sujangarh,BLR_RDC,Medium,Standard,2026-07-05 23:54:03,ETA Increased,Active
DIS000254,SHP002623,ORD002623,Weather Delay,Dabhoda,DEL_RDC,Medium,Standard,2026-07-05 23:54:03,ETA Increased,Active
DIS000255,SHP002624,ORD002624,Inventory Shortage,NAG_NH,NAG_NH,Medium,Express,2026-07-05 23:54:03,Low Inventory,Active
DIS000256,SHP002643,ORD002643,Weather Delay,Payyannur,NAG_NH,Medium,Express,2026-07-05 23:54:03,ETA Increased,Active
DIS000257,SHP002657,ORD002657,Driver Absence,DRV014,DEL_RDC,Medium,Standard,2026-07-05 23:54:03,Driver Unavailable,Active
DIS000258,SHP002666,ORD002666,Weather Delay,Bishnupur,CCU_RDC,Medium,Standard,2026-07-05 23:54:03,ETA Increased,Active
DIS000259,SHP002673,ORD002673,Inventory Shortage,NAG_NH,NAG_NH,Medium,Standard,2026-07-05 23:54:03,Low Inventory,Active
DIS000260,SHP002674,ORD002674,Weather Delay,Shahabad,HYD_RDC,Medium,Standard,2026-07-05 23:54:03,ETA Increased,Active
DIS000261,SHP002684,ORD002684,Weather Delay,Chhutmalpur,BLR_RDC,Medium,Standard,2026-07-05 23:54:03,ETA Increased,Active
DIS000262,SHP002700,ORD002700,Weather Delay,Kodoli,NAG_NH,Medium,Standard,2026-07-05 23:54:03,ETA Increased,Active
DIS000263,SHP002707,ORD002707,Vehicle Breakdown,VEH029,HYD_RDC,High,Standard,2026-07-05 23:54:03,Vehicle Unavailable,Active
DIS000264,SHP002735,ORD002735,Vehicle Breakdown,VEH034,MAA_RDC,High,Standard,2026-07-05 23:54:03,Vehicle Unavailable,Active
DIS000265,SHP002735,ORD002735,Weather Delay,Kattupputtur,MAA_RDC,Medium,Standard,2026-07-05 23:54:03,ETA Increased,Active
DIS000266,SHP002739,ORD002739,Inventory Shortage,BLR_RDC,BLR_RDC,Medium,Express,2026-07-05 23:54:03,Low Inventory,Active
DIS000267,SHP002745,ORD002745,Inventory Shortage,NAG_NH,NAG_NH,Medium,Standard,2026-07-05 23:54:03,Low Inventory,Active
DIS000268,SHP002747,ORD002747,Inventory Shortage,MUM_NH,MUM_NH,Medium,Express,2026-07-05 23:54:03,Low Inventory,Active
DIS000269,SHP002763,ORD002763,Vehicle Breakdown,VEH003,MUM_NH,High,Express,2026-07-05 23:54:03,Vehicle Unavailable,Active
DIS000270,SHP002780,ORD002780,Vehicle Breakdown,VEH036,CCU_RDC,High,Standard,2026-07-05 23:54:03,Vehicle Unavailable,Active
DIS000271,SHP002781,ORD002781,Inventory Shortage,NAG_NH,NAG_NH,Medium,Standard,2026-07-05 23:54:03,Low Inventory,Active
DIS000272,SHP002804,ORD002804,Driver Absence,DRV014,DEL_RDC,Medium,Standard,2026-07-05 23:54:03,Driver Unavailable,Active
DIS000273,SHP002811,ORD002811,Weather Delay,Namagiripettai,DEL_RDC,Medium,Express,2026-07-05 23:54:03,ETA Increased,Active
DIS000274,SHP002819,ORD002819,Inventory Shortage,AMD_RDC,AMD_RDC,Medium,Standard,2026-07-05 23:54:03,Low Inventory,Active
DIS000275,SHP002823,ORD002823,Warehouse Shutdown,NAG_NH,NAG_NH,Critical,Express,2026-07-05 23:54:03,Warehouse Closed,Active
DIS000276,SHP002835,ORD002835,Vehicle Breakdown,VEH014,DEL_RDC,High,Standard,2026-07-05 23:54:03,Vehicle Unavailable,Active
DIS000277,SHP002855,ORD002855,Weather Delay,Kothara,BLR_RDC,Medium,Standard,2026-07-05 23:54:03,ETA Increased,Active
DIS000278,SHP002864,ORD002864,Weather Delay,Hinganghat,CCU_RDC,Medium,Standard,2026-07-05 23:54:03,ETA Increased,Active
DIS000279,SHP002880,ORD002880,Warehouse Shutdown,BLR_RDC,BLR_RDC,Critical,Standard,2026-07-05 23:54:03,Warehouse Closed,Active
DIS000280,SHP002881,ORD002881,Inventory Shortage,NAG_NH,NAG_NH,Medium,Standard,2026-07-05 23:54:03,Low Inventory,Active
DIS000281,SHP002895,ORD002895,Inventory Shortage,MAA_RDC,MAA_RDC,Medium,Standard,2026-07-05 23:54:03,Low Inventory,Active
DIS000282,SHP002899,ORD002899,Weather Delay,Banat,CCU_RDC,Medium,Standard,2026-07-05 23:54:03,ETA Increased,Active
DIS000283,SHP002919,ORD002919,Inventory Shortage,MUM_NH,MUM_NH,Medium,Standard,2026-07-05 23:54:03,Low Inventory,Active
DIS000284,SHP002928,ORD002928,Inventory Shortage,NAG_NH,NAG_NH,Medium,Express,2026-07-05 23:54:03,Low Inventory,Active
DIS000285,SHP002934,ORD002934,Inventory Shortage,NAG_NH,NAG_NH,Medium,Standard,2026-07-05 23:54:03,Low Inventory,Active
DIS000286,SHP002937,ORD002937,Inventory Shortage,MUM_NH,MUM_NH,Medium,Standard,2026-07-05 23:54:03,Low Inventory,Active
DIS000287,SHP002952,ORD002952,Weather Delay,Ramanagara,BLR_RDC,Medium,Standard,2026-07-05 23:54:03,ETA Increased,Active
DIS000288,SHP002966,ORD002966,Inventory Shortage,MAA_RDC,MAA_RDC,Medium,Standard,2026-07-05 23:54:03,Low Inventory,Active
DIS000289,SHP002976,ORD002976,Weather Delay,Barwadih,NAG_NH,Medium,Standard,2026-07-05 23:54:03,ETA Increased,Active
DIS000290,SHP002978,ORD002978,Weather Delay,Allahabad,CCU_RDC,Medium,Express,2026-07-05 23:54:03,ETA Increased,Active
DIS000291,SHP002987,ORD002987,Inventory Shortage,DEL_RDC,DEL_RDC,Medium,Express,2026-07-05 23:54:03,Low Inventory,Active
DIS000292,SHP003004,ORD003004,Vehicle Breakdown,VEH023,BLR_RDC,High,Standard,2026-07-05 23:54:03,Vehicle Unavailable,Active
DIS000293,SHP003005,ORD003005,Inventory Shortage,NAG_NH,NAG_NH,Medium,Standard,2026-07-05 23:54:03,Low Inventory,Active
DIS000294,SHP003013,ORD003013,Warehouse Shutdown,NAG_NH,NAG_NH,Critical,Standard,2026-07-05 23:54:03,Warehouse Closed,Active
DIS000295,SHP003016,ORD003016,Inventory Shortage,CCU_RDC,CCU_RDC,Medium,Standard,2026-07-05 23:54:03,Low Inventory,Active
DIS000296,SHP003020,ORD003020,Weather Delay,Halenda,AMD_RDC,Medium,Standard,2026-07-05 23:54:03,ETA Increased,Active
DIS000297,SHP003025,ORD003025,Weather Delay,Basirhat,DEL_RDC,Medium,Standard,2026-07-05 23:54:03,ETA Increased,Active
DIS000298,SHP003043,ORD003043,Inventory Shortage,CCU_RDC,CCU_RDC,Medium,Standard,2026-07-05 23:54:03,Low Inventory,Active
DIS000299,SHP003047,ORD003047,Weather Delay,Salur,BLR_RDC,Medium,Express,2026-07-05 23:54:03,ETA Increased,Active
DIS000300,SHP003050,ORD003050,Vehicle Breakdown,VEH003,MUM_NH,High,Standard,2026-07-05 23:54:03,Vehicle Unavailable,Active
DIS000301,SHP003054,ORD003054,Weather Delay,Burla,AMD_RDC,Medium,Standard,2026-07-05 23:54:03,ETA Increased,Active
DIS000302,SHP003055,ORD003055,Weather Delay,Wellington,MUM_NH,Medium,Express,2026-07-05 23:54:03,ETA Increased,Active
DIS000303,SHP003067,ORD003067,Warehouse Shutdown,BLR_RDC,BLR_RDC,Critical,Standard,2026-07-05 23:54:03,Warehouse Closed,Active
DIS000304,SHP003106,ORD003106,Driver Absence,DRV034,MAA_RDC,Medium,Standard,2026-07-05 23:54:03,Driver Unavailable,Active
DIS000305,SHP003111,ORD003111,Driver Absence,DRV007,NAG_NH,Medium,Express,2026-07-05 23:54:03,Driver Unavailable,Active
DIS000306,SHP003115,ORD003115,Vehicle Breakdown,VEH036,CCU_RDC,High,Standard,2026-07-05 23:54:03,Vehicle Unavailable,Active
DIS000307,SHP003115,ORD003115,Weather Delay,Jhalu,CCU_RDC,Medium,Standard,2026-07-05 23:54:03,ETA Increased,Active
DIS000308,SHP003151,ORD003151,Vehicle Breakdown,VEH036,CCU_RDC,High,Standard,2026-07-05 23:54:03,Vehicle Unavailable,Active
DIS000309,SHP003167,ORD003167,Vehicle Breakdown,VEH034,MAA_RDC,High,Standard,2026-07-05 23:54:03,Vehicle Unavailable,Active
DIS000310,SHP003189,ORD003189,Inventory Shortage,CCU_RDC,CCU_RDC,Medium,Standard,2026-07-05 23:54:03,Low Inventory,Active
DIS000311,SHP003191,ORD003191,Weather Delay,Kathor,CCU_RDC,Medium,Express,2026-07-05 23:54:03,ETA Increased,Active
DIS000312,SHP003200,ORD003200,Inventory Shortage,MUM_NH,MUM_NH,Medium,Standard,2026-07-05 23:54:03,Low Inventory,Active
DIS000313,SHP003209,ORD003209,Inventory Shortage,BLR_RDC,BLR_RDC,Medium,Standard,2026-07-05 23:54:03,Low Inventory,Active
DIS000314,SHP003221,ORD003221,Inventory Shortage,HYD_RDC,HYD_RDC,Medium,Standard,2026-07-05 23:54:03,Low Inventory,Active
DIS000315,SHP003235,ORD003235,Weather Delay,Dabra,HYD_RDC,Medium,Standard,2026-07-05 23:54:03,ETA Increased,Active
DIS000316,SHP003246,ORD003246,Weather Delay,Kunnamangalam,HYD_RDC,Medium,Standard,2026-07-05 23:54:03,ETA Increased,Active
DIS000317,SHP003269,ORD003269,Vehicle Breakdown,VEH029,HYD_RDC,High,Standard,2026-07-05 23:54:03,Vehicle Unavailable,Active
DIS000318,SHP003284,ORD003284,Vehicle Breakdown,VEH034,MAA_RDC,High,Express,2026-07-05 23:54:03,Vehicle Unavailable,Active
DIS000319,SHP003303,ORD003303,Driver Absence,DRV007,NAG_NH,Medium,Standard,2026-07-05 23:54:03,Driver Unavailable,Active
DIS000320,SHP003308,ORD003308,Weather Delay,Baragarh,MUM_NH,Medium,Standard,2026-07-05 23:54:03,ETA Increased,Active
DIS000321,SHP003321,ORD003321,Inventory Shortage,NAG_NH,NAG_NH,Medium,Standard,2026-07-05 23:54:03,Low Inventory,Active
DIS000322,SHP003324,ORD003324,Weather Delay,Shrirangapattana,HYD_RDC,Medium,Standard,2026-07-05 23:54:03,ETA Increased,Active
DIS000323,SHP003330,ORD003330,Inventory Shortage,HYD_RDC,HYD_RDC,Medium,Standard,2026-07-05 23:54:03,Low Inventory,Active
DIS000324,SHP003332,ORD003332,Weather Delay,Pallikondai,HYD_RDC,Medium,Standard,2026-07-05 23:54:03,ETA Increased,Active
DIS000325,SHP003334,ORD003334,Driver Absence,DRV034,MAA_RDC,Medium,Express,2026-07-05 23:54:03,Driver Unavailable,Active
DIS000326,SHP003338,ORD003338,Vehicle Breakdown,VEH036,CCU_RDC,High,Express,2026-07-05 23:54:03,Vehicle Unavailable,Active
DIS000327,SHP003342,ORD003342,Weather Delay,Lakshettipet,DEL_RDC,Medium,Standard,2026-07-05 23:54:03,ETA Increased,Active
DIS000328,SHP003346,ORD003346,Weather Delay,Pipalkoti,AMD_RDC,Medium,Standard,2026-07-05 23:54:03,ETA Increased,Active
DIS000329,SHP003362,ORD003362,Vehicle Breakdown,VEH003,MUM_NH,High,Express,2026-07-05 23:54:03,Vehicle Unavailable,Active
DIS000330,SHP003371,ORD003371,Vehicle Breakdown,VEH023,BLR_RDC,High,Standard,2026-07-05 23:54:03,Vehicle Unavailable,Active
DIS000331,SHP003392,ORD003392,Weather Delay,Nainpur,NAG_NH,Medium,Standard,2026-07-05 23:54:03,ETA Increased,Active
DIS000332,SHP003396,ORD003396,Driver Absence,DRV029,HYD_RDC,Medium,Standard,2026-07-05 23:54:03,Driver Unavailable,Active
DIS000333,SHP003403,ORD003403,Weather Delay,Gogapur,MAA_RDC,Medium,Standard,2026-07-05 23:54:03,ETA Increased,Active
DIS000334,SHP003404,ORD003404,Inventory Shortage,MUM_NH,MUM_NH,Medium,Standard,2026-07-05 23:54:03,Low Inventory,Active
DIS000335,SHP003405,ORD003405,Weather Delay,Betma,DEL_RDC,Medium,Standard,2026-07-05 23:54:03,ETA Increased,Active
DIS000336,SHP003406,ORD003406,Warehouse Shutdown,DEL_RDC,DEL_RDC,Critical,Standard,2026-07-05 23:54:03,Warehouse Closed,Active
DIS000337,SHP003417,ORD003417,Driver Absence,DRV018,AMD_RDC,Medium,Standard,2026-07-05 23:54:03,Driver Unavailable,Active
DIS000338,SHP003422,ORD003422,Weather Delay,Dandeli,BLR_RDC,Medium,Express,2026-07-05 23:54:03,ETA Increased,Active
DIS000339,SHP003424,ORD003424,Vehicle Breakdown,VEH014,DEL_RDC,High,Standard,2026-07-05 23:54:03,Vehicle Unavailable,Active
DIS000340,SHP003432,ORD003432,Inventory Shortage,AMD_RDC,AMD_RDC,Medium,Express,2026-07-05 23:54:03,Low Inventory,Active
DIS000341,SHP003433,ORD003433,Vehicle Breakdown,VEH008,NAG_NH,High,Standard,2026-07-05 23:54:03,Vehicle Unavailable,Active
DIS000342,SHP003450,ORD003450,Vehicle Breakdown,VEH003,MUM_NH,High,Express,2026-07-05 23:54:03,Vehicle Unavailable,Active
DIS000343,SHP003450,ORD003450,Inventory Shortage,MUM_NH,MUM_NH,Medium,Express,2026-07-05 23:54:03,Low Inventory,Active
DIS000344,SHP003450,ORD003450,Weather Delay,Marayur,MUM_NH,Medium,Express,2026-07-05 23:54:03,ETA Increased,Active
DIS000345,SHP003457,ORD003457,Weather Delay,Jagdispur,DEL_RDC,Medium,Express,2026-07-05 23:54:03,ETA Increased,Active
DIS000346,SHP003504,ORD003504,Inventory Shortage,MAA_RDC,MAA_RDC,Medium,Express,2026-07-05 23:54:03,Low Inventory,Active
DIS000347,SHP003520,ORD003520,Warehouse Shutdown,MAA_RDC,MAA_RDC,Critical,Standard,2026-07-05 23:54:03,Warehouse Closed,Active
DIS000348,SHP003548,ORD003548,Warehouse Shutdown,AMD_RDC,AMD_RDC,Critical,Express,2026-07-05 23:54:03,Warehouse Closed,Active
DIS000349,SHP003562,ORD003562,Weather Delay,Ashta,CCU_RDC,Medium,Express,2026-07-05 23:54:03,ETA Increased,Active
DIS000350,SHP003583,ORD003583,Inventory Shortage,BLR_RDC,BLR_RDC,Medium,Standard,2026-07-05 23:54:03,Low Inventory,Active
DIS000351,SHP003611,ORD003611,Weather Delay,Buxar,BLR_RDC,Medium,Standard,2026-07-05 23:54:03,ETA Increased,Active
DIS000352,SHP003615,ORD003615,Inventory Shortage,NAG_NH,NAG_NH,Medium,Standard,2026-07-05 23:54:03,Low Inventory,Active
DIS000353,SHP003618,ORD003618,Vehicle Breakdown,VEH018,AMD_RDC,High,Standard,2026-07-05 23:54:03,Vehicle Unavailable,Active
DIS000354,SHP003636,ORD003636,Weather Delay,Moram,DEL_RDC,Medium,Standard,2026-07-05 23:54:03,ETA Increased,Active
DIS000355,SHP003639,ORD003639,Warehouse Shutdown,MAA_RDC,MAA_RDC,Critical,Standard,2026-07-05 23:54:03,Warehouse Closed,Active
DIS000356,SHP003640,ORD003640,Weather Delay,Kamuthi,MAA_RDC,Medium,Standard,2026-07-05 23:54:03,ETA Increased,Active
DIS000357,SHP003660,ORD003660,Weather Delay,Narasannapeta,NAG_NH,Medium,Standard,2026-07-05 23:54:03,ETA Increased,Active
DIS000358,SHP003662,ORD003662,Weather Delay,Santuri Community Development Block,MAA_RDC,Medium,Standard,2026-07-05 23:54:03,ETA Increased,Active
DIS000359,SHP003675,ORD003675,Vehicle Breakdown,VEH023,BLR_RDC,High,Standard,2026-07-05 23:54:03,Vehicle Unavailable,Active
DIS000360,SHP003675,ORD003675,Driver Absence,DRV024,BLR_RDC,Medium,Standard,2026-07-05 23:54:03,Driver Unavailable,Active
DIS000361,SHP003676,ORD003676,Inventory Shortage,NAG_NH,NAG_NH,Medium,Standard,2026-07-05 23:54:03,Low Inventory,Active
DIS000362,SHP003692,ORD003692,Driver Absence,DRV007,NAG_NH,Medium,Standard,2026-07-05 23:54:03,Driver Unavailable,Active
DIS000363,SHP003701,ORD003701,Driver Absence,DRV014,DEL_RDC,Medium,Express,2026-07-05 23:54:03,Driver Unavailable,Active
DIS000364,SHP003714,ORD003714,Weather Delay,Virudhunagar,HYD_RDC,Medium,Express,2026-07-05 23:54:03,ETA Increased,Active
DIS000365,SHP003736,ORD003736,Driver Absence,DRV018,AMD_RDC,Medium,Standard,2026-07-05 23:54:03,Driver Unavailable,Active
DIS000366,SHP003755,ORD003755,Driver Absence,DRV040,CCU_RDC,Medium,Standard,2026-07-05 23:54:03,Driver Unavailable,Active
DIS000367,SHP003774,ORD003774,Weather Delay,Varkala,HYD_RDC,Medium,Standard,2026-07-05 23:54:03,ETA Increased,Active
DIS000368,SHP003787,ORD003787,Vehicle Breakdown,VEH029,HYD_RDC,High,Standard,2026-07-05 23:54:03,Vehicle Unavailable,Active
DIS000369,SHP003788,ORD003788,Vehicle Breakdown,VEH036,CCU_RDC,High,Express,2026-07-05 23:54:03,Vehicle Unavailable,Active
DIS000370,SHP003802,ORD003802,Inventory Shortage,MAA_RDC,MAA_RDC,Medium,Standard,2026-07-05 23:54:03,Low Inventory,Active
DIS000371,SHP003808,ORD003808,Driver Absence,DRV018,AMD_RDC,Medium,Standard,2026-07-05 23:54:03,Driver Unavailable,Active
DIS000372,SHP003813,ORD003813,Driver Absence,DRV007,NAG_NH,Medium,Express,2026-07-05 23:54:03,Driver Unavailable,Active
DIS000373,SHP003825,ORD003825,Weather Delay,Jagtial,CCU_RDC,Medium,Standard,2026-07-05 23:54:03,ETA Increased,Active
DIS000374,SHP003827,ORD003827,Weather Delay,Machhali Shahar,NAG_NH,Medium,Express,2026-07-05 23:54:03,ETA Increased,Active
DIS000375,SHP003846,ORD003846,Inventory Shortage,CCU_RDC,CCU_RDC,Medium,Standard,2026-07-05 23:54:03,Low Inventory,Active
DIS000376,SHP003849,ORD003849,Driver Absence,DRV029,HYD_RDC,Medium,Standard,2026-07-05 23:54:03,Driver Unavailable,Active
DIS000377,SHP003851,ORD003851,Weather Delay,Tekkalakote,AMD_RDC,Medium,Standard,2026-07-05 23:54:03,ETA Increased,Active
DIS000378,SHP003858,ORD003858,Weather Delay,Uluberia,DEL_RDC,Medium,Standard,2026-07-05 23:54:03,ETA Increased,Active
DIS000379,SHP003865,ORD003865,Weather Delay,Munsyari,NAG_NH,Medium,Standard,2026-07-05 23:54:03,ETA Increased,Active
DIS000380,SHP003872,ORD003872,Vehicle Breakdown,VEH003,MUM_NH,High,Standard,2026-07-05 23:54:03,Vehicle Unavailable,Active
DIS000381,SHP003873,ORD003873,Weather Delay,Nadgaon,MAA_RDC,Medium,Standard,2026-07-05 23:54:03,ETA Increased,Active
DIS000382,SHP003874,ORD003874,Inventory Shortage,MUM_NH,MUM_NH,Medium,Standard,2026-07-05 23:54:03,Low Inventory,Active
DIS000383,SHP003876,ORD003876,Driver Absence,DRV034,MAA_RDC,Medium,Express,2026-07-05 23:54:03,Driver Unavailable,Active
DIS000384,SHP003877,ORD003877,Weather Delay,Tigri,MUM_NH,Medium,Standard,2026-07-05 23:54:03,ETA Increased,Active
DIS000385,SHP003889,ORD003889,Vehicle Breakdown,VEH008,NAG_NH,High,Express,2026-07-05 23:54:03,Vehicle Unavailable,Active
DIS000386,SHP003898,ORD003898,Inventory Shortage,DEL_RDC,DEL_RDC,Medium,Standard,2026-07-05 23:54:03,Low Inventory,Active
