order_id,order_date,customer_id,destination_city,warehouse_id,warehouse_code,sku_id,sku_code,product_name,category,order_quantity,priority,order_status
ORD001203,2025-03-31,CUST02623,Tisaiyanvilai,WH005,BLR_RDC,SKU0043,APP007,Socks,Apparel,1,Standard,Allocated
ORD001204,2025-04-14,CUST02691,Vasavad,WH005,BLR_RDC,SKU0022,FMC010,Floor Cleaner,FMCG,2,Standard,Allocated
ORD001205,2025-01-18,CUST02456,Maniar,WH006,HYD_RDC,SKU0002,ELE002,Smartphone,Electronics,13,Standard,Dispatched
ORD001206,2025-04-29,CUST02520,Bag,WH002,NAG_NH,SKU0044,APP008,Cap,Apparel,45,Standard,Dispatched
ORD001207,2025-07-04,CUST00980,Chettipalaiyam,WH008,CCU_RDC,SKU0013,FMC001,Shampoo,FMCG,5,Express,Pending
ORD001208,2025-02-14,CUST01131,Khambhalia,WH002,NAG_NH,SKU0046,APP010,Track Pants,Apparel,11,Express,Allocated
ORD001209,2025-12-09,CUST01619,Rafiganj,WH008,CCU_RDC,SKU0064,AUT007,Tyre Inflator,Automotive,6,Standard,Dispatched
ORD001210,2025-09-23,CUST00063,"Kurebhar,Saidkhanpur",WH001,MUM_NH,SKU0035,GRO011,Spices,Grocery,26,Express,Dispatched
ORD001211,2025-02-16,CUST02252,Savda,WH003,DEL_RDC,SKU0054,HEA006,Vitamin Tablets,Healthcare,5,Standard,Dispatched
ORD001212,2025-10-14,CUST02388,Mulher,WH005,BLR_RDC,SKU0017,FMC005,Face Wash,FMCG,54,Standard,Allocated
ORD001213,2025-04-26,CUST02484,Pallattur,WH006,HYD_RDC,SKU0027,GRO003,Sugar,Grocery,36,Standard,Allocated
ORD001214,2025-10-22,CUST00020,Dibang Valley,WH006,HYD_RDC,SKU0035,GRO011,Spices,Grocery,26,Standard,Pending
ORD001215,2025-09-17,CUST00437,Pathanamthitta,WH008,CCU_RDC,SKU0017,FMC005,Face Wash,FMCG,27,Standard,Pending
ORD001216,2025-05-31,CUST01393,Jagnair,WH008,CCU_RDC,SKU0038,APP002,Jeans,Apparel,33,Standard,Dispatched
ORD001217,2025-10-03,CUST02355,Khair,WH007,MAA_RDC,SKU0048,APP012,Backpack,Apparel,17,Standard,Dispatched
ORD001218,2025-07-13,CUST02307,Barabazar,WH003,DEL_RDC,SKU0063,AUT006,Coolant,Automotive,15,Standard,Pending
ORD001219,2025-06-23,CUST01880,Bhimtal,WH008,CCU_RDC,SKU0031,GRO007,Coffee,Grocery,49,Express,Allocated
ORD001220,2025-01-15,CUST01975,Nagercoil,WH003,DEL_RDC,SKU0062,AUT005,Air Filter,Automotive,19,Standard,Allocated
ORD001221,2025-07-15,CUST02596,Mumbai Suburban,WH003,DEL_RDC,SKU0055,HEA007,First Aid Kit,Healthcare,5,Standard,Dispatched
ORD001222,2025-06-11,CUST01690,Kuzhithurai,WH001,MUM_NH,SKU0024,FMC012,Tissue Pack,FMCG,59,Standard,Dispatched
ORD001223,2025-01-05,CUST02871,Khailar,WH006,HYD_RDC,SKU0051,HEA003,Sanitizer,Healthcare,35,Standard,Pending
ORD001224,2025-02-17,CUST01635,Hooghly District,WH002,NAG_NH,SKU0057,HEA009,Pain Relief Spray,Healthcare,19,Express,Dispatched
ORD001225,2025-02-08,CUST02272,Ramgarh,WH002,NAG_NH,SKU0055,HEA007,First Aid Kit,Healthcare,22,Standard,Allocated
ORD001226,2025-07-01,CUST00896,Ettaiyapuram,WH007,MAA_RDC,SKU0039,APP003,Shirt,Apparel,21,Standard,Allocated
ORD001227,2025-12-16,CUST00779,Deglur,WH007,MAA_RDC,SKU0057,HEA009,Pain Relief Spray,Healthcare,12,Standard,Dispatched
ORD001228,2025-05-01,CUST00992,Anuppur,WH007,MAA_RDC,SKU0054,HEA006,Vitamin Tablets,Healthcare,13,Standard,Pending
ORD001229,2025-04-14,CUST01023,Bahua,WH006,HYD_RDC,SKU0047,APP011,Belt,Apparel,8,Standard,Allocated
ORD001230,2025-02-24,CUST00492,Champadanga,WH007,MAA_RDC,SKU0024,FMC012,Tissue Pack,FMCG,20,Standard,Dispatched
ORD001231,2025-11-11,CUST00028,Tamenglong,WH007,MAA_RDC,SKU0057,HEA009,Pain Relief Spray,Healthcare,32,Express,Dispatched
ORD001232,2025-09-04,CUST01521,Asifabad,WH006,HYD_RDC,SKU0047,APP011,Belt,Apparel,2,Standard,Allocated
ORD001233,2025-10-22,CUST01126,Chintamani,WH001,MUM_NH,SKU0028,GRO004,Salt,Grocery,127,Standard,Pending
ORD001234,2025-05-24,CUST01630,Supaul,WH003,DEL_RDC,SKU0036,GRO012,Oats,Grocery,66,Standard,Dispatched
ORD001235,2025-01-28,CUST02154,Pallavaram,WH001,MUM_NH,SKU0019,FMC007,Deodorant,FMCG,17,Standard,Allocated
ORD001236,2025-01-17,CUST02059,Manwath,WH002,NAG_NH,SKU0006,ELE006,Mouse,Electronics,35,Standard,Allocated
ORD001237,2025-08-23,CUST00494,Gosainganj,WH001,MUM_NH,SKU0061,AUT004,Spark Plug,Automotive,12,Express,Dispatched
ORD001238,2025-06-11,CUST02824,Naldurg,WH008,CCU_RDC,SKU0011,ELE011,Smartwatch,Electronics,30,Standard,Pending
ORD001239,2025-07-14,CUST02380,Jalpaiguri,WH004,AMD_RDC,SKU0073,HOM007,Storage Box,Home & Kitchen,14,Standard,Allocated
ORD001240,2025-11-10,CUST01064,Puttur,WH003,DEL_RDC,SKU0063,AUT006,Coolant,Automotive,12,Standard,Dispatched
ORD001241,2025-05-02,CUST01104,Dalkola,WH005,BLR_RDC,SKU0020,FMC008,Body Lotion,FMCG,17,Standard,Dispatched
ORD001242,2025-07-07,CUST00754,Jogeshwari,WH007,MAA_RDC,SKU0056,HEA008,Bandages,Healthcare,22,Standard,Allocated
ORD001243,2025-08-03,CUST02871,Mauranwan,WH005,BLR_RDC,SKU0003,ELE003,Tablet,Electronics,7,Express,Allocated
ORD001244,2025-07-25,CUST01146,Kundarkhi,WH002,NAG_NH,SKU0066,AUT009,Lubricant,Automotive,6,Standard,Pending
ORD001245,2025-03-09,CUST02359,Palghat,WH007,MAA_RDC,SKU0023,FMC011,Hand Wash,FMCG,74,Express,Pending
ORD001246,2025-05-19,CUST00966,Lohardaga,WH006,HYD_RDC,SKU0022,FMC010,Floor Cleaner,FMCG,13,Standard,Allocated
ORD001247,2025-07-15,CUST00804,Akkarampalle,WH007,MAA_RDC,SKU0007,ELE007,Printer,Electronics,14,Standard,Dispatched
ORD001248,2025-08-31,CUST00040,Babrala,WH002,NAG_NH,SKU0039,APP003,Shirt,Apparel,10,Standard,Allocated
ORD001249,2025-03-10,CUST02584,Jahanabad,WH008,CCU_RDC,SKU0006,ELE006,Mouse,Electronics,32,Standard,Dispatched
ORD001250,2025-09-07,CUST01229,Tandur,WH008,CCU_RDC,SKU0055,HEA007,First Aid Kit,Healthcare,21,Standard,Dispatched
ORD001251,2025-01-25,CUST01632,Kyelang,WH001,MUM_NH,SKU0058,AUT001,Engine Oil,Automotive,37,Standard,Dispatched
ORD001252,2025-01-31,CUST00883,Bhildi,WH001,MUM_NH,SKU0023,FMC011,Hand Wash,FMCG,42,Standard,Allocated
ORD001253,2025-08-19,CUST01371,Dangs (India),WH007,MAA_RDC,SKU0063,AUT006,Coolant,Automotive,4,Standard,Allocated
ORD001254,2025-10-14,CUST02284,Biloli,WH007,MAA_RDC,SKU0054,HEA006,Vitamin Tablets,Healthcare,24,Standard,Allocated
ORD001255,2025-07-30,CUST00497,Rajahmundry,WH002,NAG_NH,SKU0027,GRO003,Sugar,Grocery,3,Standard,Dispatched
ORD001256,2025-10-23,CUST02359,Nawabganj (Barabanki),WH008,CCU_RDC,SKU0018,FMC006,Hair Oil,FMCG,26,Express,Dispatched
ORD001257,2025-03-31,CUST01166,Kodigenahalli,WH003,DEL_RDC,SKU0022,FMC010,Floor Cleaner,FMCG,69,Standard,Allocated
ORD001258,2025-09-07,CUST01831,Chhatapur,WH003,DEL_RDC,SKU0054,HEA006,Vitamin Tablets,Healthcare,33,Standard,Allocated
ORD001259,2025-05-27,CUST01900,Bettiah,WH006,HYD_RDC,SKU0043,APP007,Socks,Apparel,40,Express,Pending
ORD001260,2025-11-24,CUST01382,Chittur,WH006,HYD_RDC,SKU0060,AUT003,Car Battery,Automotive,3,Standard,Dispatched
ORD001261,2025-07-27,CUST00293,Tirumala,WH005,BLR_RDC,SKU0061,AUT004,Spark Plug,Automotive,19,Standard,Pending
ORD001262,2025-04-27,CUST01285,Mandawar,WH007,MAA_RDC,SKU0009,ELE009,SSD,Electronics,11,Standard,Dispatched
ORD001263,2025-12-30,CUST01096,Kodaikanal,WH003,DEL_RDC,SKU0051,HEA003,Sanitizer,Healthcare,19,Standard,Dispatched
ORD001264,2025-05-19,CUST01823,Khadki,WH005,BLR_RDC,SKU0035,GRO011,Spices,Grocery,26,Express,Allocated
ORD001265,2025-09-24,CUST01845,Sironcha,WH008,CCU_RDC,SKU0061,AUT004,Spark Plug,Automotive,5,Standard,Pending
ORD001266,2025-01-12,CUST00513,Neyyattinkara,WH006,HYD_RDC,SKU0034,GRO010,Noodles,Grocery,24,Express,Pending
ORD001267,2025-05-09,CUST02871,Anandnagar,WH002,NAG_NH,SKU0047,APP011,Belt,Apparel,22,Express,Pending
ORD001268,2025-03-27,CUST01627,Savarkundla,WH003,DEL_RDC,SKU0036,GRO012,Oats,Grocery,27,Standard,Pending
ORD001269,2025-08-31,CUST02247,Ambattur,WH006,HYD_RDC,SKU0008,ELE008,Router,Electronics,1,Standard,Pending
ORD001270,2025-09-26,CUST00341,Dighori,WH001,MUM_NH,SKU0011,ELE011,Smartwatch,Electronics,4,Standard,Allocated
ORD001271,2025-03-21,CUST00346,Madanapalle,WH007,MAA_RDC,SKU0068,HOM002,Ceiling Fan,Home & Kitchen,20,Express,Allocated
ORD001272,2025-04-28,CUST01014,Purulia,WH008,CCU_RDC,SKU0002,ELE002,Smartphone,Electronics,20,Express,Allocated
ORD001273,2025-11-17,CUST00518,Mirialguda,WH003,DEL_RDC,SKU0054,HEA006,Vitamin Tablets,Healthcare,29,Standard,Dispatched
ORD001274,2025-01-15,CUST00144,"Jat, Sangli",WH005,BLR_RDC,SKU0024,FMC012,Tissue Pack,FMCG,22,Express,Allocated
ORD001275,2025-09-01,CUST01914,Paithan,WH002,NAG_NH,SKU0064,AUT007,Tyre Inflator,Automotive,11,Standard,Allocated
ORD001276,2025-08-16,CUST00554,Baloda Bazar,WH005,BLR_RDC,SKU0031,GRO007,Coffee,Grocery,36,Express,Dispatched
ORD001277,2025-10-30,CUST02448,Vadakku Valliyur,WH004,AMD_RDC,SKU0007,ELE007,Printer,Electronics,6,Standard,Dispatched
ORD001278,2025-10-16,CUST01782,Kuchinda,WH006,HYD_RDC,SKU0074,HOM008,Water Bottle,Home & Kitchen,41,Standard,Dispatched
ORD001279,2025-10-01,CUST01269,Faridnagar,WH008,CCU_RDC,SKU0064,AUT007,Tyre Inflator,Automotive,11,Standard,Allocated
ORD001280,2025-02-15,CUST01810,Anakapalle,WH006,HYD_RDC,SKU0047,APP011,Belt,Apparel,8,Standard,Allocated
ORD001281,2025-05-14,CUST00638,Kirakat,WH005,BLR_RDC,SKU0051,HEA003,Sanitizer,Healthcare,27,Standard,Pending
ORD001282,2025-09-25,CUST00559,Morbi,WH002,NAG_NH,SKU0030,GRO006,Tea,Grocery,1,Standard,Allocated
ORD001283,2025-10-01,CUST00035,Chhata,WH002,NAG_NH,SKU0021,FMC009,Dishwash Liquid,FMCG,61,Express,Allocated
ORD001284,2025-06-03,CUST00038,Mehdawal,WH003,DEL_RDC,SKU0047,APP011,Belt,Apparel,16,Express,Allocated
ORD001285,2025-05-30,CUST02446,Rabupura,WH001,MUM_NH,SKU0019,FMC007,Deodorant,FMCG,103,Standard,Pending
ORD001286,2025-07-11,CUST00773,Pipar,WH006,HYD_RDC,SKU0023,FMC011,Hand Wash,FMCG,18,Standard,Dispatched
ORD001287,2025-07-22,CUST01024,Devgadh Bariya,WH003,DEL_RDC,SKU0011,ELE011,Smartwatch,Electronics,28,Standard,Dispatched
ORD001288,2025-07-13,CUST00904,Gudibanda,WH001,MUM_NH,SKU0013,FMC001,Shampoo,FMCG,4,Standard,Pending
ORD001289,2025-11-17,CUST00982,Najibabad,WH006,HYD_RDC,SKU0003,ELE003,Tablet,Electronics,14,Standard,Dispatched
ORD001290,2025-12-17,CUST01114,Shahpura,WH003,DEL_RDC,SKU0047,APP011,Belt,Apparel,23,Standard,Dispatched
ORD001291,2025-09-30,CUST01102,Delwada,WH005,BLR_RDC,SKU0020,FMC008,Body Lotion,FMCG,48,Standard,Pending
ORD001292,2025-02-05,CUST00748,Khamharia,WH006,HYD_RDC,SKU0017,FMC005,Face Wash,FMCG,55,Standard,Allocated
ORD001293,2025-11-23,CUST01866,Alnavar,WH002,NAG_NH,SKU0044,APP008,Cap,Apparel,8,Standard,Allocated
ORD001294,2025-12-25,CUST02551,Barkot,WH006,HYD_RDC,SKU0050,HEA002,Hand Gloves,Healthcare,3,Standard,Pending
ORD001295,2025-01-10,CUST00624,Barwadih,WH008,CCU_RDC,SKU0037,APP001,T-Shirt,Apparel,21,Standard,Dispatched
ORD001296,2025-04-06,CUST00419,Latur,WH008,CCU_RDC,SKU0047,APP011,Belt,Apparel,1,Standard,Allocated
ORD001297,2025-08-13,CUST02979,Hunsur,WH008,CCU_RDC,SKU0006,ELE006,Mouse,Electronics,9,Standard,Pending
ORD001298,2025-03-19,CUST00061,Nangal,WH005,BLR_RDC,SKU0039,APP003,Shirt,Apparel,6,Standard,Pending
ORD001299,2025-08-04,CUST01277,Omalur,WH003,DEL_RDC,SKU0045,APP009,Shorts,Apparel,6,Standard,Allocated
ORD001300,2025-12-23,CUST00130,Bhanpura,WH001,MUM_NH,SKU0044,APP008,Cap,Apparel,30,Standard,Pending
ORD001301,2025-01-29,CUST01092,Karajagi,WH006,HYD_RDC,SKU0072,HOM006,Plastic Chair,Home & Kitchen,5,Express,Allocated
ORD001302,2025-10-06,CUST01926,Kalamboli,WH001,MUM_NH,SKU0028,GRO004,Salt,Grocery,19,Standard,Pending
ORD001303,2025-05-09,CUST01563,Lucknow District,WH001,MUM_NH,SKU0050,HEA002,Hand Gloves,Healthcare,27,Standard,Pending
ORD001304,2025-07-17,CUST01815,Meethari Marwar,WH002,NAG_NH,SKU0058,AUT001,Engine Oil,Automotive,16,Standard,Dispatched
ORD001305,2025-04-12,CUST01888,Singapur,WH006,HYD_RDC,SKU0068,HOM002,Ceiling Fan,Home & Kitchen,2,Express,Pending
ORD001306,2025-12-07,CUST00854,Hansi,WH002,NAG_NH,SKU0053,HEA005,Blood Pressure Monitor,Healthcare,5,Standard,Allocated
ORD001307,2025-06-09,CUST01324,Gopinathpur,WH004,AMD_RDC,SKU0050,HEA002,Hand Gloves,Healthcare,44,Standard,Dispatched
ORD001308,2025-01-22,CUST02252,Nagla,WH007,MAA_RDC,SKU0016,FMC004,Detergent,FMCG,94,Standard,Pending
ORD001309,2025-09-04,CUST02616,Belda,WH002,NAG_NH,SKU0063,AUT006,Coolant,Automotive,9,Standard,Pending
ORD001310,2025-01-27,CUST02731,Kolaras,WH008,CCU_RDC,SKU0043,APP007,Socks,Apparel,12,Standard,Pending
ORD001311,2025-11-21,CUST01779,Tulin,WH004,AMD_RDC,SKU0001,ELE001,Laptop,Electronics,8,Standard,Pending
ORD001312,2025-05-22,CUST02395,Taranagar,WH004,AMD_RDC,SKU0014,FMC002,Soap,FMCG,22,Standard,Allocated
ORD001313,2025-05-05,CUST00037,Kumhari,WH003,DEL_RDC,SKU0048,APP012,Backpack,Apparel,51,Standard,Dispatched
ORD001314,2025-12-19,CUST02443,Kotaparh,WH004,AMD_RDC,SKU0073,HOM007,Storage Box,Home & Kitchen,31,Standard,Allocated
ORD001315,2025-02-15,CUST01019,Lavasa,WH003,DEL_RDC,SKU0025,GRO001,Rice,Grocery,99,Standard,Allocated
ORD001316,2025-12-18,CUST02534,Parnera,WH007,MAA_RDC,SKU0058,AUT001,Engine Oil,Automotive,6,Standard,Dispatched
ORD001317,2025-01-31,CUST01457,Jyotiba Phule Nagar,WH006,HYD_RDC,SKU0044,APP008,Cap,Apparel,2,Express,Pending
ORD001318,2025-10-02,CUST00440,Kharsundi,WH007,MAA_RDC,SKU0016,FMC004,Detergent,FMCG,90,Standard,Allocated
ORD001319,2025-06-12,CUST02288,Jasrana,WH008,CCU_RDC,SKU0074,HOM008,Water Bottle,Home & Kitchen,15,Express,Allocated
ORD001320,2025-04-09,CUST00088,Satna,WH008,CCU_RDC,SKU0062,AUT005,Air Filter,Automotive,4,Express,Allocated
ORD001321,2025-03-10,CUST01027,Chikkaballapur,WH005,BLR_RDC,SKU0064,AUT007,Tyre Inflator,Automotive,6,Standard,Allocated
ORD001322,2025-08-13,CUST02290,Kuzhithurai,WH002,NAG_NH,SKU0029,GRO005,Cooking Oil,Grocery,91,Standard,Dispatched
ORD001323,2025-04-08,CUST02322,Vaghodia Ina,WH003,DEL_RDC,SKU0064,AUT007,Tyre Inflator,Automotive,16,Standard,Dispatched
ORD001324,2025-06-15,CUST03000,Heggadadevankote,WH006,HYD_RDC,SKU0026,GRO002,Wheat Flour,Grocery,45,Standard,Allocated
ORD001325,2025-10-11,CUST00657,Shamgarh,WH008,CCU_RDC,SKU0036,GRO012,Oats,Grocery,10,Standard,Dispatched
ORD001326,2025-08-19,CUST01212,Kandhla,WH005,BLR_RDC,SKU0069,HOM003,Mixer Grinder,Home & Kitchen,5,Standard,Dispatched
ORD001327,2025-08-21,CUST00003,Seohara,WH008,CCU_RDC,SKU0041,APP005,Hoodie,Apparel,24,Express,Dispatched
ORD001328,2025-07-14,CUST00760,Anantnag,WH001,MUM_NH,SKU0053,HEA005,Blood Pressure Monitor,Healthcare,17,Standard,Dispatched
ORD001329,2025-11-14,CUST00979,Bodri,WH007,MAA_RDC,SKU0057,HEA009,Pain Relief Spray,Healthcare,24,Standard,Dispatched
ORD001330,2025-12-04,CUST02208,Tarikere,WH002,NAG_NH,SKU0047,APP011,Belt,Apparel,3,Standard,Pending
ORD001331,2025-12-16,CUST02038,Maurawan,WH004,AMD_RDC,SKU0028,GRO004,Salt,Grocery,68,Express,Dispatched
ORD001332,2025-11-10,CUST01160,Ahmadpur,WH004,AMD_RDC,SKU0071,HOM005,Cookware Set,Home & Kitchen,5,Standard,Allocated
ORD001333,2025-06-14,CUST00453,Dasuya,WH005,BLR_RDC,SKU0070,HOM004,Electric Kettle,Home & Kitchen,21,Standard,Dispatched
ORD001334,2025-02-04,CUST00180,Erattupetta,WH002,NAG_NH,SKU0030,GRO006,Tea,Grocery,85,Standard,Pending
ORD001335,2025-04-14,CUST00439,Satana,WH001,MUM_NH,SKU0003,ELE003,Tablet,Electronics,3,Standard,Pending
ORD001336,2025-01-17,CUST02339,Wokha,WH007,MAA_RDC,SKU0039,APP003,Shirt,Apparel,7,Express,Allocated
ORD001337,2025-09-27,CUST02556,Akaltara,WH008,CCU_RDC,SKU0069,HOM003,Mixer Grinder,Home & Kitchen,32,Express,Dispatched
ORD001338,2025-01-26,CUST01501,Marhaura,WH004,AMD_RDC,SKU0031,GRO007,Coffee,Grocery,17,Standard,Dispatched
ORD001339,2025-01-07,CUST00855,Dindori,WH003,DEL_RDC,SKU0037,APP001,T-Shirt,Apparel,10,Express,Allocated
ORD001340,2025-08-28,CUST02618,Waghai,WH004,AMD_RDC,SKU0070,HOM004,Electric Kettle,Home & Kitchen,6,Standard,Allocated
ORD001341,2025-08-01,CUST01512,Gosainganj,WH006,HYD_RDC,SKU0010,ELE010,Hard Drive,Electronics,18,Express,Pending
ORD001342,2025-05-17,CUST02167,Saswad,WH006,HYD_RDC,SKU0015,FMC003,Toothpaste,FMCG,79,Standard,Dispatched
ORD001343,2025-06-05,CUST00320,Gariadhar,WH001,MUM_NH,SKU0030,GRO006,Tea,Grocery,10,Standard,Dispatched
ORD001344,2025-02-21,CUST02971,Satrikh,WH003,DEL_RDC,SKU0038,APP002,Jeans,Apparel,7,Standard,Dispatched
ORD001345,2025-04-08,CUST00792,Tulsipur,WH001,MUM_NH,SKU0014,FMC002,Soap,FMCG,99,Standard,Dispatched
ORD001346,2025-10-19,CUST02562,Kalanaur,WH003,DEL_RDC,SKU0002,ELE002,Smartphone,Electronics,2,Standard,Dispatched
ORD001347,2025-02-24,CUST02616,Mahabubabad,WH002,NAG_NH,SKU0013,FMC001,Shampoo,FMCG,107,Standard,Allocated
ORD001348,2025-12-26,CUST02725,Tehri,WH005,BLR_RDC,SKU0025,GRO001,Rice,Grocery,59,Standard,Pending
ORD001349,2025-04-03,CUST02253,Ichchapuram,WH007,MAA_RDC,SKU0072,HOM006,Plastic Chair,Home & Kitchen,6,Standard,Dispatched
ORD001350,2025-12-03,CUST00648,Firozpur Jhirka,WH001,MUM_NH,SKU0048,APP012,Backpack,Apparel,44,Standard,Dispatched
ORD001351,2025-06-30,CUST01291,Jagraon,WH001,MUM_NH,SKU0002,ELE002,Smartphone,Electronics,29,Standard,Allocated
ORD001352,2025-07-31,CUST02594,Saint Thomas Mount,WH005,BLR_RDC,SKU0025,GRO001,Rice,Grocery,48,Standard,Dispatched
ORD001353,2025-11-08,CUST00986,Cheyyur,WH001,MUM_NH,SKU0064,AUT007,Tyre Inflator,Automotive,11,Standard,Dispatched
ORD001354,2025-07-12,CUST02254,Tehri-Garhwal,WH003,DEL_RDC,SKU0074,HOM008,Water Bottle,Home & Kitchen,14,Express,Allocated
ORD001355,2025-08-20,CUST01833,North Garo Hills,WH003,DEL_RDC,SKU0011,ELE011,Smartwatch,Electronics,24,Standard,Pending
ORD001356,2025-01-18,CUST01166,Virar,WH002,NAG_NH,SKU0059,AUT002,Brake Pads,Automotive,24,Standard,Pending
ORD001357,2025-03-11,CUST01237,Bijbehara,WH008,CCU_RDC,SKU0025,GRO001,Rice,Grocery,67,Standard,Allocated
ORD001358,2025-04-20,CUST01290,Nira Narsingpur,WH003,DEL_RDC,SKU0029,GRO005,Cooking Oil,Grocery,29,Standard,Dispatched
ORD001359,2025-05-22,CUST02268,Brahmapur,WH003,DEL_RDC,SKU0051,HEA003,Sanitizer,Healthcare,53,Standard,Dispatched
ORD001360,2025-10-20,CUST00634,Nagaon,WH005,BLR_RDC,SKU0020,FMC008,Body Lotion,FMCG,37,Standard,Pending
ORD001361,2025-07-02,CUST00640,Vasudevanallur,WH002,NAG_NH,SKU0056,HEA008,Bandages,Healthcare,8,Standard,Allocated
ORD001362,2025-10-26,CUST01024,Ghatkesar,WH007,MAA_RDC,SKU0016,FMC004,Detergent,FMCG,47,Standard,Allocated
ORD001363,2025-06-03,CUST00377,Berhampore,WH008,CCU_RDC,SKU0031,GRO007,Coffee,Grocery,52,Standard,Allocated
ORD001364,2025-04-22,CUST00317,Sabathu,WH005,BLR_RDC,SKU0022,FMC010,Floor Cleaner,FMCG,73,Express,Allocated
ORD001365,2025-03-30,CUST02000,Phulera,WH003,DEL_RDC,SKU0018,FMC006,Hair Oil,FMCG,62,Express,Dispatched
ORD001366,2025-02-18,CUST02439,Malaut,WH004,AMD_RDC,SKU0044,APP008,Cap,Apparel,37,Express,Allocated
ORD001367,2025-10-23,CUST01563,Ambala,WH002,NAG_NH,SKU0026,GRO002,Wheat Flour,Grocery,5,Standard,Pending
ORD001368,2025-06-21,CUST01426,Radhanagari,WH005,BLR_RDC,SKU0020,FMC008,Body Lotion,FMCG,50,Standard,Allocated
ORD001369,2025-04-27,CUST02674,Amritsar,WH001,MUM_NH,SKU0043,APP007,Socks,Apparel,16,Standard,Pending
ORD001370,2025-11-20,CUST01567,Waris Aliganj,WH007,MAA_RDC,SKU0049,HEA001,Face Mask,Healthcare,41,Standard,Allocated
ORD001371,2025-01-22,CUST01308,Behror,WH005,BLR_RDC,SKU0018,FMC006,Hair Oil,FMCG,34,Standard,Dispatched
ORD001372,2025-06-17,CUST02058,Achhnera,WH001,MUM_NH,SKU0023,FMC011,Hand Wash,FMCG,39,Express,Pending
ORD001373,2025-01-26,CUST02760,Rampur Hat,WH007,MAA_RDC,SKU0044,APP008,Cap,Apparel,10,Express,Allocated
ORD001374,2025-11-01,CUST02357,Beniganj,WH003,DEL_RDC,SKU0047,APP011,Belt,Apparel,15,Standard,Pending
ORD001375,2025-08-10,CUST01187,Nagapattinam,WH007,MAA_RDC,SKU0009,ELE009,SSD,Electronics,8,Standard,Pending
ORD001376,2025-06-22,CUST00339,Kodala,WH007,MAA_RDC,SKU0018,FMC006,Hair Oil,FMCG,2,Standard,Dispatched
ORD001377,2025-10-08,CUST01636,Amet,WH004,AMD_RDC,SKU0057,HEA009,Pain Relief Spray,Healthcare,4,Standard,Pending
ORD001378,2025-09-14,CUST01780,Azamgarh,WH008,CCU_RDC,SKU0018,FMC006,Hair Oil,FMCG,52,Express,Dispatched
ORD001379,2025-03-11,CUST01970,Lower Subansiri,WH006,HYD_RDC,SKU0060,AUT003,Car Battery,Automotive,3,Standard,Pending
ORD001380,2025-07-22,CUST02672,Tiruppalaikudi,WH002,NAG_NH,SKU0012,ELE012,Power Bank,Electronics,32,Standard,Pending
ORD001381,2025-11-12,CUST02148,Nagpur,WH002,NAG_NH,SKU0011,ELE011,Smartwatch,Electronics,36,Standard,Pending
ORD001382,2025-05-17,CUST01762,Bishunpur Urf Maharajganj,WH003,DEL_RDC,SKU0014,FMC002,Soap,FMCG,10,Standard,Dispatched
ORD001383,2025-02-15,CUST00461,Limbdi,WH002,NAG_NH,SKU0045,APP009,Shorts,Apparel,37,Express,Allocated
ORD001384,2025-07-07,CUST01427,Bhilai,WH006,HYD_RDC,SKU0007,ELE007,Printer,Electronics,7,Standard,Allocated
ORD001385,2025-11-01,CUST02685,Mahemdavad,WH008,CCU_RDC,SKU0059,AUT002,Brake Pads,Automotive,3,Standard,Allocated
ORD001386,2025-06-29,CUST02525,Tirur,WH008,CCU_RDC,SKU0018,FMC006,Hair Oil,FMCG,22,Standard,Dispatched
ORD001387,2025-08-14,CUST00184,Gonda,WH003,DEL_RDC,SKU0075,HOM009,Dustbin,Home & Kitchen,10,Standard,Pending
ORD001388,2025-07-11,CUST00639,Arumuganeri,WH005,BLR_RDC,SKU0049,HEA001,Face Mask,Healthcare,44,Express,Dispatched
ORD001389,2025-02-27,CUST00224,Chittur,WH003,DEL_RDC,SKU0044,APP008,Cap,Apparel,2,Standard,Dispatched
ORD001390,2025-05-28,CUST00057,Navapur,WH007,MAA_RDC,SKU0057,HEA009,Pain Relief Spray,Healthcare,10,Standard,Dispatched
ORD001391,2025-02-26,CUST01250,Jaipur,WH005,BLR_RDC,SKU0036,GRO012,Oats,Grocery,52,Standard,Allocated
ORD001392,2025-06-19,CUST00857,Jaito,WH004,AMD_RDC,SKU0072,HOM006,Plastic Chair,Home & Kitchen,2,Express,Dispatched
ORD001393,2025-04-15,CUST02239,Sandur,WH001,MUM_NH,SKU0056,HEA008,Bandages,Healthcare,28,Standard,Allocated
ORD001394,2025-09-05,CUST02552,Nardana,WH001,MUM_NH,SKU0022,FMC010,Floor Cleaner,FMCG,141,Express,Pending
ORD001395,2025-07-12,CUST02388,Vaso,WH004,AMD_RDC,SKU0007,ELE007,Printer,Electronics,1,Express,Dispatched
ORD001396,2025-05-11,CUST00698,Gajendragarh,WH006,HYD_RDC,SKU0057,HEA009,Pain Relief Spray,Healthcare,2,Standard,Allocated
ORD001397,2025-12-23,CUST02532,Namakkal,WH005,BLR_RDC,SKU0035,GRO011,Spices,Grocery,13,Standard,Pending
ORD001398,2025-12-02,CUST00035,Maghar,WH001,MUM_NH,SKU0070,HOM004,Electric Kettle,Home & Kitchen,30,Standard,Allocated
