city_id,state,city,latitude,longitude,region,logistics_tier,demand_weight,warehouse_candidate
C00982,Himachal Pradesh,Kinnaur,31.58333,78.41667,North,Tier 3,0.2,False
C00983,Himachal Pradesh,Kotkhai,31.11728,77.53936,North,Tier 3,0.2,False
C00984,Himachal Pradesh,Kotla,32.25,76.03333,North,Tier 3,0.2,False
C00985,Himachal Pradesh,Kulu,32.0,77.25,North,Tier 3,0.2,False
C00986,Himachal Pradesh,Kyelang,32.5717,77.02448,North,Tier 3,0.2,False
C00987,Himachal Pradesh,Lahul And Spiti,32.5,77.83333,North,Tier 3,0.2,False
C00988,Himachal Pradesh,Manali,32.2574,77.17481,North,Tier 3,0.2,False
C00989,Himachal Pradesh,Mandi,31.71194,76.93273,North,Tier 3,0.2,False
C00990,Himachal Pradesh,Nadaun,31.78303,76.3431,North,Tier 3,0.2,False
C00991,Himachal Pradesh,Nagar,32.13808,77.17393,North,Tier 3,0.2,False
C00992,Himachal Pradesh,Nagrota,32.0571,76.09139,North,Tier 3,0.2,False
C00993,Himachal Pradesh,Nahan,30.56029,77.29426,North,Tier 3,0.2,False
C00994,Himachal Pradesh,Nalagarh,31.04168,76.72285,North,Tier 3,0.2,False
C00995,Himachal Pradesh,Palampur,32.11453,76.55681,North,Tier 3,0.2,False
C00996,Himachal Pradesh,Pandoh,31.66902,77.05359,North,Tier 3,0.2,False
C00997,Himachal Pradesh,Paonta Sahib,30.43666,77.62462,North,Tier 3,0.2,False
C00998,Himachal Pradesh,Parwanoo,30.83716,76.96143,North,Tier 3,0.2,False
C00999,Himachal Pradesh,Rajgarh,30.85142,77.30066,North,Tier 3,0.2,False
C01000,Himachal Pradesh,Rampur,31.44943,77.63087,North,Tier 3,0.2,False
C01001,Himachal Pradesh,Rohru,31.20269,77.75484,North,Tier 3,0.2,False
C01002,Himachal Pradesh,Sabathu,30.97494,76.99137,North,Tier 3,0.2,False
C01003,Himachal Pradesh,Santokhgarh,31.35205,76.31775,North,Tier 3,0.2,False
C01004,Himachal Pradesh,Sarahan,31.50988,77.79395,North,Tier 3,0.2,False
C01005,Himachal Pradesh,Sarka Ghat,31.69887,76.73529,North,Tier 3,0.2,False
C01006,Himachal Pradesh,Seoni,31.24188,77.12362,North,Tier 3,0.2,False
C01007,Himachal Pradesh,Shimla,31.16667,77.58333,North,Tier 3,0.2,False
C01008,Himachal Pradesh,Sirmaur,30.75,77.5,North,Tier 3,0.2,False
C01009,Himachal Pradesh,Solan,31.08333,76.83333,North,Tier 3,0.2,False
C01010,Himachal Pradesh,Sundarnagar,31.53523,76.905,North,Tier 3,0.2,False
C01011,Himachal Pradesh,Theog,31.12155,77.35838,North,Tier 3,0.2,False
C01012,Himachal Pradesh,Tira Sujanpur,31.83364,76.50539,North,Tier 3,0.2,False
C01013,Himachal Pradesh,Una,31.46493,76.26914,North,Tier 3,0.2,False
C01014,Himachal Pradesh,Yol,32.16423,76.19622,North,Tier 3,0.2,False
C01015,Jammu and Kashmir,Akhnur,32.86667,74.73333,North,Tier 3,0.2,False
C01016,Jammu and Kashmir,Anantnag,33.73068,75.15418,North,Tier 3,0.2,False
C01017,Jammu and Kashmir,Awantipur,33.91978,75.01515,North,Tier 3,0.2,False
C01018,Jammu and Kashmir,Badgam,33.89001,74.66297,North,Tier 3,0.2,False
C01019,Jammu and Kashmir,Bandipore,34.50404,74.82832,North,Tier 3,0.2,False
C01020,Jammu and Kashmir,Bandipura,34.41728,74.64308,North,Tier 3,0.2,False
C01021,Jammu and Kashmir,Banihal,33.43647,75.19684,North,Tier 3,0.2,False
C01022,Jammu and Kashmir,Baramula,34.19287,74.3692,North,Tier 3,0.2,False
C01023,Jammu and Kashmir,Batoti,33.11826,75.30889,North,Tier 3,0.2,False
C01024,Jammu and Kashmir,Bhadarwah,32.97941,75.71723,North,Tier 3,0.2,False
C01025,Jammu and Kashmir,Bijbehara,33.79378,75.107,North,Tier 3,0.2,False
C01026,Jammu and Kashmir,Bishnah,32.6106,74.85557,North,Tier 3,0.2,False
C01027,Jammu and Kashmir,Doda,33.14916,75.54746,North,Tier 3,0.2,False
C01028,Jammu and Kashmir,Gandarbal,34.22619,74.77478,North,Tier 3,0.2,False
C01029,Jammu and Kashmir,Ganderbal,34.29467,75.19996,North,Tier 3,0.2,False
C01030,Jammu and Kashmir,Gho Brahmanan De,32.5559,74.9539,North,Tier 3,0.2,False
C01031,Jammu and Kashmir,Hajan,34.29895,74.61681,North,Tier 3,0.2,False
C01032,Jammu and Kashmir,Hiranagar,32.45493,75.27187,North,Tier 3,0.2,False
C01033,Jammu and Kashmir,Jammu,32.75,74.83333,North,Tier 3,0.2,False
C01034,Jammu and Kashmir,Jaurian,32.83255,74.57612,North,Tier 3,0.2,False
C01035,Jammu and Kashmir,Kathua,32.58333,75.5,North,Tier 3,0.2,False
C01036,Jammu and Kashmir,Katra,32.99167,74.93195,North,Tier 3,0.2,False
C01037,Jammu and Kashmir,Khaur,32.6027,74.80918,North,Tier 3,0.2,False
C01038,Jammu and Kashmir,Kishtwar,33.52958,76.01462,North,Tier 3,0.2,False
C01039,Jammu and Kashmir,Kud,33.07246,75.28727,North,Tier 3,0.2,False
C01040,Jammu and Kashmir,Kulgam,33.64456,75.01923,North,Tier 3,0.2,False
C01041,Jammu and Kashmir,Kupwara,34.53193,74.26605,North,Tier 3,0.2,False
C01042,Jammu and Kashmir,Ladakh,34.33333,77.41667,North,Tier 3,0.2,False
C01043,Jammu and Kashmir,Magam,34.09256,74.59016,North,Tier 3,0.2,False
C01044,Jammu and Kashmir,Nawanshahr,32.76505,74.52772,North,Tier 3,0.2,False
C01045,Jammu and Kashmir,Noria,32.52095,74.79845,North,Tier 3,0.2,False
C01046,Jammu and Kashmir,Padam,33.46659,76.88488,North,Tier 3,0.2,False
C01047,Jammu and Kashmir,Pahlgam,34.01592,75.31899,North,Tier 3,0.2,False
C01048,Jammu and Kashmir,Parol,32.34598,75.43441,North,Tier 3,0.2,False
C01049,Jammu and Kashmir,Pattan,34.16125,74.55634,North,Tier 3,0.2,False
C01050,Jammu and Kashmir,Pulwama,33.87405,74.89955,North,Tier 3,0.2,False
C01051,Jammu and Kashmir,Punch,33.70178,74.19916,North,Tier 3,0.2,False
C01052,Jammu and Kashmir,Qazigund,33.63828,75.14261,North,Tier 3,0.2,False
C01053,Jammu and Kashmir,Rajaori,33.37526,74.3092,North,Tier 3,0.2,False
C01054,Jammu and Kashmir,Rajauri,33.25,74.25,North,Tier 3,0.2,False
C01055,Jammu and Kashmir,Ramban,33.32301,75.1861,North,Tier 3,0.2,False
C01056,Jammu and Kashmir,Ramgarh,33.40379,74.22388,North,Tier 3,0.2,False
C01057,Jammu and Kashmir,Ramnagar,32.80728,75.31119,North,Tier 3,0.2,False
C01058,Jammu and Kashmir,Riasi,33.08115,74.83242,North,Tier 3,0.2,False
C01059,Jammu and Kashmir,Samba,32.57523,75.10929,North,Tier 3,0.2,False
C01060,Jammu and Kashmir,Shupiyan,33.73067,74.81869,North,Tier 3,0.2,False
C01061,Jammu and Kashmir,Sopur,34.28671,74.47228,North,Tier 3,0.2,False
C01062,Jammu and Kashmir,Soyibug,34.07677,74.7057,North,Tier 3,0.2,False
C01063,Jammu and Kashmir,Srinagar,34.08565,74.80555,North,Tier 3,0.2,False
C01064,Jammu and Kashmir,Sumbal,34.23072,74.6472,North,Tier 3,0.2,False
C01065,Jammu and Kashmir,Thang,34.9274,76.79336,North,Tier 3,0.2,False
C01066,Jammu and Kashmir,Thanna Mandi,33.54204,74.381,North,Tier 3,0.2,False
C01067,Jammu and Kashmir,Tral,33.92708,75.11585,North,Tier 3,0.2,False
C01068,Jammu and Kashmir,Tsrar Sharif,33.86319,74.76524,North,Tier 3,0.2,False
C01069,Jammu and Kashmir,Udhampur,33.0,75.16667,North,Tier 3,0.2,False
C01070,Jammu and Kashmir,Uri,34.08064,74.05088,North,Tier 3,0.2,False
C01071,Jharkhand,Bagra,23.73333,86.31667,East,Tier 3,0.2,False
C01072,Jharkhand,Barka Kana,23.62118,85.46748,East,Tier 3,0.2,False
C01073,Jharkhand,Barki Saria,24.17594,85.88938,East,Tier 3,0.2,False
C01074,Jharkhand,Barwadih,23.8478,84.11049,East,Tier 3,0.2,False
C01075,Jharkhand,Bhojudih,23.63962,86.44105,East,Tier 3,0.2,False
C01076,Jharkhand,Bokaro,23.68562,85.99026,East,Tier 3,0.2,False
C01077,Jharkhand,Bundu,23.16095,85.59007,East,Tier 3,0.2,False
C01078,Jharkhand,Chaibasa,22.55038,85.80249,East,Tier 3,0.2,False
C01079,Jharkhand,Chakradharpur,22.67611,85.62892,East,Tier 3,0.2,False
C01080,Jharkhand,Chakulia,22.48301,86.71793,East,Tier 3,0.2,False
C01081,Jharkhand,Chandil,22.95745,86.05331,East,Tier 3,0.2,False
C01082,Jharkhand,Chas,23.63556,86.16712,East,Tier 3,0.2,False
C01083,Jharkhand,Chatra,24.20645,84.87085,East,Tier 3,0.2,False
C01084,Jharkhand,Chiria,22.31093,85.27601,East,Tier 3,0.2,False
C01085,Jharkhand,Daltonganj,24.03971,84.0658,East,Tier 3,0.2,False
C01086,Jharkhand,Deogarh,24.44382,86.72607,East,Tier 3,0.2,False
C01087,Jharkhand,Dhanbad,23.80199,86.44324,East,Tier 3,0.2,False
C01088,Jharkhand,Dhanwar,24.41074,85.98183,East,Tier 3,0.2,False
C01089,Jharkhand,Dugda,23.74516,86.17175,East,Tier 3,0.2,False
C01090,Jharkhand,Dumka,24.3,87.25,East,Tier 3,0.2,False
C01091,Jharkhand,Garhwa,24.07494,83.71023,East,Tier 3,0.2,False
C01092,Jharkhand,Ghatsila,22.58531,86.47682,East,Tier 3,0.2,False
C01093,Jharkhand,Giridih,24.25,85.91667,East,Tier 3,0.2,False
C01094,Jharkhand,Gobindpur,22.63393,86.07162,East,Tier 3,0.2,False
C01095,Jharkhand,Godda,24.83333,87.21667,East,Tier 3,0.2,False
C01096,Jharkhand,Gomoh,23.87355,86.1516,East,Tier 3,0.2,False
C01097,Jharkhand,Gopinathpur,22.66301,86.075,East,Tier 3,0.2,False
C01098,Jharkhand,Gua,22.21361,85.38774,East,Tier 3,0.2,False
C01099,Jharkhand,Gumia,23.7975,85.82523,East,Tier 3,0.2,False
C01100,Jharkhand,Gumla,23.08055,84.53834,East,Tier 3,0.2,False
C01101,Jharkhand,Hazaribag,24.0,85.25,East,Tier 3,0.2,False
C01102,Jharkhand,Hazaribagh,23.99241,85.36162,East,Tier 3,0.2,False
C01103,Jharkhand,Hesla,24.06313,85.87905,East,Tier 3,0.2,False
C01104,Jharkhand,Husainabad,24.52849,84.0,East,Tier 3,0.2,False
C01105,Jharkhand,Jagannathpur,22.22115,85.63917,East,Tier 3,0.2,False
C01106,Jharkhand,Jamadoba,23.71667,86.4,East,Tier 3,0.2,False
C01107,Jharkhand,Jamshedpur,22.80278,86.18545,East,Tier 2,0.6,False
C01108,Jharkhand,Jamtara,24.0,86.85,East,Tier 3,0.2,False
C01109,Jharkhand,Jasidih,24.51379,86.64576,East,Tier 3,0.2,False
C01110,Jharkhand,Jharia,23.74079,86.41456,East,Tier 3,0.2,False
C01111,Jharkhand,Jugsalai,22.77668,86.18351,East,Tier 3,0.2,False
C01112,Jharkhand,Jumri Tilaiya,24.4349,85.52951,East,Tier 3,0.2,False
C01113,Jharkhand,Kalikapur,22.61662,86.2881,East,Tier 3,0.2,False
C01114,Jharkhand,Kandra,22.8517,86.05192,East,Tier 3,0.2,False
C01115,Jharkhand,Kanke,23.43478,85.32059,East,Tier 3,0.2,False
C01116,Jharkhand,Katras,23.79752,86.29834,East,Tier 3,0.2,False
C01117,Jharkhand,Kenduadih,23.77574,86.37609,East,Tier 3,0.2,False
C01118,Jharkhand,Kharsawan,22.79093,85.83102,East,Tier 3,0.2,False
C01119,Jharkhand,Khunti,23.07602,85.27818,East,Tier 3,0.2,False
C01120,Jharkhand,Kodarma,24.46753,85.59397,East,Tier 3,0.2,False
C01121,Jharkhand,Kuju,23.72536,85.51023,East,Tier 3,0.2,False
C01122,Jharkhand,Latehar,23.75,84.4,East,Tier 3,0.2,False
C01123,Jharkhand,Lohardaga,23.5,84.6,East,Tier 3,0.2,False
C01124,Jharkhand,Madhupur,24.27419,86.63929,East,Tier 3,0.2,False
C01125,Jharkhand,Malkera,23.78213,86.28767,East,Tier 3,0.2,False
C01126,Jharkhand,Manoharpur,22.37456,85.19234,East,Tier 3,0.2,False
C01127,Jharkhand,Mugma,23.77015,86.72746,East,Tier 3,0.2,False
C01128,Jharkhand,Mushabani,22.51135,86.45713,East,Tier 3,0.2,False
C01129,Jharkhand,Neturhat,23.47457,84.2678,East,Tier 3,0.2,False
C01130,Jharkhand,Nirsa,23.78438,86.70692,East,Tier 3,0.2,False
C01131,Jharkhand,Noamundi,22.16094,85.50416,East,Tier 3,0.2,False
C01132,Jharkhand,Pakur,24.63925,87.84239,East,Tier 3,0.2,False
C01133,Jharkhand,Palamu,23.91667,84.08333,East,Tier 3,0.2,False
C01134,Jharkhand,Pashchim Singhbhum,22.5,85.5,East,Tier 3,0.2,False
C01135,Jharkhand,Patamda,24.3,85.41667,East,Tier 3,0.2,False
C01136,Jharkhand,Pathardih,23.6658,86.43166,East,Tier 3,0.2,False
C01137,Jharkhand,Purba Singhbhum,22.59238,86.48341,East,Tier 3,0.2,False
C01138,Jharkhand,Ramgarh,23.63073,85.56057,East,Tier 3,0.2,False
C01139,Jharkhand,Ranchi,23.34316,85.3094,East,Tier 2,0.6,False
C01140,Jharkhand,Ray,23.6843,85.05457,East,Tier 3,0.2,False
C01141,Jharkhand,Sahibganj,24.99354,87.67333,East,Tier 3,0.2,False
C01142,Jharkhand,Saraikela,22.69963,85.93126,East,Tier 3,0.2,False
C01143,Jharkhand,Sarubera,23.81813,85.99628,East,Tier 3,0.2,False
C01144,Jharkhand,Sijua,23.77617,86.33028,East,Tier 3,0.2,False
C01145,Jharkhand,Simdega,22.61523,84.50208,East,Tier 3,0.2,False
C01146,Jharkhand,Sini,22.79325,85.94543,East,Tier 3,0.2,False
C01147,Jharkhand,Topchanchi,23.90381,86.19792,East,Tier 3,0.2,False
C01148,Karnataka,Afzalpur,17.19986,76.36018,South,Tier 3,0.2,False
C01149,Karnataka,Ajjampur,13.72794,76.0068,South,Tier 3,0.2,False
C01150,Karnataka,Aland,17.56425,76.56854,South,Tier 3,0.2,False
C01151,Karnataka,Alnavar,15.42727,74.74111,South,Tier 3,0.2,False
C01152,Karnataka,Alur,12.97805,75.99094,South,Tier 3,0.2,False
C01153,Karnataka,Anekal,12.7111,77.69557,South,Tier 3,0.2,False
C01154,Karnataka,Ankola,14.66049,74.3047,South,Tier 3,0.2,False
C01155,Karnataka,Annigeri,15.42513,75.4335,South,Tier 3,0.2,False
C01156,Karnataka,Arkalgud,12.76171,76.06035,South,Tier 3,0.2,False
C01157,Karnataka,Arsikere,13.31446,76.25704,South,Tier 3,0.2,False
C01158,Karnataka,Athni,16.72613,75.06421,South,Tier 3,0.2,False
C01159,Karnataka,Aurad,18.25397,77.41761,South,Tier 3,0.2,False
C01160,Karnataka,Badami,15.91495,75.67683,South,Tier 3,0.2,False
C01161,Karnataka,Bagalkot,16.18,75.69,South,Tier 3,0.2,False
C01162,Karnataka,Bagepalli,13.78338,77.79667,South,Tier 3,0.2,False
C01163,Karnataka,Bail-Hongal,15.8137,74.85895,South,Tier 3,0.2,False
C01164,Karnataka,Ballari,15.15,76.55,South,Tier 3,0.2,False
C01165,Karnataka,Ballary,15.14205,76.92398,South,Tier 3,0.2,False
C01166,Karnataka,Banavar,13.41029,76.16314,South,Tier 3,0.2,False
C01167,Karnataka,Bangalore Rural,13.22567,77.57501,South,Tier 3,0.2,False
C01168,Karnataka,Bangalore Urban,13.0,77.58333,South,Tier 3,0.2,False
C01169,Karnataka,Bangarapet,12.99116,78.17804,South,Tier 3,0.2,False
C01170,Karnataka,Bannur,12.33295,76.86201,South,Tier 3,0.2,False
C01171,Karnataka,Bantval,12.8905,75.03489,South,Tier 3,0.2,False
C01172,Karnataka,Basavakalyan,17.87445,76.94972,South,Tier 3,0.2,False
C01173,Karnataka,Basavana Bagevadi,16.57278,75.97252,South,Tier 3,0.2,False
C01174,Karnataka,Belagavi,16.33333,74.75,South,Tier 3,0.2,False
C01175,Karnataka,Belluru,12.9814,76.73308,South,Tier 3,0.2,False
C01176,Karnataka,Beltangadi,13.98333,75.3,South,Tier 3,0.2,False
C01177,Karnataka,Belur,13.16558,75.86519,South,Tier 3,0.2,False
C01178,Karnataka,Bengaluru,12.97194,77.59369,South,Tier 1,1.0,True
C01179,Karnataka,Bhadravati,13.84846,75.70502,South,Tier 3,0.2,False
C01180,Karnataka,Bhalki,18.04348,77.206,South,Tier 3,0.2,False
C01181,Karnataka,Bhatkal,13.98534,74.55531,South,Tier 3,0.2,False
C01182,Karnataka,Bidar,18.08333,77.33333,South,Tier 3,0.2,False
C01183,Karnataka,Bilgi,16.34714,75.61804,South,Tier 3,0.2,False
C01184,Karnataka,Birur,13.59723,75.97167,South,Tier 3,0.2,False
C01185,Karnataka,Byadgi,14.67325,75.4868,South,Tier 3,0.2,False
C01186,Karnataka,Byndoor,13.86667,74.63333,South,Tier 3,0.2,False
C01187,Karnataka,Canacona,14.9959,74.05056,South,Tier 3,0.2,False
C01188,Karnataka,Challakere,14.318,76.65165,South,Tier 3,0.2,False
C01189,Karnataka,Chamrajnagar,11.96,77.09,South,Tier 3,0.2,False
C01190,Karnataka,Channagiri,14.02399,75.92577,South,Tier 3,0.2,False
C01191,Karnataka,Channapatna,12.65143,77.20672,South,Tier 3,0.2,False
C01192,Karnataka,Channarayapatna,12.90642,76.38775,South,Tier 3,0.2,False
C01193,Karnataka,Chik Ballapur,13.43512,77.72787,South,Tier 3,0.2,False
C01194,Karnataka,Chikkaballapur,13.55,77.87,South,Tier 3,0.2,False
C01195,Karnataka,Chikkamagaluru,13.49,75.73,South,Tier 3,0.2,False
C01196,Karnataka,Chiknayakanhalli,13.41609,76.62063,South,Tier 3,0.2,False
C01197,Karnataka,Chikodi,16.42898,74.58591,South,Tier 3,0.2,False
C01198,Karnataka,Chincholi,17.46508,77.41874,South,Tier 3,0.2,False
C01199,Karnataka,Chintamani,13.40051,78.05172,South,Tier 3,0.2,False
C01200,Karnataka,Chitapur,17.12357,77.0824,South,Tier 3,0.2,False
C01201,Karnataka,Chitradurga,14.2,76.5,South,Tier 3,0.2,False
C01202,Karnataka,Closepet,12.72181,77.28149,South,Tier 3,0.2,False
C01203,Karnataka,Coondapoor,13.63126,74.6902,South,Tier 3,0.2,False
C01204,Karnataka,Dakshina Kannada,12.84,75.29,South,Tier 3,0.2,False
C01205,Karnataka,Dandeli,15.26667,74.61667,South,Tier 3,0.2,False
C01206,Karnataka,Davanagere,14.43,75.9,South,Tier 3,0.2,False
C01207,Karnataka,Devanhalli,13.24655,77.71183,South,Tier 3,0.2,False
C01208,Karnataka,Dharwad,15.37,75.14,South,Tier 3,0.2,False
C01209,Karnataka,Dod Ballapur,13.29452,77.53777,South,Tier 3,0.2,False
C01210,Karnataka,French Rocks,12.50094,76.67416,South,Tier 3,0.2,False
C01211,Karnataka,Gadag,15.49835,75.65187,South,Tier 3,0.2,False
C01212,Karnataka,Gadag-Betageri,15.4167,75.6167,South,Tier 3,0.2,False
C01213,Karnataka,Gajendragarh,15.73628,75.96976,South,Tier 3,0.2,False
C01214,Karnataka,Gangawati,15.4313,76.52933,South,Tier 3,0.2,False
C01215,Karnataka,Gangolli,13.65024,74.67072,South,Tier 3,0.2,False
C01216,Karnataka,Gokak,16.16901,74.82393,South,Tier 3,0.2,False
C01217,Karnataka,Gokarna,14.55,74.31667,South,Tier 3,0.2,False
C01218,Karnataka,Goribidnur,13.61072,77.51738,South,Tier 3,0.2,False
C01219,Karnataka,Gorur,12.82297,76.06463,South,Tier 3,0.2,False
C01220,Karnataka,Gubbi,13.31216,76.94102,South,Tier 3,0.2,False
C01221,Karnataka,Gudibanda,13.67099,77.70414,South,Tier 3,0.2,False
C01222,Karnataka,Guledagudda,16.05025,75.78997,South,Tier 3,0.2,False
C01223,Karnataka,Gundlupēt,11.81004,76.69027,South,Tier 3,0.2,False
C01224,Karnataka,Gurmatkal,16.86773,77.39088,South,Tier 3,0.2,False
C01225,Karnataka,Hadagalli,15.02048,75.93185,South,Tier 3,0.2,False
C01226,Karnataka,Haliyal,15.32864,74.75638,South,Tier 3,0.2,False
C01227,Karnataka,Hampi,15.3352,76.4603,South,Tier 3,0.2,False
C01228,Karnataka,Hangal,14.76465,75.1246,South,Tier 3,0.2,False
C01229,Karnataka,Harihar,14.51288,75.80716,South,Tier 3,0.2,False
C01230,Karnataka,Harpanahalli,14.78766,75.98863,South,Tier 3,0.2,False
C01231,Karnataka,Hassan,12.95,76.08333,South,Tier 3,0.2,False
C01232,Karnataka,Haveri,14.73732,75.41062,South,Tier 3,0.2,False
C01233,Karnataka,Heggadadevankote,12.08809,76.32957,South,Tier 3,0.2,False
C01234,Karnataka,Hirekerur,14.45506,75.3952,South,Tier 3,0.2,False
C01235,Karnataka,Hiriyur,13.94455,76.61723,South,Tier 3,0.2,False
C01236,Karnataka,Holalkere,14.04295,76.18496,South,Tier 3,0.2,False
C01237,Karnataka,Hole Narsipur,12.78635,76.24331,South,Tier 3,0.2,False
C01238,Karnataka,Homnabad,17.77074,77.12519,South,Tier 3,0.2,False
C01239,Karnataka,Honavar,14.28088,74.44497,South,Tier 3,0.2,False
C01240,Karnataka,Honnali,14.23976,75.64507,South,Tier 3,0.2,False
C01241,Karnataka,Hosanagara,13.91387,75.06503,South,Tier 3,0.2,False
C01242,Karnataka,Hosangadi,13.69756,74.95427,South,Tier 3,0.2,False
C01243,Karnataka,Hosdurga,13.79631,76.28408,South,Tier 3,0.2,False
C01244,Karnataka,Hoskote,13.0707,77.79814,South,Tier 3,0.2,False
C01245,Karnataka,Hospet,15.26954,76.3871,South,Tier 3,0.2,False
C01246,Karnataka,Hubballi,15.34776,75.13378,South,Tier 2,0.6,False
C01247,Karnataka,Hukeri,16.23082,74.60244,South,Tier 3,0.2,False
C01248,Karnataka,Hungund,16.06213,76.0586,South,Tier 3,0.2,False
C01249,Karnataka,Hunsur,12.30359,76.29275,South,Tier 3,0.2,False
C01250,Karnataka,Ilkal,15.95923,76.11351,South,Tier 3,0.2,False
C01251,Karnataka,Indi,17.17735,75.9526,South,Tier 3,0.2,False
C01252,Karnataka,Jagalur,14.51957,76.33915,South,Tier 3,0.2,False
C01253,Karnataka,Jamkhandi,16.50461,75.29146,South,Tier 3,0.2,False
C01254,Karnataka,Jevargi,17.01394,76.77317,South,Tier 3,0.2,False
C01255,Karnataka,Kadur,13.55285,76.01164,South,Tier 3,0.2,False
C01256,Karnataka,Kalaburgi,17.16667,77.08333,South,Tier 3,0.2,False
C01257,Karnataka,Kalghatgi,15.18315,74.97099,South,Tier 3,0.2,False
C01258,Karnataka,Kampli,15.40626,76.60013,South,Tier 3,0.2,False
C01259,Karnataka,Kankanhalli,12.54654,77.42005,South,Tier 3,0.2,False
C01260,Karnataka,Karkala,13.21428,74.99234,South,Tier 3,0.2,False
C01261,Karnataka,Karwar,14.81361,74.12972,South,Tier 3,0.2,False
C01262,Karnataka,Kavalur,15.28829,75.9433,South,Tier 3,0.2,False
C01263,Karnataka,Kerur,16.01384,75.54631,South,Tier 3,0.2,False
C01264,Karnataka,Khanapur,15.63969,74.50847,South,Tier 3,0.2,False
C01265,Karnataka,Kodagu,12.41667,75.75,South,Tier 3,0.2,False
C01266,Karnataka,Kodigenahalli,13.72136,77.38629,South,Tier 3,0.2,False
C01267,Karnataka,Kodlipet,12.80087,75.88662,South,Tier 3,0.2,False
C01268,Karnataka,Kolar,13.13,78.23,South,Tier 3,0.2,False
C01269,Karnataka,Kollegal,12.15449,77.11051,South,Tier 3,0.2,False
C01270,Karnataka,Konanur,12.63016,76.05037,South,Tier 3,0.2,False
C01271,Karnataka,Konnur,16.20138,74.74886,South,Tier 3,0.2,False
C01272,Karnataka,Koppa,13.53044,75.36329,South,Tier 3,0.2,False
C01273,Karnataka,Koppal,15.5,76.2,South,Tier 3,0.2,False
C01274,Karnataka,Koratagere,13.522,77.2373,South,Tier 3,0.2,False
C01275,Karnataka,Kotturu,14.82442,76.22005,South,Tier 3,0.2,False
C01276,Karnataka,Krishnarajpet,12.66621,76.4877,South,Tier 3,0.2,False
C01277,Karnataka,Kudachi,16.62784,74.85408,South,Tier 3,0.2,False
C01278,Karnataka,Kudligi,14.905,76.38527,South,Tier 3,0.2,False
C01279,Karnataka,Kumsi,14.05455,75.39992,South,Tier 3,0.2,False
C01280,Karnataka,Kumta,14.42853,74.4189,South,Tier 3,0.2,False
C01281,Karnataka,Kundgol,15.25612,75.24735,South,Tier 3,0.2,False
C01282,Karnataka,Kunigal,13.02319,77.02518,South,Tier 3,0.2,False
C01283,Karnataka,Kurgunta,17.19321,77.35772,South,Tier 3,0.2,False
C01284,Karnataka,Kushalnagar,12.45795,75.95904,South,Tier 3,0.2,False
C01285,Karnataka,Kushtagi,15.75623,76.19112,South,Tier 3,0.2,False
C01286,Karnataka,Lakshmeshwar,15.12689,75.46935,South,Tier 3,0.2,False
C01287,Karnataka,Lingsugur,16.15876,76.52174,South,Tier 3,0.2,False
C01288,Karnataka,Londa,15.46907,74.51906,South,Tier 3,0.2,False
C01289,Karnataka,Maddagiri,13.66035,77.21239,South,Tier 3,0.2,False
C01290,Karnataka,Maddur,12.58283,77.04294,South,Tier 3,0.2,False
C01291,Karnataka,Madikeri,12.42602,75.7382,South,Tier 3,0.2,False
C01292,Karnataka,Magadi,12.95706,77.22374,South,Tier 3,0.2,False
C01293,Karnataka,Mahalingpur,16.3888,75.10873,South,Tier 3,0.2,False
C01294,Karnataka,Malavalli,12.38556,77.06045,South,Tier 3,0.2,False
C01295,Karnataka,Malpe,13.34962,74.70394,South,Tier 3,0.2,False
C01296,Karnataka,Malur,13.00322,77.93798,South,Tier 3,0.2,False
C01297,Karnataka,Mandya,12.5223,76.89746,South,Tier 3,0.2,False
C01298,Karnataka,Mangaluru,12.91723,74.85603,South,Tier 3,0.2,False
C01299,Karnataka,Manipal,13.35,74.78333,South,Tier 3,0.2,False
C01300,Karnataka,Manvi,15.99126,77.05034,South,Tier 3,0.2,False
C01301,Karnataka,Mayakonda,14.28894,76.08305,South,Tier 3,0.2,False
C01302,Karnataka,Melukote,12.66258,76.64861,South,Tier 3,0.2,False
C01303,Karnataka,Mudbidri,13.06653,74.99525,South,Tier 3,0.2,False
C01304,Karnataka,Muddebihal,16.33782,76.13173,South,Tier 3,0.2,False
C01305,Karnataka,Mudgal,16.01191,76.44203,South,Tier 3,0.2,False
C01306,Karnataka,Mudgere,13.13353,75.6416,South,Tier 3,0.2,False
C01307,Karnataka,Mudhol,16.33354,75.28305,South,Tier 3,0.2,False
C01308,Karnataka,Mulbagal,13.16352,78.39346,South,Tier 3,0.2,False
C01309,Karnataka,Mulgund,15.2807,75.52132,South,Tier 3,0.2,False
C01310,Karnataka,Mulki,13.09101,74.79353,South,Tier 3,0.2,False
C01311,Karnataka,Mundargi,15.20677,75.8839,South,Tier 3,0.2,False
C01312,Karnataka,Mundgod,14.97144,75.03658,South,Tier 3,0.2,False
C01313,Karnataka,Munirabad,15.30928,76.3383,South,Tier 3,0.2,False
C01314,Karnataka,Murudeshwara,14.0943,74.4845,South,Tier 3,0.2,False
C01315,Karnataka,Mysuru,12.23,76.42,South,Tier 2,0.6,False
C01316,Karnataka,Nagamangala,12.81939,76.75456,South,Tier 3,0.2,False
C01317,Karnataka,Nanjangud,12.11764,76.68397,South,Tier 3,0.2,False
