shipment_id,order_id,warehouse_id,warehouse_code,destination_city,sku_id,sku_code,shipment_quantity,dispatch_date,estimated_delivery,shipment_status
SHP003101,ORD003101,WH002,NAG_NH,Kunnumma,SKU0023,FMC011,43,2025-03-09,2025-03-14,Delivered
SHP003102,ORD003102,WH001,MUM_NH,Rajnagar,SKU0002,ELE002,47,2025-01-12,2025-01-16,Delivered
SHP003103,ORD003103,WH005,BLR_RDC,Nagapattinam,SKU0054,HEA006,11,2025-07-01,2025-07-06,Delivered
SHP003104,ORD003104,WH004,AMD_RDC,Patiala,SKU0009,ELE009,2,2025-09-25,2025-09-28,Delivered
SHP003105,ORD003105,WH002,NAG_NH,Partapur,SKU0066,AUT009,4,2025-03-23,2025-03-27,Delivered
SHP003106,ORD003106,WH007,MAA_RDC,Gobichettipalayam,SKU0046,APP010,15,2025-05-30,2025-06-06,Delivered
SHP003107,ORD003107,WH004,AMD_RDC,Gajuwaka,SKU0039,APP003,27,2025-04-22,2025-04-23,Delivered
SHP003108,ORD003108,WH006,HYD_RDC,Isagarh,SKU0026,GRO002,2,2025-01-20,2025-01-21,Delivered
SHP003109,ORD003109,WH006,HYD_RDC,Fatehpur Chaurasi,SKU0054,HEA006,1,2025-09-14,2025-09-18,Delivered
SHP003110,ORD003110,WH004,AMD_RDC,Kapurthala,SKU0043,APP007,11,2025-05-27,2025-06-01,Delivered
SHP003111,ORD003111,WH002,NAG_NH,Chiplun,SKU0037,APP001,32,2025-01-18,2025-01-19,Delivered
SHP003112,ORD003112,WH003,DEL_RDC,Rahon,SKU0027,GRO003,105,2025-07-13,2025-07-16,Delivered
SHP003113,ORD003113,WH003,DEL_RDC,Parvatipuram,SKU0061,AUT004,27,2025-05-19,2025-05-26,Delivered
SHP003114,ORD003114,WH001,MUM_NH,Puduvayal,SKU0070,HOM004,33,2025-12-27,2026-01-01,In Transit
SHP003115,ORD003115,WH008,CCU_RDC,Jhalu,SKU0044,APP008,35,2025-11-06,2025-11-11,Delivered
SHP003116,ORD003116,WH004,AMD_RDC,Mahisa,SKU0052,HEA004,38,2025-07-22,2025-07-25,Delivered
SHP003117,ORD003117,WH004,AMD_RDC,Gurh,SKU0037,APP001,51,2025-06-16,2025-06-22,Delivered
SHP003118,ORD003118,WH001,MUM_NH,Deoni,SKU0070,HOM004,2,2025-06-05,2025-06-08,Delivered
SHP003119,ORD003119,WH001,MUM_NH,Ghiror,SKU0075,HOM009,7,2025-05-17,2025-05-21,Delivered
SHP003120,ORD003120,WH001,MUM_NH,Kinwat,SKU0021,FMC009,97,2025-06-01,2025-06-08,Delivered
SHP003121,ORD003121,WH007,MAA_RDC,Shimoga,SKU0049,HEA001,27,2025-10-15,2025-10-19,Delivered
SHP003122,ORD003122,WH006,HYD_RDC,Kota,SKU0059,AUT002,8,2025-07-17,2025-07-24,Delivered
SHP003123,ORD003123,WH008,CCU_RDC,"Kalamb, Osmanabad",SKU0034,GRO010,51,2025-07-11,2025-07-13,Delivered
SHP003124,ORD003124,WH001,MUM_NH,Siddhpur,SKU0049,HEA001,58,2025-04-27,2025-05-01,Delivered
SHP003125,ORD003125,WH008,CCU_RDC,Hingoli,SKU0044,APP008,15,2025-08-19,2025-08-22,Delivered
SHP003126,ORD003126,WH008,CCU_RDC,Sathankulam,SKU0042,APP006,7,2025-11-27,2025-12-04,Delivered
SHP003127,ORD003127,WH006,HYD_RDC,Araul,SKU0021,FMC009,11,2025-02-20,2025-02-27,Delivered
SHP003128,ORD003128,WH008,CCU_RDC,Rudauli,SKU0004,ELE004,8,2025-10-31,2025-11-05,Delivered
SHP003129,ORD003129,WH001,MUM_NH,Renukut,SKU0023,FMC011,104,2025-11-12,2025-11-15,Delivered
SHP003130,ORD003130,WH006,HYD_RDC,Jejuri,SKU0002,ELE002,15,2025-02-01,2025-02-05,Delivered
SHP003131,ORD003131,WH005,BLR_RDC,Bannur,SKU0046,APP010,20,2025-06-24,2025-07-01,Delivered
SHP003132,ORD003132,WH001,MUM_NH,Silchar,SKU0037,APP001,89,2025-10-18,2025-10-21,Delivered
SHP003133,ORD003133,WH008,CCU_RDC,Margherita,SKU0066,AUT009,9,2025-12-21,2025-12-22,Delivered
SHP003134,ORD003134,WH005,BLR_RDC,Sojitra,SKU0053,HEA005,16,2025-10-07,2025-10-13,Delivered
SHP003135,ORD003135,WH003,DEL_RDC,Palasbari,SKU0034,GRO010,31,2025-06-16,2025-06-18,Delivered
SHP003136,ORD003136,WH006,HYD_RDC,Chodavaram,SKU0025,GRO001,66,2025-10-14,2025-10-19,Delivered
SHP003137,ORD003137,WH002,NAG_NH,Chhata,SKU0052,HEA004,5,2025-07-12,2025-07-13,Delivered
SHP003138,ORD003138,WH002,NAG_NH,Mahe,SKU0017,FMC005,6,2025-09-25,2025-10-01,Delivered
SHP003139,ORD003139,WH004,AMD_RDC,Katol,SKU0039,APP003,29,2025-02-28,2025-03-06,Delivered
SHP003140,ORD003140,WH003,DEL_RDC,Rawatbhata,SKU0065,AUT008,11,2025-11-19,2025-11-22,Delivered
SHP003141,ORD003141,WH001,MUM_NH,Lakshmeshwar,SKU0054,HEA006,48,2025-10-09,2025-10-15,Delivered
SHP003142,ORD003142,WH003,DEL_RDC,Titron,SKU0044,APP008,5,2025-03-04,2025-03-11,Delivered
SHP003143,ORD003143,WH003,DEL_RDC,Chandrakona,SKU0045,APP009,11,2025-05-19,2025-05-23,Delivered
SHP003144,ORD003144,WH003,DEL_RDC,Kamptee,SKU0063,AUT006,12,2025-10-16,2025-10-23,Delivered
SHP003145,ORD003145,WH003,DEL_RDC,West Garo Hills,SKU0071,HOM005,10,2025-09-26,2025-10-03,Delivered
SHP003146,ORD003146,WH002,NAG_NH,Karol Bagh,SKU0013,FMC001,96,2025-09-25,2025-09-28,Delivered
SHP003147,ORD003147,WH002,NAG_NH,Tirunelveli,SKU0056,HEA008,8,2025-04-18,2025-04-19,Delivered
SHP003148,ORD003148,WH004,AMD_RDC,Jagadhri,SKU0015,FMC003,110,2025-03-13,2025-03-18,Delivered
SHP003149,ORD003149,WH008,CCU_RDC,Purwa,SKU0049,HEA001,31,2025-01-07,2025-01-13,Delivered
SHP003150,ORD003150,WH006,HYD_RDC,Hiriyur,SKU0035,GRO011,10,2025-08-30,2025-09-03,Delivered
SHP003151,ORD003151,WH008,CCU_RDC,Firozpur Jhirka,SKU0002,ELE002,13,2025-04-13,2025-04-18,Delivered
SHP003152,ORD003152,WH005,BLR_RDC,Nardana,SKU0055,HEA007,15,2025-06-21,2025-06-26,Delivered
SHP003153,ORD003153,WH004,AMD_RDC,Reoti,SKU0037,APP001,30,2025-11-02,2025-11-07,Delivered
SHP003154,ORD003154,WH005,BLR_RDC,Dhaka,SKU0070,HOM004,21,2025-10-14,2025-10-21,Delivered
SHP003155,ORD003155,WH002,NAG_NH,Garhwa,SKU0034,GRO010,2,2025-04-10,2025-04-13,Delivered
SHP003156,ORD003156,WH006,HYD_RDC,Pauni,SKU0037,APP001,38,2025-06-08,2025-06-13,Delivered
SHP003157,ORD003157,WH004,AMD_RDC,Sunam,SKU0030,GRO006,33,2025-10-16,2025-10-17,Delivered
SHP003158,ORD003158,WH008,CCU_RDC,Diglur,SKU0065,AUT008,7,2025-02-11,2025-02-16,Delivered
SHP003159,ORD003159,WH002,NAG_NH,Raghudebbati,SKU0030,GRO006,28,2025-05-24,2025-05-28,Delivered
SHP003160,ORD003160,WH004,AMD_RDC,Khaga,SKU0031,GRO007,7,2025-03-07,2025-03-13,Delivered
SHP003161,ORD003161,WH008,CCU_RDC,Ramjibanpur,SKU0074,HOM008,25,2025-06-21,2025-06-22,Delivered
SHP003162,ORD003162,WH007,MAA_RDC,Lalsot,SKU0062,AUT005,20,2025-05-22,2025-05-24,Delivered
SHP003163,ORD003163,WH001,MUM_NH,Dohrighat,SKU0007,ELE007,7,2025-03-30,2025-04-06,Delivered
SHP003164,ORD003164,WH003,DEL_RDC,Bihariganj,SKU0063,AUT006,3,2025-11-13,2025-11-17,Delivered
SHP003165,ORD003165,WH006,HYD_RDC,Arambol,SKU0009,ELE009,16,2025-01-02,2025-01-06,Delivered
SHP003166,ORD003166,WH001,MUM_NH,Patiram,SKU0018,FMC006,18,2025-09-21,2025-09-25,Delivered
SHP003167,ORD003167,WH007,MAA_RDC,North Goa,SKU0047,APP011,16,2025-06-18,2025-06-23,Delivered
SHP003168,ORD003168,WH001,MUM_NH,Uttarkashi,SKU0022,FMC010,62,2025-10-16,2025-10-21,Delivered
SHP003169,ORD003169,WH007,MAA_RDC,Srinagar,SKU0024,FMC012,91,2025-09-01,2025-09-08,Delivered
SHP003170,ORD003170,WH001,MUM_NH,Gir Somnath,SKU0020,FMC008,41,2025-09-29,2025-10-03,Delivered
SHP003171,ORD003171,WH008,CCU_RDC,Dharmadam,SKU0010,ELE010,6,2025-11-23,2025-11-24,Delivered
SHP003172,ORD003172,WH002,NAG_NH,Soro,SKU0020,FMC008,56,2025-10-16,2025-10-23,Delivered
SHP003173,ORD003173,WH003,DEL_RDC,Kottaiyur,SKU0066,AUT009,9,2025-12-19,2025-12-23,Delivered
SHP003174,ORD003174,WH001,MUM_NH,Sasni,SKU0020,FMC008,84,2025-06-28,2025-07-03,Delivered
SHP003175,ORD003175,WH008,CCU_RDC,Basavakalyan,SKU0027,GRO003,60,2025-12-12,2025-12-13,Delivered
SHP003176,ORD003176,WH008,CCU_RDC,Rajaldesar,SKU0025,GRO001,28,2025-11-13,2025-11-17,Delivered
SHP003177,ORD003177,WH001,MUM_NH,Bhojpur Dharampur,SKU0004,ELE004,24,2025-04-04,2025-04-11,Delivered
SHP003178,ORD003178,WH001,MUM_NH,Barjora,SKU0039,APP003,47,2025-09-27,2025-10-02,Delivered
SHP003179,ORD003179,WH006,HYD_RDC,Panhala,SKU0004,ELE004,10,2025-06-18,2025-06-25,Delivered
SHP003180,ORD003180,WH008,CCU_RDC,Perungudi,SKU0069,HOM003,1,2025-11-09,2025-11-12,Delivered
SHP003181,ORD003181,WH008,CCU_RDC,Khedoi,SKU0053,HEA005,9,2025-11-25,2025-11-30,Delivered
SHP003182,ORD003182,WH008,CCU_RDC,Gua,SKU0072,HOM006,23,2025-12-27,2025-12-30,Delivered
SHP003183,ORD003183,WH008,CCU_RDC,Taklibhan,SKU0010,ELE010,2,2025-10-21,2025-10-23,Delivered
SHP003184,ORD003184,WH002,NAG_NH,Tumakuru,SKU0067,HOM001,39,2025-11-21,2025-11-26,Delivered
SHP003185,ORD003185,WH007,MAA_RDC,Peravurani,SKU0010,ELE010,16,2025-11-29,2025-12-04,Delivered
SHP003186,ORD003186,WH002,NAG_NH,Periyanayakkanpalaiyam,SKU0046,APP010,24,2025-01-15,2025-01-16,Delivered
SHP003187,ORD003187,WH006,HYD_RDC,Singapur,SKU0044,APP008,23,2025-04-01,2025-04-05,Delivered
SHP003188,ORD003188,WH001,MUM_NH,Barnala,SKU0065,AUT008,8,2025-01-29,2025-01-30,Delivered
SHP003189,ORD003189,WH008,CCU_RDC,Aliganj,SKU0022,FMC010,8,2025-06-12,2025-06-19,Delivered
SHP003190,ORD003190,WH001,MUM_NH,Chatra,SKU0040,APP004,13,2025-12-03,2025-12-04,Delivered
SHP003191,ORD003191,WH008,CCU_RDC,Kathor,SKU0067,HOM001,6,2025-12-13,2025-12-14,Delivered
SHP003192,ORD003192,WH003,DEL_RDC,Kutch District,SKU0002,ELE002,5,2025-07-07,2025-07-10,Delivered
SHP003193,ORD003193,WH008,CCU_RDC,Ottappalam,SKU0069,HOM003,26,2025-08-03,2025-08-04,Delivered
SHP003194,ORD003194,WH004,AMD_RDC,Chandausi,SKU0007,ELE007,3,2025-04-11,2025-04-17,Delivered
SHP003195,ORD003195,WH002,NAG_NH,Jagdalpur,SKU0014,FMC002,35,2025-02-12,2025-02-19,Delivered
SHP003196,ORD003196,WH007,MAA_RDC,Nagla,SKU0049,HEA001,18,2025-11-10,2025-11-12,Delivered
SHP003197,ORD003197,WH008,CCU_RDC,Kali(Dk),SKU0075,HOM009,14,2025-04-01,2025-04-03,Delivered
SHP003198,ORD003198,WH002,NAG_NH,Sri Madhopur,SKU0046,APP010,20,2025-05-21,2025-05-27,Delivered
SHP003199,ORD003199,WH001,MUM_NH,West Siang,SKU0006,ELE006,22,2025-08-28,2025-08-30,Delivered
SHP003200,ORD003200,WH001,MUM_NH,Malad,SKU0038,APP002,37,2025-08-26,2025-08-30,Delivered
SHP003201,ORD003201,WH002,NAG_NH,Bikaner,SKU0055,HEA007,12,2025-02-14,2025-02-18,Delivered
SHP003202,ORD003202,WH002,NAG_NH,Chodavaram,SKU0075,HOM009,41,2025-01-11,2025-01-17,Delivered
SHP003203,ORD003203,WH008,CCU_RDC,Tal,SKU0074,HOM008,24,2025-08-24,2025-08-26,Delivered
SHP003204,ORD003204,WH001,MUM_NH,Nawanshahr,SKU0004,ELE004,20,2025-12-16,2025-12-20,Delivered
SHP003205,ORD003205,WH008,CCU_RDC,East Khasi Hills,SKU0042,APP006,49,2025-03-11,2025-03-15,Delivered
SHP003206,ORD003206,WH005,BLR_RDC,Bijni,SKU0050,HEA002,46,2025-05-27,2025-05-30,Delivered
SHP003207,ORD003207,WH005,BLR_RDC,Bewar,SKU0012,ELE012,21,2025-07-31,2025-08-06,Delivered
SHP003208,ORD003208,WH005,BLR_RDC,Purba Singhbhum,SKU0054,HEA006,29,2025-04-15,2025-04-21,Delivered
SHP003209,ORD003209,WH005,BLR_RDC,Kumbakonam,SKU0054,HEA006,23,2025-08-16,2025-08-21,Delivered
SHP003210,ORD003210,WH001,MUM_NH,Badagara,SKU0022,FMC010,91,2025-10-25,2025-10-29,Delivered
SHP003211,ORD003211,WH007,MAA_RDC,Gursahaiganj,SKU0044,APP008,34,2025-08-20,2025-08-22,Delivered
SHP003212,ORD003212,WH005,BLR_RDC,Bharatpur,SKU0039,APP003,3,2025-10-27,2025-11-03,Delivered
SHP003213,ORD003213,WH003,DEL_RDC,Purwa,SKU0070,HOM004,37,2025-04-20,2025-04-26,Delivered
SHP003214,ORD003214,WH003,DEL_RDC,Mandapeta,SKU0021,FMC009,83,2025-12-18,2025-12-23,Delivered
SHP003215,ORD003215,WH006,HYD_RDC,Jafarpur,SKU0023,FMC011,23,2025-09-16,2025-09-17,Delivered
SHP003216,ORD003216,WH004,AMD_RDC,Pippara,SKU0043,APP007,6,2025-09-22,2025-09-25,Delivered
SHP003217,ORD003217,WH002,NAG_NH,Bhor,SKU0046,APP010,30,2025-05-15,2025-05-21,Delivered
SHP003218,ORD003218,WH001,MUM_NH,Vepagunta,SKU0009,ELE009,41,2025-04-06,2025-04-10,Delivered
SHP003219,ORD003219,WH002,NAG_NH,Sardulgarh,SKU0070,HOM004,21,2025-07-12,2025-07-19,Delivered
SHP003220,ORD003220,WH006,HYD_RDC,Vettavalam,SKU0058,AUT001,19,2025-01-19,2025-01-20,Delivered
SHP003221,ORD003221,WH006,HYD_RDC,Palmaner,SKU0002,ELE002,23,2025-01-07,2025-01-13,Delivered
SHP003222,ORD003222,WH001,MUM_NH,Nandnee,SKU0044,APP008,22,2025-06-24,2025-06-27,Delivered
SHP003223,ORD003223,WH004,AMD_RDC,Lalam,SKU0005,ELE005,23,2025-06-06,2025-06-11,Delivered
SHP003224,ORD003224,WH003,DEL_RDC,Panipat,SKU0072,HOM006,12,2025-01-13,2025-01-19,Delivered
SHP003225,ORD003225,WH007,MAA_RDC,Sidhauli,SKU0040,APP004,19,2025-10-23,2025-10-28,Delivered
SHP003226,ORD003226,WH001,MUM_NH,Belonia,SKU0020,FMC008,52,2025-09-01,2025-09-05,Delivered
SHP003227,ORD003227,WH007,MAA_RDC,Dongargaon,SKU0058,AUT001,24,2025-11-05,2025-11-10,Delivered
SHP003228,ORD003228,WH001,MUM_NH,Harbatpur,SKU0025,GRO001,52,2025-06-05,2025-06-08,Delivered
SHP003229,ORD003229,WH004,AMD_RDC,Behror,SKU0001,ELE001,4,2025-08-06,2025-08-07,Delivered
SHP003230,ORD003230,WH001,MUM_NH,Basni,SKU0010,ELE010,26,2025-11-01,2025-11-07,Delivered
SHP003231,ORD003231,WH005,BLR_RDC,Katni,SKU0069,HOM003,6,2025-06-03,2025-06-04,Delivered
SHP003232,ORD003232,WH005,BLR_RDC,Mamit,SKU0032,GRO008,26,2025-10-18,2025-10-25,Delivered
SHP003233,ORD003233,WH005,BLR_RDC,Amtala,SKU0045,APP009,22,2025-01-30,2025-02-06,Delivered
SHP003234,ORD003234,WH007,MAA_RDC,Buriya,SKU0025,GRO001,103,2025-06-27,2025-07-03,Delivered
SHP003235,ORD003235,WH006,HYD_RDC,Dabra,SKU0051,HEA003,30,2025-01-02,2025-01-07,Delivered
SHP003236,ORD003236,WH003,DEL_RDC,Karmala,SKU0066,AUT009,6,2025-06-05,2025-06-08,Delivered
SHP003237,ORD003237,WH007,MAA_RDC,Hubballi,SKU0046,APP010,16,2025-04-15,2025-04-21,Delivered
SHP003238,ORD003238,WH005,BLR_RDC,Zaidpur,SKU0070,HOM004,8,2025-03-22,2025-03-26,Delivered
SHP003239,ORD003239,WH004,AMD_RDC,Jamalpur,SKU0035,GRO011,1,2025-09-03,2025-09-06,Delivered
SHP003240,ORD003240,WH008,CCU_RDC,Sompeta,SKU0056,HEA008,31,2025-10-10,2025-10-15,Delivered
SHP003241,ORD003241,WH006,HYD_RDC,Barnala,SKU0009,ELE009,7,2025-09-01,2025-09-05,Delivered
SHP003242,ORD003242,WH006,HYD_RDC,Talbid,SKU0071,HOM005,2,2025-02-21,2025-02-24,Delivered
SHP003243,ORD003243,WH004,AMD_RDC,Charkhari,SKU0018,FMC006,18,2025-07-24,2025-07-27,Delivered
SHP003244,ORD003244,WH008,CCU_RDC,Gahmar,SKU0041,APP005,28,2025-11-04,2025-11-10,Delivered
SHP003245,ORD003245,WH001,MUM_NH,Aurad,SKU0016,FMC004,89,2025-09-10,2025-09-12,Delivered
SHP003246,ORD003246,WH006,HYD_RDC,Kunnamangalam,SKU0075,HOM009,1,2025-04-24,2025-05-01,Delivered
SHP003247,ORD003247,WH008,CCU_RDC,Beniganj,SKU0043,APP007,12,2025-07-07,2025-07-13,Delivered
SHP003248,ORD003248,WH007,MAA_RDC,Vandalur,SKU0067,HOM001,40,2025-11-05,2025-11-12,Delivered
SHP003249,ORD003249,WH004,AMD_RDC,Saurikh,SKU0009,ELE009,8,2025-03-14,2025-03-18,Delivered
SHP003250,ORD003250,WH008,CCU_RDC,Nangal,SKU0029,GRO005,28,2025-06-05,2025-06-12,Delivered
SHP003251,ORD003251,WH005,BLR_RDC,Erraguntla,SKU0014,FMC002,50,2025-12-02,2025-12-05,Delivered
SHP003252,ORD003252,WH008,CCU_RDC,Habra,SKU0019,FMC007,37,2025-06-09,2025-06-11,Delivered
SHP003253,ORD003253,WH003,DEL_RDC,Islampur,SKU0048,APP012,3,2025-05-16,2025-05-20,Delivered
SHP003254,ORD003254,WH008,CCU_RDC,Pural,SKU0053,HEA005,13,2025-12-16,2025-12-20,Delivered
SHP003255,ORD003255,WH003,DEL_RDC,Razampeta,SKU0037,APP001,11,2025-06-27,2025-06-28,Delivered
SHP003256,ORD003256,WH001,MUM_NH,Vallam,SKU0041,APP005,7,2025-01-08,2025-01-13,Delivered
SHP003257,ORD003257,WH007,MAA_RDC,Nadia District,SKU0016,FMC004,74,2025-09-18,2025-09-20,Delivered
SHP003258,ORD003258,WH008,CCU_RDC,Cumbum,SKU0033,GRO009,2,2025-09-07,2025-09-08,Delivered
SHP003259,ORD003259,WH003,DEL_RDC,Sihor,SKU0045,APP009,7,2025-01-28,2025-02-01,Delivered
SHP003260,ORD003260,WH007,MAA_RDC,Lalganj,SKU0025,GRO001,95,2025-11-21,2025-11-24,Delivered
SHP003261,ORD003261,WH003,DEL_RDC,Dongargaon,SKU0059,AUT002,17,2025-07-12,2025-07-14,Delivered
SHP003262,ORD003262,WH001,MUM_NH,Bhainsdehi,SKU0038,APP002,55,2025-10-01,2025-10-07,Delivered
SHP003263,ORD003263,WH005,BLR_RDC,Morena,SKU0061,AUT004,14,2025-10-01,2025-10-03,Delivered
SHP003264,ORD003264,WH002,NAG_NH,Virarajendrapet,SKU0068,HOM002,10,2025-01-06,2025-01-07,Delivered
SHP003265,ORD003265,WH006,HYD_RDC,Satwas,SKU0019,FMC007,34,2025-04-14,2025-04-20,Delivered
SHP003266,ORD003266,WH007,MAA_RDC,Asarganj,SKU0013,FMC001,59,2025-08-11,2025-08-15,Delivered
SHP003267,ORD003267,WH008,CCU_RDC,Ottappalam,SKU0044,APP008,3,2025-03-06,2025-03-12,Delivered
SHP003268,ORD003268,WH001,MUM_NH,Bhatapara,SKU0042,APP006,7,2025-11-04,2025-11-10,Delivered
SHP003269,ORD003269,WH006,HYD_RDC,Mathura,SKU0009,ELE009,14,2025-06-23,2025-06-26,Delivered
SHP003270,ORD003270,WH004,AMD_RDC,Bhiwandi,SKU0071,HOM005,18,2025-05-19,2025-05-26,Delivered
SHP003271,ORD003271,WH002,NAG_NH,Mandapam,SKU0074,HOM008,27,2025-01-09,2025-01-13,Delivered
SHP003272,ORD003272,WH002,NAG_NH,Chikhli (Jalna),SKU0074,HOM008,41,2025-01-21,2025-01-26,Delivered
SHP003273,ORD003273,WH002,NAG_NH,Bishnupur,SKU0036,GRO012,5,2025-10-02,2025-10-09,Delivered
SHP003274,ORD003274,WH003,DEL_RDC,Vizianagaram District,SKU0008,ELE008,3,2025-10-01,2025-10-04,Delivered
SHP003275,ORD003275,WH007,MAA_RDC,Khachrod,SKU0009,ELE009,5,2025-11-21,2025-11-25,Delivered
SHP003276,ORD003276,WH003,DEL_RDC,Bhubaneshwar,SKU0020,FMC008,45,2025-08-23,2025-08-28,Delivered
SHP003277,ORD003277,WH008,CCU_RDC,Manihari,SKU0025,GRO001,68,2025-10-19,2025-10-23,Delivered
SHP003278,ORD003278,WH006,HYD_RDC,"Jarod,",SKU0067,HOM001,6,2025-07-10,2025-07-17,Delivered
SHP003279,ORD003279,WH008,CCU_RDC,Sikandra Rao,SKU0031,GRO007,47,2025-11-25,2025-11-30,Delivered
SHP003280,ORD003280,WH008,CCU_RDC,Mohanur,SKU0064,AUT007,2,2025-06-23,2025-06-24,Delivered
SHP003281,ORD003281,WH007,MAA_RDC,Gho Brahmanan De,SKU0004,ELE004,14,2025-07-25,2025-07-28,Delivered
SHP003282,ORD003282,WH001,MUM_NH,Vinchhiya,SKU0040,APP004,17,2025-12-02,2025-12-06,Delivered
SHP003283,ORD003283,WH002,NAG_NH,Telhara,SKU0003,ELE003,26,2025-04-09,2025-04-14,Delivered
SHP003284,ORD003284,WH007,MAA_RDC,East District,SKU0055,HEA007,33,2025-10-06,2025-10-07,Delivered
SHP003285,ORD003285,WH003,DEL_RDC,Vaijapur,SKU0069,HOM003,24,2025-10-22,2025-10-29,Delivered
SHP003286,ORD003286,WH002,NAG_NH,Sonvad,SKU0046,APP010,18,2025-12-20,2025-12-23,Delivered
SHP003287,ORD003287,WH005,BLR_RDC,Mahim,SKU0031,GRO007,43,2025-01-24,2025-01-29,Delivered
SHP003288,ORD003288,WH006,HYD_RDC,Rampachodavaram,SKU0019,FMC007,37,2025-05-21,2025-05-26,Delivered
SHP003289,ORD003289,WH005,BLR_RDC,Kharhial,SKU0034,GRO010,1,2025-08-02,2025-08-05,Delivered
SHP003290,ORD003290,WH005,BLR_RDC,Wardha,SKU0003,ELE003,9,2025-08-26,2025-08-27,Delivered
SHP003291,ORD003291,WH005,BLR_RDC,Jhinjhana,SKU0012,ELE012,7,2025-04-25,2025-05-01,Delivered
SHP003292,ORD003292,WH001,MUM_NH,Reotipur,SKU0017,FMC005,42,2025-04-24,2025-04-27,Delivered
SHP003293,ORD003293,WH002,NAG_NH,Secunderabad,SKU0059,AUT002,24,2026-01-02,2026-01-07,Ready
SHP003294,ORD003294,WH008,CCU_RDC,Kodala,SKU0063,AUT006,14,2025-11-23,2025-11-30,Delivered
SHP003295,ORD003295,WH008,CCU_RDC,Singrauli,SKU0027,GRO003,50,2025-09-02,2025-09-09,Delivered
SHP003296,ORD003296,WH001,MUM_NH,Bidhuna,SKU0072,HOM006,22,2025-06-13,2025-06-17,Delivered
SHP003297,ORD003297,WH005,BLR_RDC,Dhoraji,SKU0036,GRO012,30,2025-09-15,2025-09-18,Delivered
SHP003298,ORD003298,WH001,MUM_NH,Peddapalli,SKU0035,GRO011,22,2025-12-11,2025-12-18,Delivered
SHP003299,ORD003299,WH008,CCU_RDC,Atrauli,SKU0062,AUT005,1,2025-12-07,2025-12-14,Delivered
SHP003300,ORD003300,WH006,HYD_RDC,Nayagarh,SKU0003,ELE003,16,2025-10-15,2025-10-21,Delivered
SHP003301,ORD003301,WH008,CCU_RDC,Nathdwara,SKU0012,ELE012,34,2025-07-11,2025-07-18,Delivered
SHP003302,ORD003302,WH007,MAA_RDC,Chikkamagaluru,SKU0018,FMC006,4,2025-12-14,2025-12-19,Delivered
SHP003303,ORD003303,WH002,NAG_NH,Porsa,SKU0064,AUT007,6,2025-11-17,2025-11-24,Delivered
SHP003304,ORD003304,WH003,DEL_RDC,Alanganallur,SKU0008,ELE008,14,2025-01-13,2025-01-18,Delivered
SHP003305,ORD003305,WH002,NAG_NH,Umaria District,SKU0074,HOM008,32,2025-05-03,2025-05-10,Delivered
SHP003306,ORD003306,WH005,BLR_RDC,Sarupathar,SKU0037,APP001,25,2025-11-09,2025-11-14,Delivered
SHP003307,ORD003307,WH002,NAG_NH,Kothapet,SKU0042,APP006,28,2025-04-19,2025-04-26,Delivered
SHP003308,ORD003308,WH001,MUM_NH,Baragarh,SKU0010,ELE010,12,2025-03-25,2025-03-31,Delivered
SHP003309,ORD003309,WH003,DEL_RDC,Ballarpur,SKU0062,AUT005,12,2025-04-24,2025-04-30,Delivered
SHP003310,ORD003310,WH001,MUM_NH,Chitapur,SKU0038,APP002,21,2025-07-06,2025-07-10,Delivered
SHP003311,ORD003311,WH008,CCU_RDC,Chidambaram,SKU0071,HOM005,15,2025-12-20,2025-12-21,Delivered
SHP003312,ORD003312,WH008,CCU_RDC,Daurala,SKU0029,GRO005,41,2025-09-17,2025-09-22,Delivered
SHP003313,ORD003313,WH005,BLR_RDC,Chikhli,SKU0046,APP010,15,2025-07-26,2025-07-27,Delivered
SHP003314,ORD003314,WH006,HYD_RDC,Ujhani,SKU0034,GRO010,37,2025-08-19,2025-08-22,Delivered
SHP003315,ORD003315,WH001,MUM_NH,Mukerian,SKU0067,HOM001,37,2025-01-03,2025-01-06,Delivered
SHP003316,ORD003316,WH007,MAA_RDC,Warud,SKU0012,ELE012,11,2025-04-01,2025-04-05,Delivered
SHP003317,ORD003317,WH002,NAG_NH,Uchalan,SKU0002,ELE002,38,2025-12-03,2025-12-09,Delivered
SHP003318,ORD003318,WH007,MAA_RDC,Dindigul,SKU0045,APP009,2,2025-11-23,2025-11-26,Delivered
SHP003319,ORD003319,WH003,DEL_RDC,Bandipura,SKU0018,FMC006,18,2025-11-10,2025-11-15,Delivered
SHP003320,ORD003320,WH004,AMD_RDC,Machilipatnam,SKU0039,APP003,39,2025-10-22,2025-10-26,Delivered
SHP003321,ORD003321,WH002,NAG_NH,Iklehra,SKU0014,FMC002,42,2025-11-09,2025-11-13,Delivered
SHP003322,ORD003322,WH007,MAA_RDC,Elayirampannai,SKU0067,HOM001,41,2025-09-01,2025-09-06,Delivered
SHP003323,ORD003323,WH004,AMD_RDC,Jasidih,SKU0070,HOM004,2,2025-11-05,2025-11-08,Delivered
SHP003324,ORD003324,WH006,HYD_RDC,Shrirangapattana,SKU0050,HEA002,5,2025-04-10,2025-04-15,Delivered
SHP003325,ORD003325,WH004,AMD_RDC,Jodhpur,SKU0030,GRO006,31,2025-04-02,2025-04-04,Delivered
