city_id,city,state,region,default_warehouse,backup_warehouse
C00971,Gagret,Himachal Pradesh,North,New Delhi,Nagpur
C00972,Ghumarwin,Himachal Pradesh,North,New Delhi,Nagpur
C00973,Hamirpur,Himachal Pradesh,North,New Delhi,Nagpur
C00974,Jawala Mukhi,Himachal Pradesh,North,New Delhi,Nagpur
C00975,Jogindarnagar,Himachal Pradesh,North,New Delhi,Nagpur
C00976,Jubbal,Himachal Pradesh,North,New Delhi,Nagpur
C00977,Jutogh,Himachal Pradesh,North,New Delhi,Nagpur
C00978,Kalka,Himachal Pradesh,North,New Delhi,Nagpur
C00979,Kangar,Himachal Pradesh,North,New Delhi,Nagpur
C00980,Kangra,Himachal Pradesh,North,New Delhi,Nagpur
C00981,Kasauli,Himachal Pradesh,North,New Delhi,Nagpur
C00982,Kinnaur,Himachal Pradesh,North,New Delhi,Nagpur
C00983,Kotkhai,Himachal Pradesh,North,New Delhi,Nagpur
C00984,Kotla,Himachal Pradesh,North,New Delhi,Nagpur
C00985,Kulu,Himachal Pradesh,North,New Delhi,Nagpur
C00986,Kyelang,Himachal Pradesh,North,New Delhi,Nagpur
C00987,Lahul And Spiti,Himachal Pradesh,North,New Delhi,Nagpur
C00988,Manali,Himachal Pradesh,North,New Delhi,Nagpur
C00989,Mandi,Himachal Pradesh,North,New Delhi,Nagpur
C00990,Nadaun,Himachal Pradesh,North,New Delhi,Nagpur
C00991,Nagar,Himachal Pradesh,North,New Delhi,Nagpur
C00992,Nagrota,Himachal Pradesh,North,New Delhi,Nagpur
C00993,Nahan,Himachal Pradesh,North,New Delhi,Nagpur
C00994,Nalagarh,Himachal Pradesh,North,New Delhi,Nagpur
C00995,Palampur,Himachal Pradesh,North,New Delhi,Nagpur
C00996,Pandoh,Himachal Pradesh,North,New Delhi,Nagpur
C00997,Paonta Sahib,Himachal Pradesh,North,New Delhi,Nagpur
C00998,Parwanoo,Himachal Pradesh,North,New Delhi,Nagpur
C00999,Rajgarh,Himachal Pradesh,North,New Delhi,Nagpur
C01000,Rampur,Himachal Pradesh,North,New Delhi,Nagpur
C01001,Rohru,Himachal Pradesh,North,New Delhi,Nagpur
C01002,Sabathu,Himachal Pradesh,North,New Delhi,Nagpur
C01003,Santokhgarh,Himachal Pradesh,North,New Delhi,Nagpur
C01004,Sarahan,Himachal Pradesh,North,New Delhi,Nagpur
C01005,Sarka Ghat,Himachal Pradesh,North,New Delhi,Nagpur
C01006,Seoni,Himachal Pradesh,North,New Delhi,Nagpur
C01007,Shimla,Himachal Pradesh,North,New Delhi,Nagpur
C01008,Sirmaur,Himachal Pradesh,North,New Delhi,Nagpur
C01009,Solan,Himachal Pradesh,North,New Delhi,Nagpur
C01010,Sundarnagar,Himachal Pradesh,North,New Delhi,Nagpur
C01011,Theog,Himachal Pradesh,North,New Delhi,Nagpur
C01012,Tira Sujanpur,Himachal Pradesh,North,New Delhi,Nagpur
C01013,Una,Himachal Pradesh,North,New Delhi,Nagpur
C01014,Yol,Himachal Pradesh,North,New Delhi,Nagpur
C01015,Akhnur,Jammu and Kashmir,North,New Delhi,Nagpur
C01016,Anantnag,Jammu and Kashmir,North,New Delhi,Nagpur
C01017,Awantipur,Jammu and Kashmir,North,New Delhi,Nagpur
C01018,Badgam,Jammu and Kashmir,North,New Delhi,Nagpur
C01019,Bandipore,Jammu and Kashmir,North,New Delhi,Nagpur
C01020,Bandipura,Jammu and Kashmir,North,New Delhi,Nagpur
C01021,Banihal,Jammu and Kashmir,North,New Delhi,Nagpur
C01022,Baramula,Jammu and Kashmir,North,New Delhi,Nagpur
C01023,Batoti,Jammu and Kashmir,North,New Delhi,Nagpur
C01024,Bhadarwah,Jammu and Kashmir,North,New Delhi,Nagpur
C01025,Bijbehara,Jammu and Kashmir,North,New Delhi,Nagpur
C01026,Bishnah,Jammu and Kashmir,North,New Delhi,Nagpur
C01027,Doda,Jammu and Kashmir,North,New Delhi,Nagpur
C01028,Gandarbal,Jammu and Kashmir,North,New Delhi,Nagpur
C01029,Ganderbal,Jammu and Kashmir,North,New Delhi,Nagpur
C01030,Gho Brahmanan De,Jammu and Kashmir,North,New Delhi,Nagpur
C01031,Hajan,Jammu and Kashmir,North,New Delhi,Nagpur
C01032,Hiranagar,Jammu and Kashmir,North,New Delhi,Nagpur
C01033,Jammu,Jammu and Kashmir,North,New Delhi,Nagpur
C01034,Jaurian,Jammu and Kashmir,North,New Delhi,Nagpur
C01035,Kathua,Jammu and Kashmir,North,New Delhi,Nagpur
C01036,Katra,Jammu and Kashmir,North,New Delhi,Nagpur
C01037,Khaur,Jammu and Kashmir,North,New Delhi,Nagpur
C01038,Kishtwar,Jammu and Kashmir,North,New Delhi,Nagpur
C01039,Kud,Jammu and Kashmir,North,New Delhi,Nagpur
C01040,Kulgam,Jammu and Kashmir,North,New Delhi,Nagpur
C01041,Kupwara,Jammu and Kashmir,North,New Delhi,Nagpur
C01042,Ladakh,Jammu and Kashmir,North,New Delhi,Nagpur
C01043,Magam,Jammu and Kashmir,North,New Delhi,Nagpur
C01044,Nawanshahr,Jammu and Kashmir,North,New Delhi,Nagpur
C01045,Noria,Jammu and Kashmir,North,New Delhi,Nagpur
C01046,Padam,Jammu and Kashmir,North,New Delhi,Nagpur
C01047,Pahlgam,Jammu and Kashmir,North,New Delhi,Nagpur
C01048,Parol,Jammu and Kashmir,North,New Delhi,Nagpur
C01049,Pattan,Jammu and Kashmir,North,New Delhi,Nagpur
C01050,Pulwama,Jammu and Kashmir,North,New Delhi,Nagpur
C01051,Punch,Jammu and Kashmir,North,New Delhi,Nagpur
C01052,Qazigund,Jammu and Kashmir,North,New Delhi,Nagpur
C01053,Rajaori,Jammu and Kashmir,North,New Delhi,Nagpur
C01054,Rajauri,Jammu and Kashmir,North,New Delhi,Nagpur
C01055,Ramban,Jammu and Kashmir,North,New Delhi,Nagpur
C01056,Ramgarh,Jammu and Kashmir,North,New Delhi,Nagpur
C01057,Ramnagar,Jammu and Kashmir,North,New Delhi,Nagpur
C01058,Riasi,Jammu and Kashmir,North,New Delhi,Nagpur
C01059,Samba,Jammu and Kashmir,North,New Delhi,Nagpur
C01060,Shupiyan,Jammu and Kashmir,North,New Delhi,Nagpur
C01061,Sopur,Jammu and Kashmir,North,New Delhi,Nagpur
C01062,Soyibug,Jammu and Kashmir,North,New Delhi,Nagpur
C01063,Srinagar,Jammu and Kashmir,North,New Delhi,Nagpur
C01064,Sumbal,Jammu and Kashmir,North,New Delhi,Nagpur
C01065,Thang,Jammu and Kashmir,North,New Delhi,Nagpur
C01066,Thanna Mandi,Jammu and Kashmir,North,New Delhi,Nagpur
C01067,Tral,Jammu and Kashmir,North,New Delhi,Nagpur
C01068,Tsrar Sharif,Jammu and Kashmir,North,New Delhi,Nagpur
C01069,Udhampur,Jammu and Kashmir,North,New Delhi,Nagpur
C01070,Uri,Jammu and Kashmir,North,New Delhi,Nagpur
C01071,Bagra,Jharkhand,East,Kolkata,Nagpur
C01072,Barka Kana,Jharkhand,East,Kolkata,Nagpur
C01073,Barki Saria,Jharkhand,East,Kolkata,Nagpur
C01074,Barwadih,Jharkhand,East,Kolkata,Nagpur
C01075,Bhojudih,Jharkhand,East,Kolkata,Nagpur
C01076,Bokaro,Jharkhand,East,Kolkata,Nagpur
C01077,Bundu,Jharkhand,East,Kolkata,Nagpur
C01078,Chaibasa,Jharkhand,East,Kolkata,Nagpur
C01079,Chakradharpur,Jharkhand,East,Kolkata,Nagpur
C01080,Chakulia,Jharkhand,East,Kolkata,Nagpur
C01081,Chandil,Jharkhand,East,Kolkata,Nagpur
C01082,Chas,Jharkhand,East,Kolkata,Nagpur
C01083,Chatra,Jharkhand,East,Kolkata,Nagpur
C01084,Chiria,Jharkhand,East,Kolkata,Nagpur
C01085,Daltonganj,Jharkhand,East,Kolkata,Nagpur
C01086,Deogarh,Jharkhand,East,Kolkata,Nagpur
C01087,Dhanbad,Jharkhand,East,Kolkata,Nagpur
C01088,Dhanwar,Jharkhand,East,Kolkata,Nagpur
C01089,Dugda,Jharkhand,East,Kolkata,Nagpur
C01090,Dumka,Jharkhand,East,Kolkata,Nagpur
C01091,Garhwa,Jharkhand,East,Kolkata,Nagpur
C01092,Ghatsila,Jharkhand,East,Kolkata,Nagpur
C01093,Giridih,Jharkhand,East,Kolkata,Nagpur
C01094,Gobindpur,Jharkhand,East,Kolkata,Nagpur
C01095,Godda,Jharkhand,East,Kolkata,Nagpur
C01096,Gomoh,Jharkhand,East,Kolkata,Nagpur
C01097,Gopinathpur,Jharkhand,East,Kolkata,Nagpur
C01098,Gua,Jharkhand,East,Kolkata,Nagpur
C01099,Gumia,Jharkhand,East,Kolkata,Nagpur
C01100,Gumla,Jharkhand,East,Kolkata,Nagpur
C01101,Hazaribag,Jharkhand,East,Kolkata,Nagpur
C01102,Hazaribagh,Jharkhand,East,Kolkata,Nagpur
C01103,Hesla,Jharkhand,East,Kolkata,Nagpur
C01104,Husainabad,Jharkhand,East,Kolkata,Nagpur
C01105,Jagannathpur,Jharkhand,East,Kolkata,Nagpur
C01106,Jamadoba,Jharkhand,East,Kolkata,Nagpur
C01107,Jamshedpur,Jharkhand,East,Kolkata,Nagpur
C01108,Jamtara,Jharkhand,East,Kolkata,Nagpur
C01109,Jasidih,Jharkhand,East,Kolkata,Nagpur
C01110,Jharia,Jharkhand,East,Kolkata,Nagpur
C01111,Jugsalai,Jharkhand,East,Kolkata,Nagpur
C01112,Jumri Tilaiya,Jharkhand,East,Kolkata,Nagpur
C01113,Kalikapur,Jharkhand,East,Kolkata,Nagpur
C01114,Kandra,Jharkhand,East,Kolkata,Nagpur
C01115,Kanke,Jharkhand,East,Kolkata,Nagpur
C01116,Katras,Jharkhand,East,Kolkata,Nagpur
C01117,Kenduadih,Jharkhand,East,Kolkata,Nagpur
C01118,Kharsawan,Jharkhand,East,Kolkata,Nagpur
C01119,Khunti,Jharkhand,East,Kolkata,Nagpur
C01120,Kodarma,Jharkhand,East,Kolkata,Nagpur
C01121,Kuju,Jharkhand,East,Kolkata,Nagpur
C01122,Latehar,Jharkhand,East,Kolkata,Nagpur
C01123,Lohardaga,Jharkhand,East,Kolkata,Nagpur
C01124,Madhupur,Jharkhand,East,Kolkata,Nagpur
C01125,Malkera,Jharkhand,East,Kolkata,Nagpur
C01126,Manoharpur,Jharkhand,East,Kolkata,Nagpur
C01127,Mugma,Jharkhand,East,Kolkata,Nagpur
C01128,Mushabani,Jharkhand,East,Kolkata,Nagpur
C01129,Neturhat,Jharkhand,East,Kolkata,Nagpur
C01130,Nirsa,Jharkhand,East,Kolkata,Nagpur
C01131,Noamundi,Jharkhand,East,Kolkata,Nagpur
C01132,Pakur,Jharkhand,East,Kolkata,Nagpur
C01133,Palamu,Jharkhand,East,Kolkata,Nagpur
C01134,Pashchim Singhbhum,Jharkhand,East,Kolkata,Nagpur
C01135,Patamda,Jharkhand,East,Kolkata,Nagpur
C01136,Pathardih,Jharkhand,East,Kolkata,Nagpur
C01137,Purba Singhbhum,Jharkhand,East,Kolkata,Nagpur
C01138,Ramgarh,Jharkhand,East,Kolkata,Nagpur
C01139,Ranchi,Jharkhand,East,Kolkata,Nagpur
C01140,Ray,Jharkhand,East,Kolkata,Nagpur
C01141,Sahibganj,Jharkhand,East,Kolkata,Nagpur
C01142,Saraikela,Jharkhand,East,Kolkata,Nagpur
C01143,Sarubera,Jharkhand,East,Kolkata,Nagpur
C01144,Sijua,Jharkhand,East,Kolkata,Nagpur
C01145,Simdega,Jharkhand,East,Kolkata,Nagpur
C01146,Sini,Jharkhand,East,Kolkata,Nagpur
C01147,Topchanchi,Jharkhand,East,Kolkata,Nagpur
C01148,Afzalpur,Karnataka,South,Bengaluru,Hyderabad
C01149,Ajjampur,Karnataka,South,Bengaluru,Hyderabad
C01150,Aland,Karnataka,South,Bengaluru,Hyderabad
C01151,Alnavar,Karnataka,South,Bengaluru,Hyderabad
C01152,Alur,Karnataka,South,Bengaluru,Hyderabad
C01153,Anekal,Karnataka,South,Bengaluru,Hyderabad
C01154,Ankola,Karnataka,South,Bengaluru,Hyderabad
C01155,Annigeri,Karnataka,South,Bengaluru,Hyderabad
C01156,Arkalgud,Karnataka,South,Bengaluru,Hyderabad
C01157,Arsikere,Karnataka,South,Bengaluru,Hyderabad
C01158,Athni,Karnataka,South,Bengaluru,Hyderabad
C01159,Aurad,Karnataka,South,Bengaluru,Hyderabad
C01160,Badami,Karnataka,South,Bengaluru,Hyderabad
C01161,Bagalkot,Karnataka,South,Bengaluru,Hyderabad
C01162,Bagepalli,Karnataka,South,Bengaluru,Hyderabad
C01163,Bail-Hongal,Karnataka,South,Bengaluru,Hyderabad
C01164,Ballari,Karnataka,South,Bengaluru,Hyderabad
C01165,Ballary,Karnataka,South,Bengaluru,Hyderabad
C01166,Banavar,Karnataka,South,Bengaluru,Hyderabad
C01167,Bangalore Rural,Karnataka,South,Bengaluru,Hyderabad
C01168,Bangalore Urban,Karnataka,South,Bengaluru,Hyderabad
C01169,Bangarapet,Karnataka,South,Bengaluru,Hyderabad
C01170,Bannur,Karnataka,South,Bengaluru,Hyderabad
C01171,Bantval,Karnataka,South,Bengaluru,Hyderabad
C01172,Basavakalyan,Karnataka,South,Bengaluru,Hyderabad
C01173,Basavana Bagevadi,Karnataka,South,Bengaluru,Hyderabad
C01174,Belagavi,Karnataka,South,Bengaluru,Hyderabad
C01175,Belluru,Karnataka,South,Bengaluru,Hyderabad
C01176,Beltangadi,Karnataka,South,Bengaluru,Hyderabad
C01177,Belur,Karnataka,South,Bengaluru,Hyderabad
C01178,Bengaluru,Karnataka,South,Bengaluru,Hyderabad
C01179,Bhadravati,Karnataka,South,Bengaluru,Hyderabad
C01180,Bhalki,Karnataka,South,Bengaluru,Hyderabad
C01181,Bhatkal,Karnataka,South,Bengaluru,Hyderabad
C01182,Bidar,Karnataka,South,Bengaluru,Hyderabad
C01183,Bilgi,Karnataka,South,Bengaluru,Hyderabad
C01184,Birur,Karnataka,South,Bengaluru,Hyderabad
C01185,Byadgi,Karnataka,South,Bengaluru,Hyderabad
C01186,Byndoor,Karnataka,South,Bengaluru,Hyderabad
C01187,Canacona,Karnataka,South,Bengaluru,Hyderabad
C01188,Challakere,Karnataka,South,Bengaluru,Hyderabad
C01189,Chamrajnagar,Karnataka,South,Bengaluru,Hyderabad
C01190,Channagiri,Karnataka,South,Bengaluru,Hyderabad
C01191,Channapatna,Karnataka,South,Bengaluru,Hyderabad
C01192,Channarayapatna,Karnataka,South,Bengaluru,Hyderabad
C01193,Chik Ballapur,Karnataka,South,Bengaluru,Hyderabad
C01194,Chikkaballapur,Karnataka,South,Bengaluru,Hyderabad
C01195,Chikkamagaluru,Karnataka,South,Bengaluru,Hyderabad
C01196,Chiknayakanhalli,Karnataka,South,Bengaluru,Hyderabad
C01197,Chikodi,Karnataka,South,Bengaluru,Hyderabad
C01198,Chincholi,Karnataka,South,Bengaluru,Hyderabad
C01199,Chintamani,Karnataka,South,Bengaluru,Hyderabad
C01200,Chitapur,Karnataka,South,Bengaluru,Hyderabad
C01201,Chitradurga,Karnataka,South,Bengaluru,Hyderabad
C01202,Closepet,Karnataka,South,Bengaluru,Hyderabad
C01203,Coondapoor,Karnataka,South,Bengaluru,Hyderabad
C01204,Dakshina Kannada,Karnataka,South,Bengaluru,Hyderabad
C01205,Dandeli,Karnataka,South,Bengaluru,Hyderabad
C01206,Davanagere,Karnataka,South,Bengaluru,Hyderabad
C01207,Devanhalli,Karnataka,South,Bengaluru,Hyderabad
C01208,Dharwad,Karnataka,South,Bengaluru,Hyderabad
C01209,Dod Ballapur,Karnataka,South,Bengaluru,Hyderabad
C01210,French Rocks,Karnataka,South,Bengaluru,Hyderabad
C01211,Gadag,Karnataka,South,Bengaluru,Hyderabad
C01212,Gadag-Betageri,Karnataka,South,Bengaluru,Hyderabad
C01213,Gajendragarh,Karnataka,South,Bengaluru,Hyderabad
C01214,Gangawati,Karnataka,South,Bengaluru,Hyderabad
C01215,Gangolli,Karnataka,South,Bengaluru,Hyderabad
C01216,Gokak,Karnataka,South,Bengaluru,Hyderabad
C01217,Gokarna,Karnataka,South,Bengaluru,Hyderabad
C01218,Goribidnur,Karnataka,South,Bengaluru,Hyderabad
C01219,Gorur,Karnataka,South,Bengaluru,Hyderabad
C01220,Gubbi,Karnataka,South,Bengaluru,Hyderabad
C01221,Gudibanda,Karnataka,South,Bengaluru,Hyderabad
C01222,Guledagudda,Karnataka,South,Bengaluru,Hyderabad
C01223,Gundlupēt,Karnataka,South,Bengaluru,Hyderabad
C01224,Gurmatkal,Karnataka,South,Bengaluru,Hyderabad
C01225,Hadagalli,Karnataka,South,Bengaluru,Hyderabad
C01226,Haliyal,Karnataka,South,Bengaluru,Hyderabad
C01227,Hampi,Karnataka,South,Bengaluru,Hyderabad
C01228,Hangal,Karnataka,South,Bengaluru,Hyderabad
C01229,Harihar,Karnataka,South,Bengaluru,Hyderabad
C01230,Harpanahalli,Karnataka,South,Bengaluru,Hyderabad
C01231,Hassan,Karnataka,South,Bengaluru,Hyderabad
C01232,Haveri,Karnataka,South,Bengaluru,Hyderabad
C01233,Heggadadevankote,Karnataka,South,Bengaluru,Hyderabad
C01234,Hirekerur,Karnataka,South,Bengaluru,Hyderabad
C01235,Hiriyur,Karnataka,South,Bengaluru,Hyderabad
C01236,Holalkere,Karnataka,South,Bengaluru,Hyderabad
C01237,Hole Narsipur,Karnataka,South,Bengaluru,Hyderabad
C01238,Homnabad,Karnataka,South,Bengaluru,Hyderabad
C01239,Honavar,Karnataka,South,Bengaluru,Hyderabad
C01240,Honnali,Karnataka,South,Bengaluru,Hyderabad
C01241,Hosanagara,Karnataka,South,Bengaluru,Hyderabad
C01242,Hosangadi,Karnataka,South,Bengaluru,Hyderabad
C01243,Hosdurga,Karnataka,South,Bengaluru,Hyderabad
C01244,Hoskote,Karnataka,South,Bengaluru,Hyderabad
C01245,Hospet,Karnataka,South,Bengaluru,Hyderabad
C01246,Hubballi,Karnataka,South,Bengaluru,Hyderabad
C01247,Hukeri,Karnataka,South,Bengaluru,Hyderabad
C01248,Hungund,Karnataka,South,Bengaluru,Hyderabad
C01249,Hunsur,Karnataka,South,Bengaluru,Hyderabad
C01250,Ilkal,Karnataka,South,Bengaluru,Hyderabad
C01251,Indi,Karnataka,South,Bengaluru,Hyderabad
C01252,Jagalur,Karnataka,South,Bengaluru,Hyderabad
C01253,Jamkhandi,Karnataka,South,Bengaluru,Hyderabad
C01254,Jevargi,Karnataka,South,Bengaluru,Hyderabad
C01255,Kadur,Karnataka,South,Bengaluru,Hyderabad
C01256,Kalaburgi,Karnataka,South,Bengaluru,Hyderabad
C01257,Kalghatgi,Karnataka,South,Bengaluru,Hyderabad
C01258,Kampli,Karnataka,South,Bengaluru,Hyderabad
C01259,Kankanhalli,Karnataka,South,Bengaluru,Hyderabad
C01260,Karkala,Karnataka,South,Bengaluru,Hyderabad
C01261,Karwar,Karnataka,South,Bengaluru,Hyderabad
C01262,Kavalur,Karnataka,South,Bengaluru,Hyderabad
C01263,Kerur,Karnataka,South,Bengaluru,Hyderabad
C01264,Khanapur,Karnataka,South,Bengaluru,Hyderabad
C01265,Kodagu,Karnataka,South,Bengaluru,Hyderabad
C01266,Kodigenahalli,Karnataka,South,Bengaluru,Hyderabad
C01267,Kodlipet,Karnataka,South,Bengaluru,Hyderabad
C01268,Kolar,Karnataka,South,Bengaluru,Hyderabad
C01269,Kollegal,Karnataka,South,Bengaluru,Hyderabad
C01270,Konanur,Karnataka,South,Bengaluru,Hyderabad
C01271,Konnur,Karnataka,South,Bengaluru,Hyderabad
C01272,Koppa,Karnataka,South,Bengaluru,Hyderabad
C01273,Koppal,Karnataka,South,Bengaluru,Hyderabad
C01274,Koratagere,Karnataka,South,Bengaluru,Hyderabad
C01275,Kotturu,Karnataka,South,Bengaluru,Hyderabad
C01276,Krishnarajpet,Karnataka,South,Bengaluru,Hyderabad
C01277,Kudachi,Karnataka,South,Bengaluru,Hyderabad
C01278,Kudligi,Karnataka,South,Bengaluru,Hyderabad
C01279,Kumsi,Karnataka,South,Bengaluru,Hyderabad
C01280,Kumta,Karnataka,South,Bengaluru,Hyderabad
C01281,Kundgol,Karnataka,South,Bengaluru,Hyderabad
C01282,Kunigal,Karnataka,South,Bengaluru,Hyderabad
C01283,Kurgunta,Karnataka,South,Bengaluru,Hyderabad
C01284,Kushalnagar,Karnataka,South,Bengaluru,Hyderabad
C01285,Kushtagi,Karnataka,South,Bengaluru,Hyderabad
C01286,Lakshmeshwar,Karnataka,South,Bengaluru,Hyderabad
C01287,Lingsugur,Karnataka,South,Bengaluru,Hyderabad
C01288,Londa,Karnataka,South,Bengaluru,Hyderabad
C01289,Maddagiri,Karnataka,South,Bengaluru,Hyderabad
C01290,Maddur,Karnataka,South,Bengaluru,Hyderabad
C01291,Madikeri,Karnataka,South,Bengaluru,Hyderabad
C01292,Magadi,Karnataka,South,Bengaluru,Hyderabad
C01293,Mahalingpur,Karnataka,South,Bengaluru,Hyderabad
C01294,Malavalli,Karnataka,South,Bengaluru,Hyderabad
C01295,Malpe,Karnataka,South,Bengaluru,Hyderabad
C01296,Malur,Karnataka,South,Bengaluru,Hyderabad
C01297,Mandya,Karnataka,South,Bengaluru,Hyderabad
C01298,Mangaluru,Karnataka,South,Bengaluru,Hyderabad
C01299,Manipal,Karnataka,South,Bengaluru,Hyderabad
C01300,Manvi,Karnataka,South,Bengaluru,Hyderabad
C01301,Mayakonda,Karnataka,South,Bengaluru,Hyderabad
C01302,Melukote,Karnataka,South,Bengaluru,Hyderabad
C01303,Mudbidri,Karnataka,South,Bengaluru,Hyderabad
C01304,Muddebihal,Karnataka,South,Bengaluru,Hyderabad
C01305,Mudgal,Karnataka,South,Bengaluru,Hyderabad
C01306,Mudgere,Karnataka,South,Bengaluru,Hyderabad
C01307,Mudhol,Karnataka,South,Bengaluru,Hyderabad
C01308,Mulbagal,Karnataka,South,Bengaluru,Hyderabad
C01309,Mulgund,Karnataka,South,Bengaluru,Hyderabad
C01310,Mulki,Karnataka,South,Bengaluru,Hyderabad
C01311,Mundargi,Karnataka,South,Bengaluru,Hyderabad
C01312,Mundgod,Karnataka,South,Bengaluru,Hyderabad
C01313,Munirabad,Karnataka,South,Bengaluru,Hyderabad
C01314,Murudeshwara,Karnataka,South,Bengaluru,Hyderabad
C01315,Mysuru,Karnataka,South,Bengaluru,Hyderabad
C01316,Nagamangala,Karnataka,South,Bengaluru,Hyderabad
C01317,Nanjangud,Karnataka,South,Bengaluru,Hyderabad
C01318,Narasimharajapura,Karnataka,South,Bengaluru,Hyderabad
C01319,Naregal,Karnataka,South,Bengaluru,Hyderabad
C01320,Nargund,Karnataka,South,Bengaluru,Hyderabad
C01321,Navalgund,Karnataka,South,Bengaluru,Hyderabad
C01322,Nelamangala,Karnataka,South,Bengaluru,Hyderabad
C01323,Nyamti,Karnataka,South,Bengaluru,Hyderabad
C01324,Pangala,Karnataka,South,Bengaluru,Hyderabad
C01325,Pavugada,Karnataka,South,Bengaluru,Hyderabad
C01326,Piriyapatna,Karnataka,South,Bengaluru,Hyderabad
C01327,Ponnampet,Karnataka,South,Bengaluru,Hyderabad
C01328,Puttur,Karnataka,South,Bengaluru,Hyderabad
C01329,Rabkavi,Karnataka,South,Bengaluru,Hyderabad
C01330,Raichur,Karnataka,South,Bengaluru,Hyderabad
C01331,Ramanagara,Karnataka,South,Bengaluru,Hyderabad
C01332,Ranibennur,Karnataka,South,Bengaluru,Hyderabad
C01333,Raybag,Karnataka,South,Bengaluru,Hyderabad
C01334,Robertsonpet,Karnataka,South,Bengaluru,Hyderabad
C01335,Ron,Karnataka,South,Bengaluru,Hyderabad
C01336,Sadalgi,Karnataka,South,Bengaluru,Hyderabad
C01337,Sagar,Karnataka,South,Bengaluru,Hyderabad
C01338,Sakleshpur,Karnataka,South,Bengaluru,Hyderabad
C01339,Sandur,Karnataka,South,Bengaluru,Hyderabad
C01340,Sanivarsante,Karnataka,South,Bengaluru,Hyderabad
C01341,Sankeshwar,Karnataka,South,Bengaluru,Hyderabad
C01342,Sargur,Karnataka,South,Bengaluru,Hyderabad
C01343,Saundatti,Karnataka,South,Bengaluru,Hyderabad
C01344,Savanur,Karnataka,South,Bengaluru,Hyderabad
C01345,Seram,Karnataka,South,Bengaluru,Hyderabad
C01346,Shahabad,Karnataka,South,Bengaluru,Hyderabad
C01347,Shahpur,Karnataka,South,Bengaluru,Hyderabad
C01348,Shiggaon,Karnataka,South,Bengaluru,Hyderabad
C01349,Shikarpur,Karnataka,South,Bengaluru,Hyderabad
C01350,Shimoga,Karnataka,South,Bengaluru,Hyderabad
C01351,Shirhatti,Karnataka,South,Bengaluru,Hyderabad
C01352,Shorapur,Karnataka,South,Bengaluru,Hyderabad
C01353,Shrirangapattana,Karnataka,South,Bengaluru,Hyderabad
C01354,Siddapur,Karnataka,South,Bengaluru,Hyderabad
C01355,Sidlaghatta,Karnataka,South,Bengaluru,Hyderabad
C01356,Sindgi,Karnataka,South,Bengaluru,Hyderabad
C01357,Sindhnur,Karnataka,South,Bengaluru,Hyderabad
C01358,Sira,Karnataka,South,Bengaluru,Hyderabad
C01359,Sirsi,Karnataka,South,Bengaluru,Hyderabad
C01360,Siruguppa,Karnataka,South,Bengaluru,Hyderabad
C01361,Someshwar,Karnataka,South,Bengaluru,Hyderabad
C01362,Somvarpet,Karnataka,South,Bengaluru,Hyderabad
C01363,Sorab,Karnataka,South,Bengaluru,Hyderabad
C01364,Sravana Belgola,Karnataka,South,Bengaluru,Hyderabad
C01365,Sringeri,Karnataka,South,Bengaluru,Hyderabad
C01366,Srinivaspur,Karnataka,South,Bengaluru,Hyderabad
C01367,Sulya,Karnataka,South,Bengaluru,Hyderabad
C01368,Suntikoppa,Karnataka,South,Bengaluru,Hyderabad
C01369,Talikota,Karnataka,South,Bengaluru,Hyderabad
C01370,Tarikere,Karnataka,South,Bengaluru,Hyderabad
C01371,Tekkalakote,Karnataka,South,Bengaluru,Hyderabad
C01372,Terdal,Karnataka,South,Bengaluru,Hyderabad
C01373,Tiptur,Karnataka,South,Bengaluru,Hyderabad
C01374,Tirthahalli,Karnataka,South,Bengaluru,Hyderabad
C01375,Tirumakudal Narsipur,Karnataka,South,Bengaluru,Hyderabad
C01376,Tumakuru,Karnataka,South,Bengaluru,Hyderabad
C01377,Turuvekere,Karnataka,South,Bengaluru,Hyderabad
C01378,Udupi,Karnataka,South,Bengaluru,Hyderabad
C01379,Ullal,Karnataka,South,Bengaluru,Hyderabad
C01380,Uttar Kannada,Karnataka,South,Bengaluru,Hyderabad
C01381,Vadigenhalli,Karnataka,South,Bengaluru,Hyderabad
C01382,Vijayapura,Karnataka,South,Bengaluru,Hyderabad
C01383,Virarajendrapet,Karnataka,South,Bengaluru,Hyderabad
C01384,Wadi,Karnataka,South,Bengaluru,Hyderabad
C01385,Yadgir,Karnataka,South,Bengaluru,Hyderabad
C01386,Yelahanka,Karnataka,South,Bengaluru,Hyderabad
C01387,Yelandur,Karnataka,South,Bengaluru,Hyderabad
C01388,Yelbarga,Karnataka,South,Bengaluru,Hyderabad
C01389,Yellapur,Karnataka,South,Bengaluru,Hyderabad
C01390,Adur,Kerala,South,Chennai,Bengaluru
C01391,Alappuzha,Kerala,South,Chennai,Bengaluru
C01392,Aluva,Kerala,South,Chennai,Bengaluru
C01393,Alwaye,Kerala,South,Chennai,Bengaluru
C01394,Angamali,Kerala,South,Chennai,Bengaluru
C01395,Aroor,Kerala,South,Chennai,Bengaluru
C01396,Arukutti,Kerala,South,Chennai,Bengaluru
C01397,Attingal,Kerala,South,Chennai,Bengaluru
C01398,Avanoor,Kerala,South,Chennai,Bengaluru
