assignment_id,shipment_id,vehicle_id,driver_id,assignment_time,assignment_status
ASN000904,SHP000904,VEH024,DRV024,2025-09-01 18:29:02,Assigned
ASN000905,SHP000905,VEH025,DRV025,2025-01-18 10:12:02,Assigned
ASN000906,SHP000906,VEH026,DRV026,2025-03-05 18:12:56,Assigned
ASN000907,SHP000907,VEH027,DRV027,2025-04-10 06:20:59,Assigned
ASN000908,SHP000908,VEH028,DRV028,2025-12-17 10:32:25,Assigned
ASN000909,SHP000909,VEH029,DRV029,2025-11-03 19:34:30,Assigned
ASN000910,SHP000910,VEH030,DRV030,2025-02-06 10:02:48,Assigned
ASN000911,SHP000911,VEH031,DRV031,2025-10-10 16:12:18,Assigned
ASN000912,SHP000912,VEH032,DRV032,2025-01-09 11:55:49,Assigned
ASN000913,SHP000913,VEH033,DRV033,2025-08-03 06:55:41,Assigned
ASN000914,SHP000914,VEH034,DRV034,2025-10-18 11:17:07,Assigned
ASN000915,SHP000915,VEH035,DRV035,2025-10-18 18:23:27,Assigned
ASN000916,SHP000916,VEH036,DRV036,2025-08-01 20:25:47,Assigned
ASN000917,SHP000917,VEH037,DRV037,2025-10-20 13:57:24,Assigned
ASN000918,SHP000918,VEH038,DRV038,2025-05-22 11:11:31,Assigned
ASN000919,SHP000919,VEH039,DRV039,2025-12-17 17:31:23,Assigned
ASN000920,SHP000920,VEH040,DRV040,2025-06-21 20:51:33,Assigned
ASN000921,SHP000921,VEH001,DRV001,2025-09-01 10:51:05,Assigned
ASN000922,SHP000922,VEH002,DRV002,2025-06-05 17:27:05,Assigned
ASN000923,SHP000923,VEH003,DRV003,2025-04-27 12:38:52,Assigned
ASN000924,SHP000924,VEH004,DRV004,2025-06-16 08:34:18,Assigned
ASN000925,SHP000925,VEH005,DRV005,2025-04-09 11:06:05,Assigned
ASN000926,SHP000926,VEH006,DRV006,2025-09-07 11:42:18,Assigned
ASN000927,SHP000927,VEH007,DRV007,2025-03-23 10:28:38,Assigned
ASN000928,SHP000928,VEH008,DRV008,2025-07-28 17:27:10,Assigned
ASN000929,SHP000929,VEH009,DRV009,2025-01-17 17:28:22,Assigned
ASN000930,SHP000930,VEH010,DRV010,2025-05-10 13:02:46,Assigned
ASN000931,SHP000931,VEH011,DRV011,2025-12-29 19:58:22,Assigned
ASN000932,SHP000932,VEH012,DRV012,2025-09-17 15:27:17,Assigned
ASN000933,SHP000933,VEH013,DRV013,2025-01-18 16:50:03,Assigned
ASN000934,SHP000934,VEH014,DRV014,2025-08-18 07:42:40,Assigned
ASN000935,SHP000935,VEH015,DRV015,2025-07-01 12:23:32,Assigned
ASN000936,SHP000936,VEH016,DRV016,2025-12-19 18:47:43,Assigned
ASN000937,SHP000937,VEH017,DRV017,2025-01-27 08:01:09,Assigned
ASN000938,SHP000938,VEH018,DRV018,2025-11-30 19:38:43,Assigned
ASN000939,SHP000939,VEH019,DRV019,2025-12-01 18:28:02,Assigned
ASN000940,SHP000940,VEH020,DRV020,2025-01-05 08:04:15,Assigned
ASN000941,SHP000941,VEH021,DRV021,2025-11-04 18:41:23,Assigned
ASN000942,SHP000942,VEH022,DRV022,2025-06-06 11:24:36,Assigned
ASN000943,SHP000943,VEH023,DRV023,2025-08-07 06:38:09,Assigned
ASN000944,SHP000944,VEH024,DRV024,2025-04-22 16:28:23,Assigned
ASN000945,SHP000945,VEH025,DRV025,2025-11-17 11:28:48,Assigned
ASN000946,SHP000946,VEH026,DRV026,2025-09-19 07:36:08,Assigned
ASN000947,SHP000947,VEH027,DRV027,2025-11-02 14:23:25,Assigned
ASN000948,SHP000948,VEH028,DRV028,2025-02-27 11:41:17,Assigned
ASN000949,SHP000949,VEH029,DRV029,2025-11-25 09:07:01,Assigned
ASN000950,SHP000950,VEH030,DRV030,2025-04-09 17:11:31,Assigned
ASN000951,SHP000951,VEH031,DRV031,2025-01-31 14:24:58,Assigned
ASN000952,SHP000952,VEH032,DRV032,2025-12-17 14:07:16,Assigned
ASN000953,SHP000953,VEH033,DRV033,2025-09-12 18:16:45,Assigned
ASN000954,SHP000954,VEH034,DRV034,2025-07-20 13:13:39,Assigned
ASN000955,SHP000955,VEH035,DRV035,2025-04-09 10:44:58,Assigned
ASN000956,SHP000956,VEH036,DRV036,2025-12-19 13:12:07,Assigned
ASN000957,SHP000957,VEH037,DRV037,2025-09-17 08:54:04,Assigned
ASN000958,SHP000958,VEH038,DRV038,2025-06-01 13:11:57,Assigned
ASN000959,SHP000959,VEH039,DRV039,2025-05-15 17:28:05,Assigned
ASN000960,SHP000960,VEH040,DRV040,2025-06-21 18:43:54,Assigned
ASN000961,SHP000961,VEH001,DRV001,2025-04-26 11:42:22,Assigned
ASN000962,SHP000962,VEH002,DRV002,2025-05-16 17:04:35,Assigned
ASN000963,SHP000963,VEH003,DRV003,2025-08-30 14:18:57,Assigned
ASN000964,SHP000964,VEH004,DRV004,2025-08-31 10:54:10,Assigned
ASN000965,SHP000965,VEH005,DRV005,2025-10-01 17:45:59,Assigned
ASN000966,SHP000966,VEH006,DRV006,2025-03-20 17:40:11,Assigned
ASN000967,SHP000967,VEH007,DRV007,2025-10-20 18:23:32,Assigned
ASN000968,SHP000968,VEH008,DRV008,2025-04-05 09:07:12,Assigned
ASN000969,SHP000969,VEH009,DRV009,2025-06-10 18:08:15,Assigned
ASN000970,SHP000970,VEH010,DRV010,2025-05-23 18:31:01,Assigned
ASN000971,SHP000971,VEH011,DRV011,2025-03-23 11:35:36,Assigned
ASN000972,SHP000972,VEH012,DRV012,2025-11-11 11:29:51,Assigned
ASN000973,SHP000973,VEH013,DRV013,2025-08-08 14:08:39,Assigned
ASN000974,SHP000974,VEH014,DRV014,2025-10-03 20:05:04,Assigned
ASN000975,SHP000975,VEH015,DRV015,2025-06-15 10:25:45,Assigned
ASN000976,SHP000976,VEH016,DRV016,2025-01-03 17:30:33,Assigned
ASN000977,SHP000977,VEH017,DRV017,2025-12-22 12:49:26,Assigned
ASN000978,SHP000978,VEH018,DRV018,2025-07-16 19:36:04,Assigned
ASN000979,SHP000979,VEH019,DRV019,2025-02-03 08:20:41,Assigned
ASN000980,SHP000980,VEH020,DRV020,2025-09-24 07:28:29,Assigned
ASN000981,SHP000981,VEH021,DRV021,2025-12-18 16:33:22,Assigned
ASN000982,SHP000982,VEH022,DRV022,2025-04-09 08:56:53,Assigned
ASN000983,SHP000983,VEH023,DRV023,2025-04-27 18:35:40,Assigned
ASN000984,SHP000984,VEH024,DRV024,2025-10-29 15:11:49,Assigned
ASN000985,SHP000985,VEH025,DRV025,2026-01-01 08:27:32,Assigned
ASN000986,SHP000986,VEH026,DRV026,2025-11-26 20:55:03,Assigned
ASN000987,SHP000987,VEH027,DRV027,2025-01-26 19:07:33,Assigned
ASN000988,SHP000988,VEH028,DRV028,2025-12-03 08:19:10,Assigned
ASN000989,SHP000989,VEH029,DRV029,2025-08-02 08:20:59,Assigned
ASN000990,SHP000990,VEH030,DRV030,2025-09-02 17:14:22,Assigned
ASN000991,SHP000991,VEH031,DRV031,2025-06-05 14:57:18,Assigned
ASN000992,SHP000992,VEH032,DRV032,2025-09-26 19:05:16,Assigned
ASN000993,SHP000993,VEH033,DRV033,2025-03-12 09:40:35,Assigned
ASN000994,SHP000994,VEH034,DRV034,2025-05-25 10:08:40,Assigned
ASN000995,SHP000995,VEH035,DRV035,2025-11-10 10:39:34,Assigned
ASN000996,SHP000996,VEH036,DRV036,2025-09-26 07:32:41,Assigned
ASN000997,SHP000997,VEH037,DRV037,2025-06-02 08:37:37,Assigned
ASN000998,SHP000998,VEH038,DRV038,2025-04-19 08:10:42,Assigned
ASN000999,SHP000999,VEH039,DRV039,2025-01-02 15:46:57,Assigned
ASN001000,SHP001000,VEH040,DRV040,2025-02-26 15:21:53,Assigned
ASN001001,SHP001001,VEH001,DRV001,2025-02-17 20:36:02,Assigned
ASN001002,SHP001002,VEH002,DRV002,2025-02-23 19:55:01,Assigned
ASN001003,SHP001003,VEH003,DRV003,2025-06-03 07:02:41,Assigned
ASN001004,SHP001004,VEH004,DRV004,2025-03-31 18:36:16,Assigned
ASN001005,SHP001005,VEH005,DRV005,2025-08-08 16:13:49,Assigned
ASN001006,SHP001006,VEH006,DRV006,2025-03-12 15:26:39,Assigned
ASN001007,SHP001007,VEH007,DRV007,2025-07-03 16:01:31,Assigned
ASN001008,SHP001008,VEH008,DRV008,2025-07-11 20:40:34,Assigned
ASN001009,SHP001009,VEH009,DRV009,2025-07-26 10:41:19,Assigned
ASN001010,SHP001010,VEH010,DRV010,2025-08-06 13:15:51,Assigned
ASN001011,SHP001011,VEH011,DRV011,2025-12-24 18:43:25,Assigned
ASN001012,SHP001012,VEH012,DRV012,2025-08-04 10:29:04,Assigned
ASN001013,SHP001013,VEH013,DRV013,2025-08-15 17:03:10,Assigned
ASN001014,SHP001014,VEH014,DRV014,2025-07-04 13:26:30,Assigned
ASN001015,SHP001015,VEH015,DRV015,2025-09-05 13:13:21,Assigned
ASN001016,SHP001016,VEH016,DRV016,2025-01-26 15:09:20,Assigned
ASN001017,SHP001017,VEH017,DRV017,2025-01-08 19:45:20,Assigned
ASN001018,SHP001018,VEH018,DRV018,2025-12-11 17:55:22,Assigned
ASN001019,SHP001019,VEH019,DRV019,2025-12-27 12:08:48,Assigned
ASN001020,SHP001020,VEH020,DRV020,2025-05-08 11:32:35,Assigned
ASN001021,SHP001021,VEH021,DRV021,2025-03-18 07:20:15,Assigned
ASN001022,SHP001022,VEH022,DRV022,2025-11-28 13:07:17,Assigned
ASN001023,SHP001023,VEH023,DRV023,2025-09-12 13:15:09,Assigned
ASN001024,SHP001024,VEH024,DRV024,2025-05-05 07:03:18,Assigned
ASN001025,SHP001025,VEH025,DRV025,2025-04-25 12:55:39,Assigned
ASN001026,SHP001026,VEH026,DRV026,2025-05-02 12:15:55,Assigned
ASN001027,SHP001027,VEH027,DRV027,2025-08-20 20:10:52,Assigned
ASN001028,SHP001028,VEH028,DRV028,2025-03-03 11:59:36,Assigned
ASN001029,SHP001029,VEH029,DRV029,2025-02-24 17:20:12,Assigned
ASN001030,SHP001030,VEH030,DRV030,2025-10-11 18:10:31,Assigned
ASN001031,SHP001031,VEH031,DRV031,2025-11-24 14:29:31,Assigned
ASN001032,SHP001032,VEH032,DRV032,2025-12-04 20:19:31,Assigned
ASN001033,SHP001033,VEH033,DRV033,2025-01-29 06:05:25,Assigned
ASN001034,SHP001034,VEH034,DRV034,2025-12-03 14:29:15,Assigned
ASN001035,SHP001035,VEH035,DRV035,2025-02-20 09:37:22,Assigned
ASN001036,SHP001036,VEH036,DRV036,2025-07-02 06:03:18,Assigned
ASN001037,SHP001037,VEH037,DRV037,2025-07-11 13:38:56,Assigned
ASN001038,SHP001038,VEH038,DRV038,2025-09-11 19:41:43,Assigned
ASN001039,SHP001039,VEH039,DRV039,2025-02-24 13:18:34,Assigned
ASN001040,SHP001040,VEH040,DRV040,2025-03-05 06:54:06,Assigned
ASN001041,SHP001041,VEH001,DRV001,2025-06-25 12:08:56,Assigned
ASN001042,SHP001042,VEH002,DRV002,2025-11-21 10:46:23,Assigned
ASN001043,SHP001043,VEH003,DRV003,2025-08-20 18:25:23,Assigned
ASN001044,SHP001044,VEH004,DRV004,2025-03-12 06:25:03,Assigned
ASN001045,SHP001045,VEH005,DRV005,2025-10-13 15:35:12,Assigned
ASN001046,SHP001046,VEH006,DRV006,2025-09-19 11:35:18,Assigned
ASN001047,SHP001047,VEH007,DRV007,2025-03-08 07:24:32,Assigned
ASN001048,SHP001048,VEH008,DRV008,2025-09-17 13:48:35,Assigned
ASN001049,SHP001049,VEH009,DRV009,2025-05-08 10:52:39,Assigned
ASN001050,SHP001050,VEH010,DRV010,2025-08-21 16:39:07,Assigned
ASN001051,SHP001051,VEH011,DRV011,2025-06-03 08:06:25,Assigned
ASN001052,SHP001052,VEH012,DRV012,2025-11-20 11:50:21,Assigned
ASN001053,SHP001053,VEH013,DRV013,2025-05-31 14:23:48,Assigned
ASN001054,SHP001054,VEH014,DRV014,2025-12-30 08:12:38,Assigned
ASN001055,SHP001055,VEH015,DRV015,2025-12-22 14:25:32,Assigned
ASN001056,SHP001056,VEH016,DRV016,2025-07-02 06:02:02,Assigned
ASN001057,SHP001057,VEH017,DRV017,2025-12-09 08:45:21,Assigned
ASN001058,SHP001058,VEH018,DRV018,2025-05-29 18:30:33,Assigned
ASN001059,SHP001059,VEH019,DRV019,2025-01-14 13:09:38,Assigned
ASN001060,SHP001060,VEH020,DRV020,2025-01-31 20:32:08,Assigned
ASN001061,SHP001061,VEH021,DRV021,2025-12-17 11:59:39,Assigned
ASN001062,SHP001062,VEH022,DRV022,2025-06-02 11:10:25,Assigned
ASN001063,SHP001063,VEH023,DRV023,2025-07-05 15:47:53,Assigned
ASN001064,SHP001064,VEH024,DRV024,2025-11-28 10:37:21,Assigned
ASN001065,SHP001065,VEH025,DRV025,2025-12-24 14:53:32,Assigned
ASN001066,SHP001066,VEH026,DRV026,2025-07-15 14:31:45,Assigned
ASN001067,SHP001067,VEH027,DRV027,2025-10-12 15:19:30,Assigned
ASN001068,SHP001068,VEH028,DRV028,2025-04-16 19:01:23,Assigned
ASN001069,SHP001069,VEH029,DRV029,2025-11-22 11:43:07,Assigned
ASN001070,SHP001070,VEH030,DRV030,2025-10-30 12:37:19,Assigned
ASN001071,SHP001071,VEH031,DRV031,2025-04-12 18:57:46,Assigned
ASN001072,SHP001072,VEH032,DRV032,2025-02-10 19:44:40,Assigned
ASN001073,SHP001073,VEH033,DRV033,2025-03-04 06:38:30,Assigned
ASN001074,SHP001074,VEH034,DRV034,2025-10-13 10:41:50,Assigned
ASN001075,SHP001075,VEH035,DRV035,2025-01-04 18:37:36,Assigned
ASN001076,SHP001076,VEH036,DRV036,2025-01-23 09:46:03,Assigned
ASN001077,SHP001077,VEH037,DRV037,2025-11-19 15:30:10,Assigned
ASN001078,SHP001078,VEH038,DRV038,2025-10-21 14:40:46,Assigned
ASN001079,SHP001079,VEH039,DRV039,2025-09-29 15:49:53,Assigned
ASN001080,SHP001080,VEH040,DRV040,2025-09-16 12:09:52,Assigned
ASN001081,SHP001081,VEH001,DRV001,2025-07-26 16:15:02,Assigned
ASN001082,SHP001082,VEH002,DRV002,2025-12-08 15:44:07,Assigned
ASN001083,SHP001083,VEH003,DRV003,2025-04-24 09:01:28,Assigned
ASN001084,SHP001084,VEH004,DRV004,2025-11-30 11:26:09,Assigned
ASN001085,SHP001085,VEH005,DRV005,2025-08-17 12:44:13,Assigned
ASN001086,SHP001086,VEH006,DRV006,2025-11-15 12:32:49,Assigned
ASN001087,SHP001087,VEH007,DRV007,2025-07-17 15:58:30,Assigned
ASN001088,SHP001088,VEH008,DRV008,2025-05-27 19:54:47,Assigned
ASN001089,SHP001089,VEH009,DRV009,2025-09-19 17:03:45,Assigned
ASN001090,SHP001090,VEH010,DRV010,2025-12-01 08:33:13,Assigned
ASN001091,SHP001091,VEH011,DRV011,2025-02-21 14:20:42,Assigned
ASN001092,SHP001092,VEH012,DRV012,2025-01-04 13:33:24,Assigned
ASN001093,SHP001093,VEH013,DRV013,2025-04-21 11:11:29,Assigned
ASN001094,SHP001094,VEH014,DRV014,2025-10-03 20:34:21,Assigned
ASN001095,SHP001095,VEH015,DRV015,2025-12-19 14:22:43,Assigned
ASN001096,SHP001096,VEH016,DRV016,2025-06-19 18:55:46,Assigned
ASN001097,SHP001097,VEH017,DRV017,2025-04-03 16:41:51,Assigned
ASN001098,SHP001098,VEH018,DRV018,2025-04-28 17:16:39,Assigned
ASN001099,SHP001099,VEH019,DRV019,2025-11-19 13:12:15,Assigned
ASN001100,SHP001100,VEH020,DRV020,2025-07-21 10:35:19,Assigned
ASN001101,SHP001101,VEH021,DRV021,2025-11-26 09:19:49,Assigned
ASN001102,SHP001102,VEH022,DRV022,2025-10-27 10:45:13,Assigned
ASN001103,SHP001103,VEH023,DRV023,2025-09-15 17:45:31,Assigned
ASN001104,SHP001104,VEH024,DRV024,2025-11-08 11:30:22,Assigned
ASN001105,SHP001105,VEH025,DRV025,2025-07-23 14:59:59,Assigned
ASN001106,SHP001106,VEH026,DRV026,2025-10-03 18:46:17,Assigned
ASN001107,SHP001107,VEH027,DRV027,2025-10-09 10:07:36,Assigned
ASN001108,SHP001108,VEH028,DRV028,2025-12-13 16:34:24,Assigned
ASN001109,SHP001109,VEH029,DRV029,2025-10-13 20:25:52,Assigned
ASN001110,SHP001110,VEH030,DRV030,2025-01-03 11:49:51,Assigned
ASN001111,SHP001111,VEH031,DRV031,2025-10-09 08:18:02,Assigned
ASN001112,SHP001112,VEH032,DRV032,2025-04-19 10:45:05,Assigned
ASN001113,SHP001113,VEH033,DRV033,2025-03-25 11:59:28,Assigned
ASN001114,SHP001114,VEH034,DRV034,2025-05-10 16:16:47,Assigned
ASN001115,SHP001115,VEH035,DRV035,2025-10-19 13:13:12,Assigned
ASN001116,SHP001116,VEH036,DRV036,2025-11-28 19:34:17,Assigned
ASN001117,SHP001117,VEH037,DRV037,2025-05-11 20:35:44,Assigned
ASN001118,SHP001118,VEH038,DRV038,2025-06-20 10:08:06,Assigned
ASN001119,SHP001119,VEH039,DRV039,2025-05-01 15:47:37,Assigned
ASN001120,SHP001120,VEH040,DRV040,2025-04-12 09:15:03,Assigned
ASN001121,SHP001121,VEH001,DRV001,2025-11-12 16:57:33,Assigned
ASN001122,SHP001122,VEH002,DRV002,2025-03-20 09:40:14,Assigned
ASN001123,SHP001123,VEH003,DRV003,2025-08-08 06:06:26,Assigned
ASN001124,SHP001124,VEH004,DRV004,2025-04-24 11:45:30,Assigned
ASN001125,SHP001125,VEH005,DRV005,2025-05-24 07:43:49,Assigned
ASN001126,SHP001126,VEH006,DRV006,2025-09-04 08:00:35,Assigned
ASN001127,SHP001127,VEH007,DRV007,2025-06-07 20:10:26,Assigned
ASN001128,SHP001128,VEH008,DRV008,2025-11-29 16:59:56,Assigned
ASN001129,SHP001129,VEH009,DRV009,2025-10-03 20:30:30,Assigned
ASN001130,SHP001130,VEH010,DRV010,2025-02-09 16:12:48,Assigned
ASN001131,SHP001131,VEH011,DRV011,2025-11-21 10:20:18,Assigned
ASN001132,SHP001132,VEH012,DRV012,2025-10-31 16:03:58,Assigned
ASN001133,SHP001133,VEH013,DRV013,2025-10-06 18:05:41,Assigned
ASN001134,SHP001134,VEH014,DRV014,2025-07-09 15:14:34,Assigned
ASN001135,SHP001135,VEH015,DRV015,2025-05-30 17:46:54,Assigned
ASN001136,SHP001136,VEH016,DRV016,2025-02-17 20:02:58,Assigned
ASN001137,SHP001137,VEH017,DRV017,2025-12-07 20:11:26,Assigned
ASN001138,SHP001138,VEH018,DRV018,2025-09-21 20:53:11,Assigned
ASN001139,SHP001139,VEH019,DRV019,2025-10-17 20:58:02,Assigned
ASN001140,SHP001140,VEH020,DRV020,2025-09-06 19:25:50,Assigned
ASN001141,SHP001141,VEH021,DRV021,2025-04-30 13:11:59,Assigned
ASN001142,SHP001142,VEH022,DRV022,2025-01-23 17:55:59,Assigned
ASN001143,SHP001143,VEH023,DRV023,2025-07-19 10:56:02,Assigned
ASN001144,SHP001144,VEH024,DRV024,2025-11-29 06:19:36,Assigned
ASN001145,SHP001145,VEH025,DRV025,2025-11-22 15:06:59,Assigned
ASN001146,SHP001146,VEH026,DRV026,2025-10-06 11:18:29,Assigned
ASN001147,SHP001147,VEH027,DRV027,2025-07-07 16:34:33,Assigned
ASN001148,SHP001148,VEH028,DRV028,2025-07-14 13:56:08,Assigned
ASN001149,SHP001149,VEH029,DRV029,2025-06-26 19:32:29,Assigned
ASN001150,SHP001150,VEH030,DRV030,2025-09-15 10:12:51,Assigned
ASN001151,SHP001151,VEH031,DRV031,2025-02-09 07:21:10,Assigned
ASN001152,SHP001152,VEH032,DRV032,2025-03-20 17:29:41,Assigned
ASN001153,SHP001153,VEH033,DRV033,2025-03-03 10:45:11,Assigned
ASN001154,SHP001154,VEH034,DRV034,2025-03-01 06:47:21,Assigned
ASN001155,SHP001155,VEH035,DRV035,2025-04-18 18:18:36,Assigned
ASN001156,SHP001156,VEH036,DRV036,2025-01-12 16:48:12,Assigned
ASN001157,SHP001157,VEH037,DRV037,2025-03-12 08:39:54,Assigned
ASN001158,SHP001158,VEH038,DRV038,2025-03-19 16:57:25,Assigned
ASN001159,SHP001159,VEH039,DRV039,2025-09-24 19:27:32,Assigned
ASN001160,SHP001160,VEH040,DRV040,2025-01-12 11:05:25,Assigned
ASN001161,SHP001161,VEH001,DRV001,2025-05-28 16:06:11,Assigned
ASN001162,SHP001162,VEH002,DRV002,2025-08-31 08:30:20,Assigned
ASN001163,SHP001163,VEH003,DRV003,2025-11-06 20:15:00,Assigned
ASN001164,SHP001164,VEH004,DRV004,2025-12-04 10:24:15,Assigned
ASN001165,SHP001165,VEH005,DRV005,2025-12-20 13:48:17,Assigned
ASN001166,SHP001166,VEH006,DRV006,2025-02-07 11:19:37,Assigned
ASN001167,SHP001167,VEH007,DRV007,2025-02-25 17:36:00,Assigned
ASN001168,SHP001168,VEH008,DRV008,2025-12-18 10:41:23,Assigned
ASN001169,SHP001169,VEH009,DRV009,2025-04-02 17:15:03,Assigned
ASN001170,SHP001170,VEH010,DRV010,2025-09-30 16:07:29,Assigned
ASN001171,SHP001171,VEH011,DRV011,2025-09-06 10:10:25,Assigned
ASN001172,SHP001172,VEH012,DRV012,2025-01-02 16:32:59,Assigned
ASN001173,SHP001173,VEH013,DRV013,2025-08-05 20:56:45,Assigned
ASN001174,SHP001174,VEH014,DRV014,2025-04-30 18:19:44,Assigned
ASN001175,SHP001175,VEH015,DRV015,2025-10-30 07:40:58,Assigned
ASN001176,SHP001176,VEH016,DRV016,2025-03-12 10:23:39,Assigned
ASN001177,SHP001177,VEH017,DRV017,2025-05-27 09:14:08,Assigned
ASN001178,SHP001178,VEH018,DRV018,2025-04-08 13:09:29,Assigned
ASN001179,SHP001179,VEH019,DRV019,2025-01-05 17:38:23,Assigned
ASN001180,SHP001180,VEH020,DRV020,2025-01-04 12:44:35,Assigned
ASN001181,SHP001181,VEH021,DRV021,2025-07-31 20:30:48,Assigned
ASN001182,SHP001182,VEH022,DRV022,2025-11-30 14:51:42,Assigned
ASN001183,SHP001183,VEH023,DRV023,2025-08-05 19:13:48,Assigned
ASN001184,SHP001184,VEH024,DRV024,2025-12-16 09:43:48,Assigned
ASN001185,SHP001185,VEH025,DRV025,2025-10-10 15:55:50,Assigned
ASN001186,SHP001186,VEH026,DRV026,2025-10-15 07:33:28,Assigned
ASN001187,SHP001187,VEH027,DRV027,2025-10-23 14:45:23,Assigned
ASN001188,SHP001188,VEH028,DRV028,2025-03-12 07:58:36,Assigned
ASN001189,SHP001189,VEH029,DRV029,2025-08-19 07:03:53,Assigned
ASN001190,SHP001190,VEH030,DRV030,2025-09-19 14:57:32,Assigned
ASN001191,SHP001191,VEH031,DRV031,2025-12-25 09:36:34,Assigned
ASN001192,SHP001192,VEH032,DRV032,2025-07-21 08:10:20,Assigned
ASN001193,SHP001193,VEH033,DRV033,2025-08-30 19:33:28,Assigned
ASN001194,SHP001194,VEH034,DRV034,2025-05-16 07:43:13,Assigned
ASN001195,SHP001195,VEH035,DRV035,2025-01-22 17:37:31,Assigned
ASN001196,SHP001196,VEH036,DRV036,2025-05-29 07:57:32,Assigned
ASN001197,SHP001197,VEH037,DRV037,2025-03-31 13:51:03,Assigned
ASN001198,SHP001198,VEH038,DRV038,2025-04-15 13:08:32,Assigned
ASN001199,SHP001199,VEH039,DRV039,2025-01-18 12:29:36,Assigned
ASN001200,SHP001200,VEH040,DRV040,2025-04-29 06:35:29,Assigned
ASN001201,SHP001201,VEH001,DRV001,2025-07-05 16:51:19,Assigned
ASN001202,SHP001202,VEH002,DRV002,2025-02-14 17:01:25,Assigned
ASN001203,SHP001203,VEH003,DRV003,2025-12-09 10:52:00,Assigned
ASN001204,SHP001204,VEH004,DRV004,2025-09-25 17:13:37,Assigned
ASN001205,SHP001205,VEH005,DRV005,2025-02-18 07:02:27,Assigned
ASN001206,SHP001206,VEH006,DRV006,2025-10-15 11:44:04,Assigned
ASN001207,SHP001207,VEH007,DRV007,2025-04-28 14:03:59,Assigned
ASN001208,SHP001208,VEH008,DRV008,2025-07-28 20:04:59,Assigned
ASN001209,SHP001209,VEH009,DRV009,2025-07-28 13:02:18,Assigned
ASN001210,SHP001210,VEH010,DRV010,2025-09-15 12:11:49,Assigned
ASN001211,SHP001211,VEH011,DRV011,2025-09-21 08:49:41,Assigned
ASN001212,SHP001212,VEH012,DRV012,2025-12-23 17:41:26,Assigned
ASN001213,SHP001213,VEH013,DRV013,2025-05-06 11:57:24,Assigned
ASN001214,SHP001214,VEH014,DRV014,2025-10-30 13:55:58,Assigned
ASN001215,SHP001215,VEH015,DRV015,2025-02-06 20:24:24,Assigned
ASN001216,SHP001216,VEH016,DRV016,2025-12-28 07:43:42,Assigned
ASN001217,SHP001217,VEH017,DRV017,2025-09-23 19:34:08,Assigned
ASN001218,SHP001218,VEH018,DRV018,2025-05-10 16:55:22,Assigned
ASN001219,SHP001219,VEH019,DRV019,2025-02-10 07:11:34,Assigned
ASN001220,SHP001220,VEH020,DRV020,2025-07-03 12:33:08,Assigned
ASN001221,SHP001221,VEH021,DRV021,2025-12-17 17:14:53,Assigned
ASN001222,SHP001222,VEH022,DRV022,2025-05-01 06:48:01,Assigned
ASN001223,SHP001223,VEH023,DRV023,2025-04-16 10:29:43,Assigned
ASN001224,SHP001224,VEH024,DRV024,2025-02-24 17:34:27,Assigned
ASN001225,SHP001225,VEH025,DRV025,2025-09-10 14:24:52,Assigned
ASN001226,SHP001226,VEH026,DRV026,2025-09-05 09:15:29,Assigned
ASN001227,SHP001227,VEH027,DRV027,2025-10-24 11:09:17,Assigned
ASN001228,SHP001228,VEH028,DRV028,2025-09-20 09:59:56,Assigned
ASN001229,SHP001229,VEH029,DRV029,2025-10-25 17:48:07,Assigned
ASN001230,SHP001230,VEH030,DRV030,2025-09-03 06:51:42,Assigned
ASN001231,SHP001231,VEH031,DRV031,2025-07-21 12:39:49,Assigned
ASN001232,SHP001232,VEH032,DRV032,2025-03-04 20:56:56,Assigned
ASN001233,SHP001233,VEH033,DRV033,2025-12-20 06:15:13,Assigned
ASN001234,SHP001234,VEH034,DRV034,2025-07-15 07:06:38,Assigned
ASN001235,SHP001235,VEH035,DRV035,2025-11-12 06:28:38,Assigned
ASN001236,SHP001236,VEH036,DRV036,2025-05-02 16:45:55,Assigned
ASN001237,SHP001237,VEH037,DRV037,2025-07-08 06:15:47,Assigned
ASN001238,SHP001238,VEH038,DRV038,2025-08-03 06:25:28,Assigned
ASN001239,SHP001239,VEH039,DRV039,2025-07-26 09:34:13,Assigned
ASN001240,SHP001240,VEH040,DRV040,2025-03-11 18:55:49,Assigned
ASN001241,SHP001241,VEH001,DRV001,2025-02-23 06:08:32,Assigned
ASN001242,SHP001242,VEH002,DRV002,2025-08-10 10:14:52,Assigned
ASN001243,SHP001243,VEH003,DRV003,2025-08-31 20:46:36,Assigned
ASN001244,SHP001244,VEH004,DRV004,2025-03-11 11:36:38,Assigned
ASN001245,SHP001245,VEH005,DRV005,2025-06-11 18:43:52,Assigned
ASN001246,SHP001246,VEH006,DRV006,2025-10-20 11:15:19,Assigned
ASN001247,SHP001247,VEH007,DRV007,2025-03-25 20:09:42,Assigned
ASN001248,SHP001248,VEH008,DRV008,2025-11-19 14:14:26,Assigned
ASN001249,SHP001249,VEH009,DRV009,2025-05-15 10:17:03,Assigned
ASN001250,SHP001250,VEH010,DRV010,2025-05-14 14:37:56,Assigned
ASN001251,SHP001251,VEH011,DRV011,2025-06-30 17:58:11,Assigned
ASN001252,SHP001252,VEH012,DRV012,2025-10-23 16:43:27,Assigned
