city_id,city,state,region,default_warehouse,backup_warehouse,latitude,longitude
C00811,sarkhej,Gujarat,West,Ahmedabad,Mumbai,22.98297,72.50196
C00812,sathamba,Gujarat,West,Ahmedabad,Mumbai,23.169125,73.32661667
C00813,savarkundla,Gujarat,West,Ahmedabad,Mumbai,21.33726,71.3035
C00814,savli,Gujarat,West,Ahmedabad,Mumbai,22.56666667,73.21666667
C00815,sayla,Gujarat,West,Ahmedabad,Mumbai,22.54925,71.48324
C00816,shahpur,Gujarat,West,Ahmedabad,Mumbai,25.60293,84.40412
C00816,shahpur,Gujarat,West,Ahmedabad,Mumbai,22.15611,70.77068
C00816,shahpur,Gujarat,West,Ahmedabad,Mumbai,16.69605,76.8422
C00816,shahpur,Gujarat,West,Ahmedabad,Mumbai,21.23742,76.22558
C00816,shahpur,Gujarat,West,Ahmedabad,Mumbai,29.3501,77.5516
C00817,shivrajpur,Gujarat,West,Ahmedabad,Mumbai,22.42319,73.60865
C00817,shivrajpur,Gujarat,West,Ahmedabad,Mumbai,26.85722222,79.115
C00818,siddhpur,Gujarat,West,Ahmedabad,Mumbai,23.9167,72.3833
C00819,sihor,Gujarat,West,Ahmedabad,Mumbai,21.71134,71.96179
C00820,sikka,Gujarat,West,Ahmedabad,Mumbai,22.43218,69.84158
C00821,sinor,Gujarat,West,Ahmedabad,Mumbai,21.91117,73.33974
C00822,sojitra,Gujarat,West,Ahmedabad,Mumbai,22.53884,72.71984
C00823,songadh,Gujarat,West,Ahmedabad,Mumbai,21.16966,73.56357
C00824,supedi,Gujarat,West,Ahmedabad,Mumbai,21.762,70.378
C00825,surat,Gujarat,West,Ahmedabad,Mumbai,21.17801,72.81189
C00826,surendranagar,Gujarat,West,Ahmedabad,Mumbai,22.72706,71.64856
C00827,sutrapada,Gujarat,West,Ahmedabad,Mumbai,20.8928,70.465
C00828,talaja,Gujarat,West,Ahmedabad,Mumbai,21.3527,72.03524
C00829,tankara,Gujarat,West,Ahmedabad,Mumbai,22.65622,70.74945
C00830,tapi,Gujarat,West,Ahmedabad,Mumbai,21.12,73.4
C00831,than,Gujarat,West,Ahmedabad,Mumbai,22.57422,71.19942
C00832,thangadh,Gujarat,West,Ahmedabad,Mumbai,22.56666667,71.18333333
C00833,tharad,Gujarat,West,Ahmedabad,Mumbai,24.39597,71.62577
C00834,thasra,Gujarat,West,Ahmedabad,Mumbai,22.79831,73.21174
C00835,the dangs,Gujarat,West,Ahmedabad,Mumbai,20.75,73.75
C00836,umarpada,Gujarat,West,Ahmedabad,Mumbai,21.45,73.5
C00837,umrala,Gujarat,West,Ahmedabad,Mumbai,21.84353,71.80305
C00838,umreth,Gujarat,West,Ahmedabad,Mumbai,22.69881,73.11561
C00839,un,Gujarat,West,Ahmedabad,Mumbai,23.88745,71.76975
C00839,un,Gujarat,West,Ahmedabad,Mumbai,29.58479,77.2554
C00840,una,Gujarat,West,Ahmedabad,Mumbai,20.82318,71.03795
C00840,una,Gujarat,West,Ahmedabad,Mumbai,31.46493,76.26914
C00841,unjha,Gujarat,West,Ahmedabad,Mumbai,23.80366,72.39101
C00842,upleta,Gujarat,West,Ahmedabad,Mumbai,21.74015,70.28256
C00843,utran,Gujarat,West,Ahmedabad,Mumbai,21.23333,72.86667
C00844,vadgam,Gujarat,West,Ahmedabad,Mumbai,24.08333333,72.48333333
C00845,vadnagar,Gujarat,West,Ahmedabad,Mumbai,23.78593,72.63893
C00846,vadodara,Gujarat,West,Ahmedabad,Mumbai,22.29941,73.20812
C00847,vaghodia,Gujarat,West,Ahmedabad,Mumbai,22.30505,73.40016
C00848,vaghodia ina,Gujarat,West,Ahmedabad,Mumbai,22.3,73.3833
C00849,vallabh vidyanagar,Gujarat,West,Ahmedabad,Mumbai,22.53333,72.9
C00850,vallabhipur,Gujarat,West,Ahmedabad,Mumbai,21.8878,71.8795
C00851,valsad,Gujarat,West,Ahmedabad,Mumbai,20.5,73.08333
C00852,vanala,Gujarat,West,Ahmedabad,Mumbai,22.45,71.98333333
C00853,vansda,Gujarat,West,Ahmedabad,Mumbai,20.45,73.22
C00854,vanthli,Gujarat,West,Ahmedabad,Mumbai,21.4833,70.3333
C00855,vapi,Gujarat,West,Ahmedabad,Mumbai,20.37175,72.90493
C00856,vartej,Gujarat,West,Ahmedabad,Mumbai,21.73947,72.06553
C00857,vasa,Gujarat,West,Ahmedabad,Mumbai,22.66079,72.75519
C00858,vasavad,Gujarat,West,Ahmedabad,Mumbai,21.82657,71.02436
C00859,vaso,Gujarat,West,Ahmedabad,Mumbai,22.66079,72.75519
C00860,vataman,Gujarat,West,Ahmedabad,Mumbai,22.53,72.42
C00861,vejalpur,Gujarat,West,Ahmedabad,Mumbai,22.69021,73.56299
C00862,veraval,Gujarat,West,Ahmedabad,Mumbai,20.9077,70.36786
C00863,vijapur,Gujarat,West,Ahmedabad,Mumbai,23.5623,72.74848
C00864,vinchhiya,Gujarat,West,Ahmedabad,Mumbai,22.21027,71.37967
C00865,vinchia,Gujarat,West,Ahmedabad,Mumbai,22.21027,71.37967
C00866,viramgam,Gujarat,West,Ahmedabad,Mumbai,23.12,72.03
C00867,virpur,Gujarat,West,Ahmedabad,Mumbai,23.1892,73.47987
C00868,visavadar,Gujarat,West,Ahmedabad,Mumbai,21.33954,70.74966
C00869,visnagar,Gujarat,West,Ahmedabad,Mumbai,23.69855,72.5521
C00870,vyara,Gujarat,West,Ahmedabad,Mumbai,21.11079,73.39365
C00871,wadhai,Gujarat,West,Ahmedabad,Mumbai,20.76666667,73.48333333
C00872,wadhwan,Gujarat,West,Ahmedabad,Mumbai,22.7,71.68333333
C00873,waghai,Gujarat,West,Ahmedabad,Mumbai,20.77048,73.50074
C00874,wankaner,Gujarat,West,Ahmedabad,Mumbai,22.61198,70.94379
C00875,ambala,Haryana,North,New Delhi,Nagpur,30.32854,76.9422
C00876,asandh,Haryana,North,New Delhi,Nagpur,29.52119,76.60552
C00877,ateli mandi,Haryana,North,New Delhi,Nagpur,28.1008,76.2598
C00878,bahadurgarh,Haryana,North,New Delhi,Nagpur,28.69287,76.93555
C00879,bara uchana,Haryana,North,New Delhi,Nagpur,29.46747,76.17798
C00880,barwala,Haryana,North,New Delhi,Nagpur,29.36747,75.90809
C00881,bawal,Haryana,North,New Delhi,Nagpur,28.07184,76.58312
C00882,beri khas,Haryana,North,New Delhi,Nagpur,28.70146,76.57708
C00883,bhiwani,Haryana,North,New Delhi,Nagpur,28.75,76.16667
C00884,bilaspur,Haryana,North,New Delhi,Nagpur,22.38333,82.13333
C00884,bilaspur,Haryana,North,New Delhi,Nagpur,30.3045,77.30424
C00884,bilaspur,Haryana,North,New Delhi,Nagpur,31.33027,76.75663
C00884,bilaspur,Haryana,North,New Delhi,Nagpur,28.88655,79.2703
C00885,buriya,Haryana,North,New Delhi,Nagpur,30.15911,77.35814
C00886,charkhi dadri,Haryana,North,New Delhi,Nagpur,28.59166,76.27161
C00887,chhachhrauli,Haryana,North,New Delhi,Nagpur,30.24492,77.36027
C00888,dabwali,Haryana,North,New Delhi,Nagpur,29.94906,74.73832
C00889,dharuhera,Haryana,North,New Delhi,Nagpur,28.20553,76.79691
C00890,ellenabad,Haryana,North,New Delhi,Nagpur,29.45282,74.66122
C00891,faridabad,Haryana,North,New Delhi,Nagpur,28.41124,77.31316
C00892,faridabad district,Haryana,North,New Delhi,Nagpur,28.46292,77.3716
C00893,farrukhnagar,Haryana,North,New Delhi,Nagpur,28.44745,76.82391
C00893,farrukhnagar,Haryana,North,New Delhi,Nagpur,17.07787,78.20339
C00894,fatehabad,Haryana,North,New Delhi,Nagpur,29.51525,75.45554
C00894,fatehabad,Haryana,North,New Delhi,Nagpur,27.02645,78.3027
C00895,fatehabad district,Haryana,North,New Delhi,Nagpur,29.31,75.27
C00896,firozpur jhirka,Haryana,North,New Delhi,Nagpur,27.78853,76.94496
C00897,gharaunda,Haryana,North,New Delhi,Nagpur,29.53692,76.97142
C00898,gohana,Haryana,North,New Delhi,Nagpur,29.13777,76.70247
C00899,gorakhpur,Haryana,North,New Delhi,Nagpur,29.44768,75.67206
C00899,gorakhpur,Haryana,North,New Delhi,Nagpur,26.91667,83.25
C00900,gurgaon,Haryana,North,New Delhi,Nagpur,28.43891,77.00592
C00901,hansi,Haryana,North,New Delhi,Nagpur,29.10239,75.96253
C00902,hasanpur,Haryana,North,New Delhi,Nagpur,27.96944,77.49544
C00902,hasanpur,Haryana,North,New Delhi,Nagpur,28.72249,78.28436
C00903,hisar,Haryana,North,New Delhi,Nagpur,29.15394,75.72294
C00904,hodal,Haryana,North,New Delhi,Nagpur,27.89196,77.36744
C00905,inda chhoi,Haryana,North,New Delhi,Nagpur,29.64042,75.79041
C00906,indri,Haryana,North,New Delhi,Nagpur,29.87999,77.05972
C00907,jagadhri,Haryana,North,New Delhi,Nagpur,30.16719,77.30367
C00908,jakhal,Haryana,North,New Delhi,Nagpur,29.79627,75.82392
C00909,jhajjar,Haryana,North,New Delhi,Nagpur,28.6063,76.6565
C00910,jind,Haryana,North,New Delhi,Nagpur,29.31577,76.31502
C00911,kaithal,Haryana,North,New Delhi,Nagpur,29.80153,76.39959
C00912,kalanaur,Haryana,North,New Delhi,Nagpur,28.82823,76.3955
C00912,kalanaur,Haryana,North,New Delhi,Nagpur,32.01227,75.15063
C00913,kalanwali,Haryana,North,New Delhi,Nagpur,29.83573,74.9717
C00914,kanina khas,Haryana,North,New Delhi,Nagpur,28.33093,76.31099
C00915,karnal,Haryana,North,New Delhi,Nagpur,29.66667,76.83333
C00916,kharkhauda,Haryana,North,New Delhi,Nagpur,28.8787,76.91069
C00916,kharkhauda,Haryana,North,New Delhi,Nagpur,28.83644,77.74159
C00917,kheri sampla,Haryana,North,New Delhi,Nagpur,28.7781,76.7756
C00918,kurukshetra,Haryana,North,New Delhi,Nagpur,30.0,76.75
C00919,ladwa,Haryana,North,New Delhi,Nagpur,29.9935,77.04563
C00920,loharu,Haryana,North,New Delhi,Nagpur,28.42993,75.80779
C00921,maham,Haryana,North,New Delhi,Nagpur,28.96912,76.29495
C00922,mahendragarh,Haryana,North,New Delhi,Nagpur,28.25,76.16667
C00923,mandholi kalan,Haryana,North,New Delhi,Nagpur,28.7085,75.68296
C00924,mustafabad,Haryana,North,New Delhi,Nagpur,30.2022,77.14873
C00925,narayangarh,Haryana,North,New Delhi,Nagpur,30.47798,77.12804
C00925,narayangarh,Haryana,North,New Delhi,Nagpur,24.27083,75.05007
C00926,narnaul,Haryana,North,New Delhi,Nagpur,28.04444,76.10833
C00927,narnaund,Haryana,North,New Delhi,Nagpur,29.22047,76.14278
C00928,narwana,Haryana,North,New Delhi,Nagpur,29.59903,76.11927
C00929,nilokheri,Haryana,North,New Delhi,Nagpur,29.83671,76.93191
C00930,nuh,Haryana,North,New Delhi,Nagpur,28.10296,77.00144
C00931,palwal,Haryana,North,New Delhi,Nagpur,28.14469,77.32546
C00932,panchkula,Haryana,North,New Delhi,Nagpur,30.72883,76.94716
C00933,panipat,Haryana,North,New Delhi,Nagpur,29.33259,76.92634
C00934,pataudi,Haryana,North,New Delhi,Nagpur,28.32547,76.77858
C00935,pehowa,Haryana,North,New Delhi,Nagpur,29.97897,76.58249
C00936,pinjaur,Haryana,North,New Delhi,Nagpur,30.79873,76.91822
C00937,punahana,Haryana,North,New Delhi,Nagpur,27.86371,77.20432
C00938,pundri,Haryana,North,New Delhi,Nagpur,29.76096,76.56034
C00939,radaur,Haryana,North,New Delhi,Nagpur,30.02706,77.15177
C00940,rania,Haryana,North,New Delhi,Nagpur,29.52454,74.83689
C00941,ratia,Haryana,North,New Delhi,Nagpur,29.69029,75.57688
C00942,rewari,Haryana,North,New Delhi,Nagpur,28.199,76.6183
C00943,rewari district,Haryana,North,New Delhi,Nagpur,28.19613,76.61607
C00944,rohtak,Haryana,North,New Delhi,Nagpur,28.83333,76.66667
C00945,safidon,Haryana,North,New Delhi,Nagpur,29.40596,76.67042
C00946,samalkha,Haryana,North,New Delhi,Nagpur,29.23552,77.01273
C00947,shadipur julana,Haryana,North,New Delhi,Nagpur,29.12368,76.40516
C00948,shahabad,Haryana,North,New Delhi,Nagpur,30.16776,76.87046
C00948,shahabad,Haryana,North,New Delhi,Nagpur,17.1307,76.94361
C00948,shahabad,Haryana,North,New Delhi,Nagpur,27.6431,79.9402
C00949,sirsa,Haryana,North,New Delhi,Nagpur,29.53489,75.02898
C00949,sirsa,Haryana,North,New Delhi,Nagpur,25.2634,82.0919
C00950,sohna,Haryana,North,New Delhi,Nagpur,28.24737,77.06544
C00951,sonipat,Haryana,North,New Delhi,Nagpur,29.0,76.91667
C00952,taoru,Haryana,North,New Delhi,Nagpur,28.21173,76.94984
C00953,thanesar,Haryana,North,New Delhi,Nagpur,29.97323,76.83214
C00954,tohana,Haryana,North,New Delhi,Nagpur,29.71332,75.90441
C00955,tosham,Haryana,North,New Delhi,Nagpur,28.86993,75.9165
C00956,uklana,Haryana,North,New Delhi,Nagpur,29.51124,75.87823
C00957,yamunanagar,Haryana,North,New Delhi,Nagpur,30.23644,77.30498
C00958,arki,Himachal Pradesh,North,New Delhi,Nagpur,31.15196,76.96675
C00959,baddi,Himachal Pradesh,North,New Delhi,Nagpur,30.95783,76.79136
C00960,banjar,Himachal Pradesh,North,New Delhi,Nagpur,31.639,77.34055
C00961,bilaspur,Himachal Pradesh,North,New Delhi,Nagpur,22.38333,82.13333
C00961,bilaspur,Himachal Pradesh,North,New Delhi,Nagpur,30.3045,77.30424
C00961,bilaspur,Himachal Pradesh,North,New Delhi,Nagpur,31.33027,76.75663
C00961,bilaspur,Himachal Pradesh,North,New Delhi,Nagpur,28.88655,79.2703
C00962,chamba,Himachal Pradesh,North,New Delhi,Nagpur,32.57147,76.10229
C00963,chaupal,Himachal Pradesh,North,New Delhi,Nagpur,30.94647,77.5884
C00964,chowari,Himachal Pradesh,North,New Delhi,Nagpur,32.4319,76.012
C00965,chuari khas,Himachal Pradesh,North,New Delhi,Nagpur,32.43058,76.01428
C00966,dagshai,Himachal Pradesh,North,New Delhi,Nagpur,30.88431,77.05228
C00967,dalhousie,Himachal Pradesh,North,New Delhi,Nagpur,32.55219,75.94663
C00968,daulatpur,Himachal Pradesh,North,New Delhi,Nagpur,31.78871,75.99154
C00968,daulatpur,Himachal Pradesh,North,New Delhi,Nagpur,25.32605,88.32989
C00969,dera gopipur,Himachal Pradesh,North,New Delhi,Nagpur,31.87919,76.21871
C00970,dharamsala,Himachal Pradesh,North,New Delhi,Nagpur,32.22006,76.32013
C00971,gagret,Himachal Pradesh,North,New Delhi,Nagpur,31.65846,76.06144
C00972,ghumarwin,Himachal Pradesh,North,New Delhi,Nagpur,31.44166,76.71509
C00973,hamirpur,Himachal Pradesh,North,New Delhi,Nagpur,31.75,76.5
C00973,hamirpur,Himachal Pradesh,North,New Delhi,Nagpur,25.75,80.0
C00974,jawala mukhi,Himachal Pradesh,North,New Delhi,Nagpur,31.87456,76.32013
C00975,jogindarnagar,Himachal Pradesh,North,New Delhi,Nagpur,31.98727,76.78906
C00976,jubbal,Himachal Pradesh,North,New Delhi,Nagpur,31.10923,77.65085
C00977,jutogh,Himachal Pradesh,North,New Delhi,Nagpur,31.1,77.11667
C00978,kalka,Himachal Pradesh,North,New Delhi,Nagpur,30.83982,76.94065
C00979,kangar,Himachal Pradesh,North,New Delhi,Nagpur,32.09135,76.26267
C00980,kangra,Himachal Pradesh,North,New Delhi,Nagpur,32.16667,76.25
C00981,kasauli,Himachal Pradesh,North,New Delhi,Nagpur,30.89856,76.96587
C00982,kinnaur,Himachal Pradesh,North,New Delhi,Nagpur,31.58333,78.41667
C00983,kotkhai,Himachal Pradesh,North,New Delhi,Nagpur,31.11728,77.53936
C00984,kotla,Himachal Pradesh,North,New Delhi,Nagpur,32.25,76.03333
C00985,kulu,Himachal Pradesh,North,New Delhi,Nagpur,32.0,77.25
C00986,kyelang,Himachal Pradesh,North,New Delhi,Nagpur,32.5717,77.02448
C00987,lahul and spiti,Himachal Pradesh,North,New Delhi,Nagpur,32.5,77.83333
C00988,manali,Himachal Pradesh,North,New Delhi,Nagpur,32.2574,77.17481
C00988,manali,Himachal Pradesh,North,New Delhi,Nagpur,13.16667,80.26667
C00989,mandi,Himachal Pradesh,North,New Delhi,Nagpur,31.71194,76.93273
C00990,nadaun,Himachal Pradesh,North,New Delhi,Nagpur,31.78303,76.3431
C00991,nagar,Himachal Pradesh,North,New Delhi,Nagpur,32.13808,77.17393
C00991,nagar,Himachal Pradesh,North,New Delhi,Nagpur,27.42397,77.09922
C00992,nagrota,Himachal Pradesh,North,New Delhi,Nagpur,32.0571,76.09139
C00993,nahan,Himachal Pradesh,North,New Delhi,Nagpur,30.56029,77.29426
C00994,nalagarh,Himachal Pradesh,North,New Delhi,Nagpur,31.04168,76.72285
C00995,palampur,Himachal Pradesh,North,New Delhi,Nagpur,32.11453,76.55681
C00996,pandoh,Himachal Pradesh,North,New Delhi,Nagpur,31.66902,77.05359
C00997,paonta sahib,Himachal Pradesh,North,New Delhi,Nagpur,30.43666,77.62462
C00998,parwanoo,Himachal Pradesh,North,New Delhi,Nagpur,30.83716,76.96143
C00999,rajgarh,Himachal Pradesh,North,New Delhi,Nagpur,30.85142,77.30066
C00999,rajgarh,Himachal Pradesh,North,New Delhi,Nagpur,22.67821,74.94483
C00999,rajgarh,Himachal Pradesh,North,New Delhi,Nagpur,27.23731,76.62243
C01000,rampur,Himachal Pradesh,North,New Delhi,Nagpur,31.44943,77.63087
C01000,rampur,Himachal Pradesh,North,New Delhi,Nagpur,28.81014,79.02699
C01001,rohru,Himachal Pradesh,North,New Delhi,Nagpur,31.20269,77.75484
C01002,sabathu,Himachal Pradesh,North,New Delhi,Nagpur,30.97494,76.99137
C01003,santokhgarh,Himachal Pradesh,North,New Delhi,Nagpur,31.35205,76.31775
C01004,sarahan,Himachal Pradesh,North,New Delhi,Nagpur,31.50988,77.79395
C01005,sarka ghat,Himachal Pradesh,North,New Delhi,Nagpur,31.69887,76.73529
C01006,seoni,Himachal Pradesh,North,New Delhi,Nagpur,31.24188,77.12362
C01006,seoni,Himachal Pradesh,North,New Delhi,Nagpur,22.08503,79.55037
C01007,shimla,Himachal Pradesh,North,New Delhi,Nagpur,31.16667,77.58333
C01008,sirmaur,Himachal Pradesh,North,New Delhi,Nagpur,30.75,77.5
C01008,sirmaur,Himachal Pradesh,North,New Delhi,Nagpur,24.83648,81.36448
C01009,solan,Himachal Pradesh,North,New Delhi,Nagpur,31.08333,76.83333
C01010,sundarnagar,Himachal Pradesh,North,New Delhi,Nagpur,31.53523,76.905
C01011,theog,Himachal Pradesh,North,New Delhi,Nagpur,31.12155,77.35838
C01012,tira sujanpur,Himachal Pradesh,North,New Delhi,Nagpur,31.83364,76.50539
C01013,una,Himachal Pradesh,North,New Delhi,Nagpur,20.82318,71.03795
C01013,una,Himachal Pradesh,North,New Delhi,Nagpur,31.46493,76.26914
C01014,yol,Himachal Pradesh,North,New Delhi,Nagpur,32.16423,76.19622
C01015,akhnur,Jammu and Kashmir,North,New Delhi,Nagpur,32.86667,74.73333
C01016,anantnag,Jammu and Kashmir,North,New Delhi,Nagpur,33.73068,75.15418
C01017,awantipur,Jammu and Kashmir,North,New Delhi,Nagpur,33.91978,75.01515
C01018,badgam,Jammu and Kashmir,North,New Delhi,Nagpur,33.89001,74.66297
C01019,bandipore,Jammu and Kashmir,North,New Delhi,Nagpur,34.50404,74.82832
C01020,bandipura,Jammu and Kashmir,North,New Delhi,Nagpur,34.41728,74.64308
C01021,banihal,Jammu and Kashmir,North,New Delhi,Nagpur,33.43647,75.19684
C01022,baramula,Jammu and Kashmir,North,New Delhi,Nagpur,34.19287,74.3692
C01023,batoti,Jammu and Kashmir,North,New Delhi,Nagpur,33.11826,75.30889
C01024,bhadarwah,Jammu and Kashmir,North,New Delhi,Nagpur,32.97941,75.71723
C01025,bijbehara,Jammu and Kashmir,North,New Delhi,Nagpur,33.79378,75.107
C01026,bishnah,Jammu and Kashmir,North,New Delhi,Nagpur,32.6106,74.85557
C01027,doda,Jammu and Kashmir,North,New Delhi,Nagpur,33.14916,75.54746
C01028,gandarbal,Jammu and Kashmir,North,New Delhi,Nagpur,34.22619,74.77478
C01029,ganderbal,Jammu and Kashmir,North,New Delhi,Nagpur,34.29467,75.19996
C01030,gho brahmanan de,Jammu and Kashmir,North,New Delhi,Nagpur,32.5559,74.9539
C01031,hajan,Jammu and Kashmir,North,New Delhi,Nagpur,34.29895,74.61681
C01032,hiranagar,Jammu and Kashmir,North,New Delhi,Nagpur,32.45493,75.27187
C01033,jammu,Jammu and Kashmir,North,New Delhi,Nagpur,32.75,74.83333
C01034,jaurian,Jammu and Kashmir,North,New Delhi,Nagpur,32.83255,74.57612
C01035,kathua,Jammu and Kashmir,North,New Delhi,Nagpur,32.58333,75.5
C01036,katra,Jammu and Kashmir,North,New Delhi,Nagpur,32.99167,74.93195
C01036,katra,Jammu and Kashmir,North,New Delhi,Nagpur,27.50871,82.02636
C01037,khaur,Jammu and Kashmir,North,New Delhi,Nagpur,32.6027,74.80918
C01038,kishtwar,Jammu and Kashmir,North,New Delhi,Nagpur,33.52958,76.01462
C01039,kud,Jammu and Kashmir,North,New Delhi,Nagpur,33.07246,75.28727
C01040,kulgam,Jammu and Kashmir,North,New Delhi,Nagpur,33.64456,75.01923
C01041,kupwara,Jammu and Kashmir,North,New Delhi,Nagpur,34.53193,74.26605
C01042,ladakh,Jammu and Kashmir,North,New Delhi,Nagpur,34.33333,77.41667
C01043,magam,Jammu and Kashmir,North,New Delhi,Nagpur,34.09256,74.59016
C01044,nawanshahr,Jammu and Kashmir,North,New Delhi,Nagpur,32.76505,74.52772
C01044,nawanshahr,Jammu and Kashmir,North,New Delhi,Nagpur,31.1245,76.11613
C01045,noria,Jammu and Kashmir,North,New Delhi,Nagpur,32.52095,74.79845
C01046,padam,Jammu and Kashmir,North,New Delhi,Nagpur,33.46659,76.88488
C01047,pahlgam,Jammu and Kashmir,North,New Delhi,Nagpur,34.01592,75.31899
C01048,parol,Jammu and Kashmir,North,New Delhi,Nagpur,32.34598,75.43441
C01049,pattan,Jammu and Kashmir,North,New Delhi,Nagpur,34.16125,74.55634
C01050,pulwama,Jammu and Kashmir,North,New Delhi,Nagpur,33.87405,74.89955
C01051,punch,Jammu and Kashmir,North,New Delhi,Nagpur,33.70178,74.19916
C01052,qazigund,Jammu and Kashmir,North,New Delhi,Nagpur,33.63828,75.14261
C01053,rajaori,Jammu and Kashmir,North,New Delhi,Nagpur,33.37526,74.3092
C01054,rajauri,Jammu and Kashmir,North,New Delhi,Nagpur,33.25,74.25
C01055,ramban,Jammu and Kashmir,North,New Delhi,Nagpur,33.32301,75.1861
C01056,ramgarh,Jammu and Kashmir,North,New Delhi,Nagpur,33.40379,74.22388
C01056,ramgarh,Jammu and Kashmir,North,New Delhi,Nagpur,23.63073,85.56057
C01056,ramgarh,Jammu and Kashmir,North,New Delhi,Nagpur,27.25097,75.17893
C01057,ramnagar,Jammu and Kashmir,North,New Delhi,Nagpur,27.16371,84.32342
C01057,ramnagar,Jammu and Kashmir,North,New Delhi,Nagpur,32.80728,75.31119
C01057,ramnagar,Jammu and Kashmir,North,New Delhi,Nagpur,25.26907,83.02971
C01057,ramnagar,Jammu and Kashmir,North,New Delhi,Nagpur,29.3925,79.1283
C01057,ramnagar,Jammu and Kashmir,North,New Delhi,Nagpur,22.77778,88.24639
C01058,riasi,Jammu and Kashmir,North,New Delhi,Nagpur,33.08115,74.83242
C01059,samba,Jammu and Kashmir,North,New Delhi,Nagpur,32.57523,75.10929
C01060,shupiyan,Jammu and Kashmir,North,New Delhi,Nagpur,33.73067,74.81869
C01061,sopur,Jammu and Kashmir,North,New Delhi,Nagpur,34.28671,74.47228
C01062,soyibug,Jammu and Kashmir,North,New Delhi,Nagpur,34.07677,74.7057
C01063,srinagar,Jammu and Kashmir,North,New Delhi,Nagpur,34.08565,74.80555
C01063,srinagar,Jammu and Kashmir,North,New Delhi,Nagpur,30.22243,78.78341
C01064,sumbal,Jammu and Kashmir,North,New Delhi,Nagpur,34.23072,74.6472
C01065,thang,Jammu and Kashmir,North,New Delhi,Nagpur,34.9274,76.79336
C01066,thanna mandi,Jammu and Kashmir,North,New Delhi,Nagpur,33.54204,74.381
C01067,tral,Jammu and Kashmir,North,New Delhi,Nagpur,33.92708,75.11585
C01068,tsrar sharif,Jammu and Kashmir,North,New Delhi,Nagpur,33.86319,74.76524
C01069,udhampur,Jammu and Kashmir,North,New Delhi,Nagpur,33.0,75.16667
C01070,uri,Jammu and Kashmir,North,New Delhi,Nagpur,34.08064,74.05088
C01071,bagra,Jharkhand,East,Kolkata,Nagpur,23.73333,86.31667
C01072,barka kana,Jharkhand,East,Kolkata,Nagpur,23.62118,85.46748
C01073,barki saria,Jharkhand,East,Kolkata,Nagpur,24.17594,85.88938
C01074,barwadih,Jharkhand,East,Kolkata,Nagpur,23.8478,84.11049
C01075,bhojudih,Jharkhand,East,Kolkata,Nagpur,23.63962,86.44105
C01076,bokaro,Jharkhand,East,Kolkata,Nagpur,23.68562,85.99026
C01077,bundu,Jharkhand,East,Kolkata,Nagpur,23.16095,85.59007
C01078,chaibasa,Jharkhand,East,Kolkata,Nagpur,22.55038,85.80249
C01079,chakradharpur,Jharkhand,East,Kolkata,Nagpur,22.67611,85.62892
C01080,chakulia,Jharkhand,East,Kolkata,Nagpur,22.48301,86.71793
C01081,chandil,Jharkhand,East,Kolkata,Nagpur,22.95745,86.05331
C01082,chas,Jharkhand,East,Kolkata,Nagpur,23.63556,86.16712
C01083,chatra,Jharkhand,East,Kolkata,Nagpur,24.20645,84.87085
C01084,chiria,Jharkhand,East,Kolkata,Nagpur,22.31093,85.27601
C01085,daltonganj,Jharkhand,East,Kolkata,Nagpur,24.03971,84.0658
C01086,deogarh,Jharkhand,East,Kolkata,Nagpur,24.44382,86.72607
C01086,deogarh,Jharkhand,East,Kolkata,Nagpur,21.53827,84.73337
C01086,deogarh,Jharkhand,East,Kolkata,Nagpur,24.526,78.238
C01087,dhanbad,Jharkhand,East,Kolkata,Nagpur,23.80199,86.44324
C01088,dhanwar,Jharkhand,East,Kolkata,Nagpur,24.41074,85.98183
C01089,dugda,Jharkhand,East,Kolkata,Nagpur,23.74516,86.17175
C01090,dumka,Jharkhand,East,Kolkata,Nagpur,24.3,87.25
C01091,garhwa,Jharkhand,East,Kolkata,Nagpur,24.07494,83.71023
C01091,garhwa,Jharkhand,East,Kolkata,Nagpur,24.18,83.82
C01092,ghatsila,Jharkhand,East,Kolkata,Nagpur,22.58531,86.47682
C01093,giridih,Jharkhand,East,Kolkata,Nagpur,24.25,85.91667
C01094,gobindpur,Jharkhand,East,Kolkata,Nagpur,22.63393,86.07162
C01095,godda,Jharkhand,East,Kolkata,Nagpur,24.83333,87.21667
C01096,gomoh,Jharkhand,East,Kolkata,Nagpur,23.87355,86.1516
C01097,gopinathpur,Jharkhand,East,Kolkata,Nagpur,22.66301,86.075
C01097,gopinathpur,Jharkhand,East,Kolkata,Nagpur,23.22,88.15
C01098,gua,Jharkhand,East,Kolkata,Nagpur,22.21361,85.38774
C01099,gumia,Jharkhand,East,Kolkata,Nagpur,23.7975,85.82523
C01100,gumla,Jharkhand,East,Kolkata,Nagpur,23.08055,84.53834
C01101,hazaribag,Jharkhand,East,Kolkata,Nagpur,24.0,85.25
C01102,hazaribagh,Jharkhand,East,Kolkata,Nagpur,23.99241,85.36162
C01103,hesla,Jharkhand,East,Kolkata,Nagpur,24.06313,85.87905
C01104,husainabad,Jharkhand,East,Kolkata,Nagpur,24.52849,84.0
C01105,jagannathpur,Jharkhand,East,Kolkata,Nagpur,22.22115,85.63917
