shipment_id,order_id,warehouse_code,warehouse_city,destination_city,destination_state,destination_region,nearest_warehouse,backup_warehouse,distance_km,distance_category,coverage_status,route_priority
SHP001277,ORD001277,AMD_RDC,ahmedabad,vadakku valliyur,Tamil Nadu,South,Chennai,Bengaluru,1788.35,Long Distance,Secondary,Low
SHP001278,ORD001278,HYD_RDC,hyderabad,kuchinda,Odisha,East,Kolkata,Nagpur,834.05,Long Distance,Secondary,Low
SHP001279,ORD001279,CCU_RDC,kolkata,faridnagar,Uttar Pradesh,North,New Delhi,Nagpur,1418.95,Long Distance,Secondary,Low
SHP001280,ORD001280,HYD_RDC,hyderabad,anakapalle,Andhra Pradesh,South,Hyderabad,Nagpur,507.5,Long Distance,Secondary,Low
SHP001281,ORD001281,BLR_RDC,bengaluru,kirakat,Uttar Pradesh,North,New Delhi,Nagpur,1610.65,Long Distance,Secondary,Low
SHP001282,ORD001282,NAG_NH,nagpur,morbi,Gujarat,West,Ahmedabad,Mumbai,939.74,Long Distance,Secondary,Low
SHP001283,ORD001283,NAG_NH,nagpur,chhata,Uttar Pradesh,North,New Delhi,Nagpur,823.77,Long Distance,Secondary,Low
SHP001284,ORD001284,DEL_RDC,new delhi,mehdawal,Uttar Pradesh,North,New Delhi,Nagpur,688.1,Long Distance,Secondary,Low
SHP001285,ORD001285,MUM_NH,mumbai,rabupura,Uttar Pradesh,North,New Delhi,Nagpur,1234.6,Long Distance,Secondary,Low
SHP001286,ORD001286,HYD_RDC,hyderabad,pipar,Rajasthan,West,Ahmedabad,Mumbai,1211.62,Long Distance,Secondary,Low
SHP001287,ORD001287,DEL_RDC,new delhi,devgadh bariya,Gujarat,West,Ahmedabad,Mumbai,820.65,Long Distance,Secondary,Low
SHP001288,ORD001288,HYD_RDC,hyderabad,gudibanda,Karnataka,South,Bengaluru,Hyderabad,437.17,Regional,Secondary,Medium
SHP001289,ORD001289,HYD_RDC,hyderabad,najibabad,Uttar Pradesh,North,New Delhi,Nagpur,1488.24,Long Distance,Secondary,Low
SHP001290,ORD001290,DEL_RDC,new delhi,shahpura,Madhya Pradesh,Central,Nagpur,Mumbai,732.98,Long Distance,Secondary,Low
SHP001291,ORD001291,BLR_RDC,bengaluru,delwada,Gujarat,West,Ahmedabad,Mumbai,1165.28,Long Distance,Secondary,Low
SHP001292,ORD001292,HYD_RDC,hyderabad,khamharia,Chhattisgarh,Central,Nagpur,Mumbai,598.12,Long Distance,Secondary,Low
SHP001293,ORD001293,NAG_NH,nagpur,alnavar,Karnataka,South,Bengaluru,Hyderabad,826.95,Long Distance,Secondary,Low
SHP001294,ORD001294,NAG_NH,nagpur,barkot,Uttarakhand,North,New Delhi,Nagpur,1202.57,Long Distance,Secondary,Low
SHP001295,ORD001295,CCU_RDC,kolkata,barwadih,Jharkhand,East,Kolkata,Nagpur,496.48,Regional,Secondary,Medium
SHP001296,ORD001296,CCU_RDC,kolkata,latur,Maharashtra,West,Mumbai,Nagpur,1375.46,Long Distance,Secondary,Low
SHP001297,ORD001297,CCU_RDC,kolkata,hunsur,Karnataka,South,Bengaluru,Hyderabad,1796.97,Long Distance,Secondary,Low
SHP001298,ORD001298,BLR_RDC,bengaluru,nangal,Punjab,North,New Delhi,Nagpur,2231.05,Long Distance,Secondary,Low
SHP001299,ORD001299,DEL_RDC,new delhi,omalur,Tamil Nadu,South,Chennai,Bengaluru,2015.2,Long Distance,Secondary,Low
SHP001300,ORD001300,MUM_NH,mumbai,bhanpura,Madhya Pradesh,Central,Nagpur,Mumbai,726.27,Long Distance,Secondary,Low
SHP001301,ORD001301,HYD_RDC,hyderabad,karajagi,Maharashtra,West,Mumbai,Nagpur,321.34,Regional,Secondary,Medium
SHP001302,ORD001302,MUM_NH,mumbai,kalamboli,Maharashtra,West,Mumbai,Nagpur,24.64,Local,Secondary,High
SHP001303,ORD001303,MUM_NH,mumbai,lucknow district,Uttar Pradesh,North,New Delhi,Nagpur,1295.81,Long Distance,Secondary,Low
SHP001304,ORD001304,NAG_NH,nagpur,meethari marwar,Rajasthan,West,Ahmedabad,Mumbai,926.28,Long Distance,Secondary,Low
SHP001305,ORD001305,HYD_RDC,hyderabad,singapur,Telangana,South,Hyderabad,Nagpur,38.14,Local,Secondary,High
SHP001306,ORD001306,NAG_NH,nagpur,hansi,Haryana,North,New Delhi,Nagpur,1039.2,Long Distance,Secondary,Low
SHP001307,ORD001307,AMD_RDC,ahmedabad,gopinathpur,Jharkhand,East,Kolkata,Nagpur,1502.09,Long Distance,Secondary,Low
SHP001308,ORD001308,MAA_RDC,chennai,nagla,Uttar Pradesh,North,New Delhi,Nagpur,1909.07,Long Distance,Secondary,Low
SHP001309,ORD001309,NAG_NH,nagpur,belda,West Bengal,East,Kolkata,Nagpur,926.83,Long Distance,Secondary,Low
SHP001310,ORD001310,CCU_RDC,kolkata,kolaras,Madhya Pradesh,Central,Nagpur,Mumbai,1237.75,Long Distance,Secondary,Low
SHP001311,ORD001311,AMD_RDC,ahmedabad,tulin,West Bengal,East,Kolkata,Nagpur,1482.55,Long Distance,Secondary,Low
SHP001312,ORD001312,AMD_RDC,ahmedabad,taranagar,Rajasthan,West,Ahmedabad,Mumbai,749.55,Long Distance,Secondary,Low
SHP001313,ORD001313,DEL_RDC,new delhi,kumhari,Chhattisgarh,Central,Nagpur,Mumbai,1023.98,Long Distance,Secondary,Low
SHP001314,ORD001314,AMD_RDC,ahmedabad,kotaparh,Chhattisgarh,Central,Nagpur,Mumbai,1178.94,Long Distance,Secondary,Low
SHP001315,ORD001315,DEL_RDC,new delhi,lavasa,Maharashtra,West,Mumbai,Nagpur,1311.36,Long Distance,Secondary,Low
SHP001316,ORD001316,MAA_RDC,chennai,parnera,Gujarat,West,Ahmedabad,Mumbai,1192.66,Long Distance,Secondary,Low
SHP001317,ORD001317,HYD_RDC,hyderabad,jyotiba phule nagar,Uttar Pradesh,North,New Delhi,Nagpur,1381.09,Long Distance,Secondary,Low
SHP001318,ORD001318,MAA_RDC,chennai,kharsundi,Maharashtra,West,Mumbai,Nagpur,784.94,Long Distance,Secondary,Low
SHP001319,ORD001319,CCU_RDC,kolkata,jasrana,Uttar Pradesh,North,New Delhi,Nagpur,1222.55,Long Distance,Secondary,Low
SHP001320,ORD001320,MUM_NH,mumbai,satna,Madhya Pradesh,Central,Nagpur,Mumbai,1113.67,Long Distance,Secondary,Low
SHP001321,ORD001321,BLR_RDC,bengaluru,chikkaballapur,Karnataka,South,Bengaluru,Hyderabad,72.92,Local,Secondary,High
SHP001322,ORD001322,NAG_NH,nagpur,kuzhithurai,Tamil Nadu,South,Chennai,Bengaluru,1495.04,Long Distance,Secondary,Low
SHP001323,ORD001323,DEL_RDC,new delhi,vaghodia ina,Gujarat,West,Ahmedabad,Mumbai,891.08,Long Distance,Secondary,Low
SHP001324,ORD001324,HYD_RDC,hyderabad,heggadadevankote,Karnataka,South,Bengaluru,Hyderabad,654.19,Long Distance,Secondary,Low
SHP001325,ORD001325,MUM_NH,mumbai,shamgarh,Madhya Pradesh,Central,Nagpur,Mumbai,685.37,Long Distance,Secondary,Low
SHP001326,ORD001326,BLR_RDC,bengaluru,kandhla,Uttar Pradesh,North,New Delhi,Nagpur,1960.37,Long Distance,Secondary,Low
SHP001327,ORD001327,CCU_RDC,kolkata,seohara,Uttar Pradesh,North,New Delhi,Nagpur,1363.67,Long Distance,Secondary,Low
SHP001328,ORD001328,MUM_NH,mumbai,anantnag,Jammu and Kashmir,North,New Delhi,Nagpur,1846.58,Long Distance,Secondary,Low
SHP001329,ORD001329,MAA_RDC,chennai,bodri,Madhya Pradesh,Central,Nagpur,Mumbai,1189.21,Long Distance,Secondary,Low
SHP001330,ORD001330,NAG_NH,nagpur,tarikere,Karnataka,South,Bengaluru,Hyderabad,941.67,Long Distance,Secondary,Low
SHP001331,ORD001331,AMD_RDC,ahmedabad,maurawan,Uttar Pradesh,North,New Delhi,Nagpur,1013.08,Long Distance,Secondary,Low
SHP001332,ORD001332,AMD_RDC,ahmedabad,ahmadpur,Maharashtra,West,Mumbai,Nagpur,706.73,Long Distance,Secondary,Low
SHP001333,ORD001333,BLR_RDC,bengaluru,dasuya,Punjab,North,New Delhi,Nagpur,2292.96,Long Distance,Secondary,Low
SHP001334,ORD001334,NAG_NH,nagpur,erattupetta,Kerala,South,Chennai,Bengaluru,1350.38,Long Distance,Secondary,Low
SHP001335,ORD001335,MUM_NH,mumbai,satana,Maharashtra,West,Mumbai,Nagpur,232.48,Regional,Secondary,Medium
SHP001336,ORD001336,MAA_RDC,chennai,wokha,Nagaland,North-East,Kolkata,Nagpur,2195.76,Long Distance,Secondary,Low
SHP001337,ORD001337,CCU_RDC,kolkata,akaltara,Chhattisgarh,Central,Nagpur,Mumbai,660.98,Long Distance,Secondary,Low
SHP001338,ORD001338,AMD_RDC,ahmedabad,marhaura,Bihar,East,Kolkata,Nagpur,1413.85,Long Distance,Secondary,Low
SHP001339,ORD001339,DEL_RDC,new delhi,dindori,Madhya Pradesh,Central,Nagpur,Mumbai,840.66,Long Distance,Secondary,Low
SHP001340,ORD001340,AMD_RDC,ahmedabad,waghai,Gujarat,West,Ahmedabad,Mumbai,289.08,Regional,Secondary,Medium
SHP001341,ORD001341,HYD_RDC,hyderabad,gosainganj,Uttar Pradesh,North,New Delhi,Nagpur,1167.47,Long Distance,Secondary,Low
SHP001342,ORD001342,HYD_RDC,hyderabad,saswad,Maharashtra,West,Mumbai,Nagpur,514.5,Long Distance,Secondary,Low
SHP001343,ORD001343,MUM_NH,mumbai,gariadhar,Gujarat,West,Ahmedabad,Mumbai,326.82,Regional,Secondary,Medium
SHP001344,ORD001344,DEL_RDC,new delhi,satrikh,Uttar Pradesh,North,New Delhi,Nagpur,495.28,Regional,Secondary,Medium
SHP001345,ORD001345,MUM_NH,mumbai,tulsipur,Uttar Pradesh,North,New Delhi,Nagpur,1476.72,Long Distance,Secondary,Low
SHP001346,ORD001346,NAG_NH,nagpur,kalanaur,Haryana,North,New Delhi,Nagpur,990.78,Long Distance,Secondary,Low
SHP001347,ORD001347,NAG_NH,nagpur,mahabubabad,Telangana,South,Hyderabad,Nagpur,430.87,Regional,Secondary,Medium
SHP001348,ORD001348,BLR_RDC,bengaluru,tehri,Uttarakhand,North,New Delhi,Nagpur,2099.69,Long Distance,Secondary,Low
SHP001349,ORD001349,MAA_RDC,chennai,ichchapuram,Andhra Pradesh,South,Hyderabad,Nagpur,853.75,Long Distance,Secondary,Low
SHP001350,ORD001350,MUM_NH,mumbai,firozpur jhirka,Haryana,North,New Delhi,Nagpur,1151.35,Long Distance,Secondary,Low
SHP001351,ORD001351,MUM_NH,mumbai,jagraon,Punjab,North,New Delhi,Nagpur,1470.29,Long Distance,Secondary,Low
SHP001352,ORD001352,BLR_RDC,bengaluru,saint thomas mount,Tamil Nadu,South,Chennai,Bengaluru,289.73,Regional,Secondary,Medium
SHP001353,ORD001353,MUM_NH,mumbai,cheyyur,Tamil Nadu,South,Chennai,Bengaluru,1110.66,Long Distance,Secondary,Low
SHP001354,ORD001354,DEL_RDC,new delhi,tehri-garhwal,Uttarakhand,North,New Delhi,Nagpur,287.6,Regional,Secondary,Medium
SHP001355,ORD001355,DEL_RDC,new delhi,north garo hills,Meghalaya,North-East,Kolkata,Nagpur,1529.71,Long Distance,Secondary,Low
SHP001356,ORD001356,NAG_NH,nagpur,virar,Maharashtra,West,Mumbai,Nagpur,726.62,Long Distance,Secondary,Low
SHP001357,ORD001357,CCU_RDC,kolkata,bijbehara,Jammu and Kashmir,North,New Delhi,Nagpur,2049.04,Long Distance,Secondary,Low
SHP001358,ORD001358,DEL_RDC,new delhi,nira narsingpur,Maharashtra,West,Mumbai,Nagpur,1314.71,Long Distance,Secondary,Low
SHP001359,ORD001359,DEL_RDC,new delhi,brahmapur,Odisha,East,Kolkata,Nagpur,1415.71,Long Distance,Secondary,Low
SHP001360,ORD001360,BLR_RDC,bengaluru,nagaon,Assam,North-East,Kolkata,Nagpur,2310.93,Long Distance,Secondary,Low
SHP001361,ORD001361,BLR_RDC,bengaluru,vasudevanallur,Tamil Nadu,South,Chennai,Bengaluru,423.74,Regional,Secondary,Medium
SHP001362,ORD001362,MAA_RDC,chennai,ghatkesar,Telangana,South,Hyderabad,Nagpur,533.97,Long Distance,Secondary,Low
SHP001363,ORD001363,CCU_RDC,kolkata,berhampore,West Bengal,East,Kolkata,Nagpur,189.23,Regional,Secondary,Medium
SHP001364,ORD001364,BLR_RDC,bengaluru,sabathu,Himachal Pradesh,North,New Delhi,Nagpur,2174.0,Long Distance,Secondary,Low
SHP001365,ORD001365,DEL_RDC,new delhi,phulera,Rajasthan,West,Ahmedabad,Mumbai,312.79,Regional,Secondary,Medium
SHP001366,ORD001366,AMD_RDC,ahmedabad,malaut,Punjab,North,New Delhi,Nagpur,920.09,Long Distance,Secondary,Low
SHP001367,ORD001367,NAG_NH,nagpur,ambala,Haryana,North,New Delhi,Nagpur,1161.28,Long Distance,Secondary,Low
SHP001368,ORD001368,BLR_RDC,bengaluru,radhanagari,Maharashtra,West,Mumbai,Nagpur,563.2,Long Distance,Secondary,Low
SHP001369,ORD001369,MUM_NH,mumbai,amritsar,Punjab,North,New Delhi,Nagpur,1571.74,Long Distance,Secondary,Low
SHP001370,ORD001370,MAA_RDC,chennai,waris aliganj,Bihar,East,Kolkata,Nagpur,1529.38,Long Distance,Secondary,Low
SHP001371,ORD001371,BLR_RDC,bengaluru,behror,Rajasthan,West,Ahmedabad,Mumbai,1784.37,Long Distance,Secondary,Low
SHP001372,ORD001372,MUM_NH,mumbai,achhnera,Uttar Pradesh,North,New Delhi,Nagpur,1122.15,Long Distance,Secondary,Low
SHP001373,ORD001373,MAA_RDC,chennai,rampur hat,West Bengal,East,Kolkata,Nagpur,1549.7,Long Distance,Secondary,Low
SHP001374,ORD001374,DEL_RDC,new delhi,beniganj,Uttar Pradesh,North,New Delhi,Nagpur,396.32,Regional,Secondary,Medium
SHP001375,ORD001375,MAA_RDC,chennai,nagapattinam,Tamil Nadu,South,Chennai,Bengaluru,261.63,Regional,Secondary,Medium
SHP001376,ORD001376,NAG_NH,nagpur,kodala,Odisha,East,Kolkata,Nagpur,676.47,Long Distance,Secondary,Low
SHP001377,ORD001377,AMD_RDC,ahmedabad,amet,Rajasthan,West,Ahmedabad,Mumbai,315.64,Regional,Secondary,Medium
SHP001378,ORD001378,CCU_RDC,kolkata,azamgarh,Uttar Pradesh,North,New Delhi,Nagpur,717.57,Long Distance,Secondary,Low
SHP001379,ORD001379,HYD_RDC,hyderabad,lower subansiri,Arunachal Pradesh,North-East,Kolkata,Nagpur,2121.06,Long Distance,Secondary,Low
SHP001380,ORD001380,NAG_NH,nagpur,tiruppalaikudi,Tamil Nadu,South,Chennai,Bengaluru,1341.85,Long Distance,Secondary,Low
SHP001381,ORD001381,NAG_NH,nagpur,nagpur,Maharashtra,West,Mumbai,Nagpur,0.0,Local,Secondary,High
SHP001382,ORD001382,DEL_RDC,new delhi,bishunpur urf maharajganj,Uttar Pradesh,North,New Delhi,Nagpur,720.48,Long Distance,Secondary,Low
SHP001383,ORD001383,NAG_NH,nagpur,limbdi,Gujarat,West,Ahmedabad,Mumbai,827.44,Long Distance,Secondary,Low
SHP001384,ORD001384,HYD_RDC,hyderabad,bhilai,Chhattisgarh,Central,Nagpur,Mumbai,559.56,Long Distance,Secondary,Low
SHP001385,ORD001385,CCU_RDC,kolkata,mahemdavad,Gujarat,West,Ahmedabad,Mumbai,1734.94,Long Distance,Secondary,Low
SHP001386,ORD001386,CCU_RDC,kolkata,tirur,Kerala,South,Chennai,Bengaluru,1935.1,Long Distance,Secondary,Low
SHP001387,ORD001387,DEL_RDC,new delhi,gonda,Uttar Pradesh,North,New Delhi,Nagpur,558.64,Long Distance,Secondary,Low
SHP001388,ORD001388,BLR_RDC,bengaluru,arumuganeri,Tamil Nadu,South,Chennai,Bengaluru,502.14,Long Distance,Secondary,Low
SHP001389,ORD001389,BLR_RDC,bengaluru,chittur,Kerala,South,Chennai,Bengaluru,275.11,Regional,Secondary,Medium
SHP001390,ORD001390,MAA_RDC,chennai,navapur,Maharashtra,West,Mumbai,Nagpur,1188.03,Long Distance,Secondary,Low
SHP001391,ORD001391,BLR_RDC,bengaluru,jaipur,Rajasthan,West,Ahmedabad,Mumbai,1676.36,Long Distance,Secondary,Low
SHP001392,ORD001392,AMD_RDC,ahmedabad,jaito,Punjab,North,New Delhi,Nagpur,961.41,Long Distance,Secondary,Low
SHP001393,ORD001393,MUM_NH,mumbai,sandur,Karnataka,South,Bengaluru,Hyderabad,618.1,Long Distance,Secondary,Low
SHP001394,ORD001394,MUM_NH,mumbai,nardana,Maharashtra,West,Mumbai,Nagpur,331.62,Regional,Secondary,Medium
SHP001395,ORD001395,AMD_RDC,ahmedabad,vaso,Gujarat,West,Ahmedabad,Mumbai,47.89,Local,Secondary,High
SHP001396,ORD001396,HYD_RDC,hyderabad,gajendragarh,Karnataka,South,Bengaluru,Hyderabad,336.52,Regional,Secondary,Medium
SHP001397,ORD001397,BLR_RDC,bengaluru,namakkal,Tamil Nadu,South,Chennai,Bengaluru,199.52,Regional,Secondary,Medium
SHP001398,ORD001398,MUM_NH,mumbai,maghar,Uttar Pradesh,North,New Delhi,Nagpur,1471.28,Long Distance,Secondary,Low
SHP001399,ORD001399,MUM_NH,mumbai,latur,Maharashtra,West,Mumbai,Nagpur,443.2,Regional,Secondary,Medium
SHP001400,ORD001400,NAG_NH,nagpur,vilattikulam,Tamil Nadu,South,Chennai,Bengaluru,1392.16,Long Distance,Secondary,Low
SHP001401,ORD001401,NAG_NH,nagpur,south andaman,Andaman and Nicobar Islands,East,Kolkata,Nagpur,1920.55,Long Distance,Secondary,Low
SHP001402,ORD001402,AMD_RDC,ahmedabad,sant kabir nagar,Uttar Pradesh,North,New Delhi,Nagpur,1251.47,Long Distance,Secondary,Low
SHP001403,ORD001403,MUM_NH,mumbai,tekanpur,Madhya Pradesh,Central,Nagpur,Mumbai,1028.77,Long Distance,Secondary,Low
SHP001404,ORD001404,DEL_RDC,new delhi,yavatmal,Maharashtra,West,Mumbai,Nagpur,1046.09,Long Distance,Secondary,Low
SHP001405,ORD001405,AMD_RDC,ahmedabad,garui,West Bengal,East,Kolkata,Nagpur,1760.9,Long Distance,Secondary,Low
SHP001406,ORD001406,HYD_RDC,hyderabad,krishna,Andhra Pradesh,South,Hyderabad,Nagpur,295.22,Regional,Secondary,Medium
SHP001407,ORD001407,CCU_RDC,kolkata,hardoi,Uttar Pradesh,North,New Delhi,Nagpur,1081.39,Long Distance,Secondary,Low
SHP001408,ORD001408,MAA_RDC,chennai,karbi anglong,Assam,North-East,Kolkata,Nagpur,2122.51,Long Distance,Secondary,Low
SHP001409,ORD001409,AMD_RDC,ahmedabad,worli,Maharashtra,West,Mumbai,Nagpur,480.87,Regional,Secondary,Medium
SHP001410,ORD001410,HYD_RDC,hyderabad,singarayakonda,Andhra Pradesh,South,Hyderabad,Nagpur,304.97,Regional,Secondary,Medium
SHP001411,ORD001411,NAG_NH,nagpur,payyannur,Kerala,South,Chennai,Bengaluru,1138.23,Long Distance,Secondary,Low
SHP001412,ORD001412,DEL_RDC,new delhi,jambusar,Gujarat,West,Ahmedabad,Mumbai,949.28,Long Distance,Secondary,Low
SHP001413,ORD001413,MAA_RDC,chennai,auraiya,Uttar Pradesh,North,New Delhi,Nagpur,1612.44,Long Distance,Secondary,Low
SHP001414,ORD001414,NAG_NH,nagpur,kuju,Jharkhand,East,Kolkata,Nagpur,779.81,Long Distance,Secondary,Low
SHP001415,ORD001415,CCU_RDC,kolkata,kandhamal,Odisha,East,Kolkata,Nagpur,552.27,Long Distance,Secondary,Low
SHP001416,ORD001416,MUM_NH,mumbai,kailaras,Madhya Pradesh,Central,Nagpur,Mumbai,1020.03,Long Distance,Secondary,Low
SHP001417,ORD001417,HYD_RDC,hyderabad,pattanamtitta,Kerala,South,Chennai,Bengaluru,944.57,Long Distance,Secondary,Low
SHP001418,ORD001418,MAA_RDC,chennai,karol bagh,Delhi,North,New Delhi,Nagpur,1893.04,Long Distance,Secondary,Low
SHP001419,ORD001419,HYD_RDC,hyderabad,akhnur,Jammu and Kashmir,North,New Delhi,Nagpur,1956.44,Long Distance,Secondary,Low
SHP001420,ORD001420,AMD_RDC,ahmedabad,gandhinagar,Gujarat,West,Ahmedabad,Mumbai,25.46,Local,Secondary,High
SHP001421,ORD001421,MUM_NH,mumbai,pauri,Uttarakhand,North,New Delhi,Nagpur,1509.75,Long Distance,Secondary,Low
SHP001422,ORD001422,BLR_RDC,bengaluru,nayagram community development block,West Bengal,East,Kolkata,Nagpur,1503.15,Long Distance,Secondary,Low
SHP001423,ORD001423,MUM_NH,mumbai,lormi,Chhattisgarh,Central,Nagpur,Mumbai,1053.08,Long Distance,Secondary,Low
SHP001424,ORD001424,CCU_RDC,kolkata,basi,Rajasthan,West,Ahmedabad,Mumbai,1465.6,Long Distance,Secondary,Low
SHP001425,ORD001425,NAG_NH,nagpur,malkera,Jharkhand,East,Kolkata,Nagpur,862.4,Long Distance,Secondary,Low
SHP001426,ORD001426,NAG_NH,nagpur,adirampattinam,Tamil Nadu,South,Chennai,Bengaluru,1252.35,Long Distance,Secondary,Low
SHP001427,ORD001427,MAA_RDC,chennai,devakottai,Tamil Nadu,South,Chennai,Bengaluru,391.91,Regional,Secondary,Medium
SHP001428,ORD001428,DEL_RDC,new delhi,naini tal,Uttarakhand,North,New Delhi,Nagpur,265.72,Regional,Secondary,Medium
SHP001429,ORD001429,HYD_RDC,hyderabad,thenkasi,Tamil Nadu,South,Chennai,Bengaluru,972.39,Long Distance,Secondary,Low
SHP001430,ORD001430,DEL_RDC,new delhi,karrapur,Madhya Pradesh,Central,Nagpur,Mumbai,610.18,Long Distance,Secondary,Low
SHP001431,ORD001431,DEL_RDC,new delhi,deoli,Delhi,North,New Delhi,Nagpur,16.9,Local,Secondary,High
SHP001432,ORD001432,CCU_RDC,kolkata,bhawanipur,Bihar,East,Kolkata,Nagpur,500.47,Long Distance,Secondary,Low
SHP001433,ORD001433,BLR_RDC,bengaluru,garhakota,Madhya Pradesh,Central,Nagpur,Mumbai,1281.65,Long Distance,Secondary,Low
SHP001434,ORD001434,HYD_RDC,hyderabad,daulatabad,Maharashtra,West,Mumbai,Nagpur,468.62,Regional,Secondary,Medium
SHP001435,ORD001435,MAA_RDC,chennai,yairipok,Manipur,North-East,Kolkata,Nagpur,2053.45,Long Distance,Secondary,Low
SHP001436,ORD001436,AMD_RDC,ahmedabad,lalganj,Bihar,East,Kolkata,Nagpur,1443.64,Long Distance,Secondary,Low
SHP001437,ORD001437,NAG_NH,nagpur,sanand,Gujarat,West,Ahmedabad,Mumbai,778.44,Long Distance,Secondary,Low
SHP001438,ORD001438,DEL_RDC,new delhi,sadat,Uttar Pradesh,North,New Delhi,Nagpur,771.64,Long Distance,Secondary,Low
SHP001439,ORD001439,HYD_RDC,hyderabad,gariaband,Chhattisgarh,Central,Nagpur,Mumbai,554.55,Long Distance,Secondary,Low
SHP001440,ORD001440,AMD_RDC,ahmedabad,halenda,Gujarat,West,Ahmedabad,Mumbai,204.92,Regional,Secondary,Medium
SHP001441,ORD001441,HYD_RDC,hyderabad,mannarakkat,Kerala,South,Chennai,Bengaluru,767.11,Long Distance,Secondary,Low
SHP001442,ORD001442,DEL_RDC,new delhi,pandhana,Madhya Pradesh,Central,Nagpur,Mumbai,861.26,Long Distance,Secondary,Low
SHP001443,ORD001443,NAG_NH,nagpur,seoni,Himachal Pradesh,North,New Delhi,Nagpur,1273.72,Long Distance,Secondary,Low
SHP001444,ORD001444,BLR_RDC,bengaluru,alandi,Maharashtra,West,Mumbai,Nagpur,778.09,Long Distance,Secondary,Low
SHP001445,ORD001445,BLR_RDC,bengaluru,needamangalam,Tamil Nadu,South,Chennai,Bengaluru,322.19,Regional,Secondary,Medium
SHP001446,ORD001446,MUM_NH,mumbai,kodagu,Karnataka,South,Bengaluru,Hyderabad,833.86,Long Distance,Secondary,Low
SHP001447,ORD001447,NAG_NH,nagpur,harchandpur,Uttar Pradesh,North,New Delhi,Nagpur,675.53,Long Distance,Secondary,Low
SHP001448,ORD001448,CCU_RDC,kolkata,bilaspur,Chhattisgarh,Central,Nagpur,Mumbai,690.94,Long Distance,Secondary,Low
SHP001449,ORD001449,MUM_NH,mumbai,ganpatipule,Maharashtra,West,Mumbai,Nagpur,229.84,Regional,Secondary,Medium
SHP001450,ORD001450,NAG_NH,nagpur,tohana,Haryana,North,New Delhi,Nagpur,1115.12,Long Distance,Secondary,Low
SHP001451,ORD001451,BLR_RDC,bengaluru,chakur,Maharashtra,West,Mumbai,Nagpur,646.13,Long Distance,Secondary,Low
SHP001452,ORD001452,CCU_RDC,kolkata,indragarh,Uttar Pradesh,North,New Delhi,Nagpur,1809.04,Long Distance,Secondary,Low
SHP001453,ORD001453,AMD_RDC,ahmedabad,koppa,Karnataka,South,Bengaluru,Hyderabad,1156.78,Long Distance,Secondary,Low
SHP001454,ORD001454,MAA_RDC,chennai,shergarh,Uttar Pradesh,North,New Delhi,Nagpur,1864.32,Long Distance,Secondary,Low
SHP001455,ORD001455,AMD_RDC,ahmedabad,gajendragarh,Karnataka,South,Bengaluru,Hyderabad,939.68,Long Distance,Secondary,Low
SHP001456,ORD001456,NAG_NH,nagpur,kantabanji,Odisha,East,Kolkata,Nagpur,434.56,Regional,Secondary,Medium
SHP001457,ORD001457,MAA_RDC,chennai,nalpur,West Bengal,East,Kolkata,Nagpur,1413.43,Long Distance,Secondary,Low
SHP001458,ORD001458,NAG_NH,nagpur,asansol,West Bengal,East,Kolkata,Nagpur,929.07,Long Distance,Secondary,Low
SHP001459,ORD001459,MAA_RDC,chennai,ganderbal,Jammu and Kashmir,North,New Delhi,Nagpur,2659.45,Long Distance,Secondary,Low
SHP001460,ORD001460,BLR_RDC,bengaluru,kyathampalle,Telangana,South,Hyderabad,Nagpur,784.13,Long Distance,Secondary,Low
SHP001461,ORD001461,BLR_RDC,bengaluru,alnavar,Karnataka,South,Bengaluru,Hyderabad,424.67,Regional,Secondary,Medium
SHP001462,ORD001462,DEL_RDC,new delhi,dongri,Maharashtra,West,Mumbai,Nagpur,1243.54,Long Distance,Secondary,Low
SHP001463,ORD001463,NAG_NH,nagpur,dalmau,Uttar Pradesh,North,New Delhi,Nagpur,635.77,Long Distance,Secondary,Low
SHP001464,ORD001464,CCU_RDC,kolkata,tikamgarh,Madhya Pradesh,Central,Nagpur,Mumbai,1091.65,Long Distance,Secondary,Low
SHP001465,ORD001465,MUM_NH,mumbai,macherla,Andhra Pradesh,South,Hyderabad,Nagpur,790.09,Long Distance,Secondary,Low
SHP001466,ORD001466,HYD_RDC,hyderabad,deogarh,Jharkhand,East,Kolkata,Nagpur,1247.57,Long Distance,Secondary,Low
SHP001467,ORD001467,BLR_RDC,bengaluru,malabar hill,Maharashtra,West,Mumbai,Nagpur,874.61,Long Distance,Secondary,Low
SHP001468,ORD001468,MAA_RDC,chennai,somvarpet,Karnataka,South,Bengaluru,Hyderabad,496.2,Regional,Secondary,Medium
SHP001469,ORD001469,NAG_NH,nagpur,dharampur,Gujarat,West,Ahmedabad,Mumbai,662.03,Long Distance,Secondary,Low
SHP001470,ORD001470,DEL_RDC,new delhi,kusmara,Uttar Pradesh,North,New Delhi,Nagpur,298.55,Regional,Secondary,Medium
SHP001471,ORD001471,NAG_NH,nagpur,pathakpura,Uttar Pradesh,North,New Delhi,Nagpur,695.77,Long Distance,Secondary,Low
SHP001472,ORD001472,DEL_RDC,new delhi,lalgola,West Bengal,East,Kolkata,Nagpur,1334.81,Long Distance,Secondary,Low
