shipment_id,order_id,warehouse_code,vehicle_id,vehicle_number,vehicle_type,payload_capacity_kg,shipment_quantity,decision_reason
SHP000842,ORD000842,CCU_RDC,VEH036,WB97SF6107,Medium Truck,7500,27,Upgraded Capacity
SHP000843,ORD000843,MAA_RDC,VEH034,TN17DM3705,Mini Truck,2000,21,Optimal
SHP000844,ORD000844,HYD_RDC,VEH029,TS65PD3646,Mini Truck,2000,12,Optimal
SHP000845,ORD000845,AMD_RDC,VEH018,GJ73WI9179,Mini Truck,2000,37,Optimal
SHP000846,ORD000846,HYD_RDC,VEH029,TS65PD3646,Mini Truck,2000,24,Optimal
SHP000847,ORD000847,MUM_NH,VEH003,MH76KA4582,Medium Truck,7500,2,Upgraded Capacity
SHP000848,ORD000848,HYD_RDC,VEH029,TS65PD3646,Mini Truck,2000,12,Optimal
SHP000849,ORD000849,HYD_RDC,VEH029,TS65PD3646,Mini Truck,2000,2,Optimal
SHP000850,ORD000850,BLR_RDC,VEH023,KA81ER2040,Mini Truck,2000,2,Optimal
SHP000851,ORD000851,BLR_RDC,VEH023,KA81ER2040,Mini Truck,2000,12,Optimal
SHP000852,ORD000852,NAG_NH,VEH008,MH45PU8527,Medium Truck,7500,95,Upgraded Capacity
SHP000853,ORD000853,HYD_RDC,VEH029,TS65PD3646,Mini Truck,2000,23,Optimal
SHP000854,ORD000854,CCU_RDC,VEH036,WB97SF6107,Medium Truck,7500,5,Upgraded Capacity
SHP000855,ORD000855,MUM_NH,VEH003,MH76KA4582,Medium Truck,7500,10,Upgraded Capacity
SHP000856,ORD000856,NAG_NH,VEH008,MH45PU8527,Medium Truck,7500,4,Upgraded Capacity
SHP000857,ORD000857,HYD_RDC,VEH029,TS65PD3646,Mini Truck,2000,34,Optimal
SHP000858,ORD000858,CCU_RDC,VEH036,WB97SF6107,Medium Truck,7500,7,Upgraded Capacity
SHP000859,ORD000859,MAA_RDC,VEH034,TN17DM3705,Mini Truck,2000,21,Optimal
SHP000860,ORD000860,CCU_RDC,VEH036,WB97SF6107,Medium Truck,7500,12,Upgraded Capacity
SHP000861,ORD000861,CCU_RDC,VEH036,WB97SF6107,Medium Truck,7500,2,Upgraded Capacity
SHP000862,ORD000862,AMD_RDC,VEH018,GJ73WI9179,Mini Truck,2000,19,Optimal
SHP000863,ORD000863,DEL_RDC,VEH014,DL88QP3803,Mini Truck,2000,3,Optimal
SHP000864,ORD000864,CCU_RDC,VEH036,WB97SF6107,Medium Truck,7500,32,Upgraded Capacity
SHP000865,ORD000865,DEL_RDC,VEH014,DL88QP3803,Mini Truck,2000,72,Optimal
SHP000866,ORD000866,MUM_NH,VEH003,MH76KA4582,Medium Truck,7500,86,Upgraded Capacity
SHP000867,ORD000867,HYD_RDC,VEH029,TS65PD3646,Mini Truck,2000,24,Optimal
SHP000868,ORD000868,MUM_NH,VEH003,MH76KA4582,Medium Truck,7500,1,Upgraded Capacity
SHP000869,ORD000869,MAA_RDC,VEH034,TN17DM3705,Mini Truck,2000,2,Optimal
SHP000870,ORD000870,NAG_NH,VEH008,MH45PU8527,Medium Truck,7500,15,Upgraded Capacity
SHP000871,ORD000871,MAA_RDC,VEH034,TN17DM3705,Mini Truck,2000,5,Optimal
SHP000872,ORD000872,MUM_NH,VEH003,MH76KA4582,Medium Truck,7500,82,Upgraded Capacity
SHP000873,ORD000873,BLR_RDC,VEH023,KA81ER2040,Mini Truck,2000,43,Optimal
SHP000874,ORD000874,BLR_RDC,VEH023,KA81ER2040,Mini Truck,2000,1,Optimal
SHP000875,ORD000875,NAG_NH,VEH008,MH45PU8527,Medium Truck,7500,5,Upgraded Capacity
SHP000876,ORD000876,MUM_NH,VEH003,MH76KA4582,Medium Truck,7500,1,Upgraded Capacity
SHP000877,ORD000877,DEL_RDC,VEH014,DL88QP3803,Mini Truck,2000,27,Optimal
SHP000878,ORD000878,DEL_RDC,VEH014,DL88QP3803,Mini Truck,2000,45,Optimal
SHP000879,ORD000879,CCU_RDC,VEH036,WB97SF6107,Medium Truck,7500,26,Upgraded Capacity
SHP000880,ORD000880,DEL_RDC,VEH014,DL88QP3803,Mini Truck,2000,8,Optimal
SHP000881,ORD000881,MAA_RDC,VEH034,TN17DM3705,Mini Truck,2000,38,Optimal
SHP000882,ORD000882,NAG_NH,VEH008,MH45PU8527,Medium Truck,7500,3,Upgraded Capacity
SHP000883,ORD000883,MUM_NH,VEH003,MH76KA4582,Medium Truck,7500,20,Upgraded Capacity
SHP000884,ORD000884,MAA_RDC,VEH034,TN17DM3705,Mini Truck,2000,79,Optimal
SHP000885,ORD000885,BLR_RDC,VEH023,KA81ER2040,Mini Truck,2000,21,Optimal
SHP000886,ORD000886,DEL_RDC,VEH014,DL88QP3803,Mini Truck,2000,7,Optimal
SHP000887,ORD000887,MUM_NH,VEH003,MH76KA4582,Medium Truck,7500,53,Upgraded Capacity
SHP000888,ORD000888,NAG_NH,VEH008,MH45PU8527,Medium Truck,7500,18,Upgraded Capacity
SHP000889,ORD000889,NAG_NH,VEH008,MH45PU8527,Medium Truck,7500,31,Upgraded Capacity
SHP000890,ORD000890,DEL_RDC,VEH014,DL88QP3803,Mini Truck,2000,9,Optimal
SHP000891,ORD000891,MAA_RDC,VEH034,TN17DM3705,Mini Truck,2000,1,Optimal
SHP000892,ORD000892,DEL_RDC,VEH014,DL88QP3803,Mini Truck,2000,31,Optimal
SHP000893,ORD000893,NAG_NH,VEH008,MH45PU8527,Medium Truck,7500,22,Upgraded Capacity
SHP000894,ORD000894,AMD_RDC,VEH018,GJ73WI9179,Mini Truck,2000,8,Optimal
SHP000895,ORD000895,AMD_RDC,VEH018,GJ73WI9179,Mini Truck,2000,43,Optimal
SHP000896,ORD000896,DEL_RDC,VEH014,DL88QP3803,Mini Truck,2000,13,Optimal
SHP000897,ORD000897,CCU_RDC,VEH036,WB97SF6107,Medium Truck,7500,6,Upgraded Capacity
SHP000898,ORD000898,HYD_RDC,VEH029,TS65PD3646,Mini Truck,2000,30,Optimal
SHP000899,ORD000899,NAG_NH,VEH008,MH45PU8527,Medium Truck,7500,4,Upgraded Capacity
SHP000900,ORD000900,NAG_NH,VEH008,MH45PU8527,Medium Truck,7500,6,Upgraded Capacity
SHP000901,ORD000901,BLR_RDC,VEH023,KA81ER2040,Mini Truck,2000,19,Optimal
SHP000902,ORD000902,CCU_RDC,VEH036,WB97SF6107,Medium Truck,7500,34,Upgraded Capacity
SHP000903,ORD000903,MUM_NH,VEH003,MH76KA4582,Medium Truck,7500,61,Upgraded Capacity
SHP000904,ORD000904,AMD_RDC,VEH018,GJ73WI9179,Mini Truck,2000,58,Optimal
SHP000905,ORD000905,CCU_RDC,VEH036,WB97SF6107,Medium Truck,7500,37,Upgraded Capacity
SHP000906,ORD000906,MUM_NH,VEH003,MH76KA4582,Medium Truck,7500,15,Upgraded Capacity
SHP000907,ORD000907,MUM_NH,VEH003,MH76KA4582,Medium Truck,7500,9,Upgraded Capacity
SHP000908,ORD000908,AMD_RDC,VEH018,GJ73WI9179,Mini Truck,2000,14,Optimal
SHP000909,ORD000909,NAG_NH,VEH008,MH45PU8527,Medium Truck,7500,3,Upgraded Capacity
SHP000910,ORD000910,HYD_RDC,VEH029,TS65PD3646,Mini Truck,2000,25,Optimal
SHP000911,ORD000911,MUM_NH,VEH003,MH76KA4582,Medium Truck,7500,3,Upgraded Capacity
SHP000912,ORD000912,AMD_RDC,VEH018,GJ73WI9179,Mini Truck,2000,40,Optimal
SHP000913,ORD000913,AMD_RDC,VEH018,GJ73WI9179,Mini Truck,2000,14,Optimal
SHP000914,ORD000914,DEL_RDC,VEH014,DL88QP3803,Mini Truck,2000,7,Optimal
SHP000915,ORD000915,MAA_RDC,VEH034,TN17DM3705,Mini Truck,2000,51,Optimal
SHP000916,ORD000916,HYD_RDC,VEH029,TS65PD3646,Mini Truck,2000,9,Optimal
SHP000917,ORD000917,NAG_NH,VEH008,MH45PU8527,Medium Truck,7500,20,Upgraded Capacity
SHP000918,ORD000918,NAG_NH,VEH008,MH45PU8527,Medium Truck,7500,26,Upgraded Capacity
SHP000919,ORD000919,CCU_RDC,VEH036,WB97SF6107,Medium Truck,7500,26,Upgraded Capacity
SHP000920,ORD000920,MAA_RDC,VEH034,TN17DM3705,Mini Truck,2000,8,Optimal
SHP000921,ORD000921,MUM_NH,VEH003,MH76KA4582,Medium Truck,7500,1,Upgraded Capacity
SHP000922,ORD000922,BLR_RDC,VEH023,KA81ER2040,Mini Truck,2000,54,Optimal
SHP000923,ORD000923,DEL_RDC,VEH014,DL88QP3803,Mini Truck,2000,112,Optimal
SHP000924,ORD000924,MUM_NH,VEH003,MH76KA4582,Medium Truck,7500,114,Upgraded Capacity
SHP000925,ORD000925,AMD_RDC,VEH018,GJ73WI9179,Mini Truck,2000,78,Optimal
SHP000926,ORD000926,DEL_RDC,VEH014,DL88QP3803,Mini Truck,2000,28,Optimal
SHP000927,ORD000927,NAG_NH,VEH008,MH45PU8527,Medium Truck,7500,24,Upgraded Capacity
SHP000928,ORD000928,BLR_RDC,VEH023,KA81ER2040,Mini Truck,2000,20,Optimal
SHP000929,ORD000929,HYD_RDC,VEH029,TS65PD3646,Mini Truck,2000,13,Optimal
SHP000930,ORD000930,DEL_RDC,VEH014,DL88QP3803,Mini Truck,2000,25,Optimal
SHP000931,ORD000931,MAA_RDC,VEH034,TN17DM3705,Mini Truck,2000,30,Optimal
SHP000932,ORD000932,NAG_NH,VEH008,MH45PU8527,Medium Truck,7500,9,Upgraded Capacity
SHP000933,ORD000933,HYD_RDC,VEH029,TS65PD3646,Mini Truck,2000,41,Optimal
SHP000934,ORD000934,CCU_RDC,VEH036,WB97SF6107,Medium Truck,7500,48,Upgraded Capacity
SHP000935,ORD000935,DEL_RDC,VEH014,DL88QP3803,Mini Truck,2000,61,Optimal
SHP000936,ORD000936,HYD_RDC,VEH029,TS65PD3646,Mini Truck,2000,11,Optimal
SHP000937,ORD000937,DEL_RDC,VEH014,DL88QP3803,Mini Truck,2000,2,Optimal
SHP000938,ORD000938,MUM_NH,VEH003,MH76KA4582,Medium Truck,7500,14,Upgraded Capacity
SHP000939,ORD000939,HYD_RDC,VEH029,TS65PD3646,Mini Truck,2000,14,Optimal
SHP000940,ORD000940,NAG_NH,VEH008,MH45PU8527,Medium Truck,7500,1,Upgraded Capacity
SHP000941,ORD000941,CCU_RDC,VEH036,WB97SF6107,Medium Truck,7500,83,Upgraded Capacity
SHP000942,ORD000942,MUM_NH,VEH003,MH76KA4582,Medium Truck,7500,33,Upgraded Capacity
SHP000943,ORD000943,CCU_RDC,VEH036,WB97SF6107,Medium Truck,7500,42,Upgraded Capacity
SHP000944,ORD000944,HYD_RDC,VEH029,TS65PD3646,Mini Truck,2000,30,Optimal
SHP000945,ORD000945,CCU_RDC,VEH036,WB97SF6107,Medium Truck,7500,22,Upgraded Capacity
SHP000946,ORD000946,BLR_RDC,VEH023,KA81ER2040,Mini Truck,2000,4,Optimal
SHP000947,ORD000947,NAG_NH,VEH008,MH45PU8527,Medium Truck,7500,5,Upgraded Capacity
SHP000948,ORD000948,BLR_RDC,VEH023,KA81ER2040,Mini Truck,2000,39,Optimal
SHP000949,ORD000949,HYD_RDC,VEH029,TS65PD3646,Mini Truck,2000,22,Optimal
SHP000950,ORD000950,CCU_RDC,VEH036,WB97SF6107,Medium Truck,7500,17,Upgraded Capacity
SHP000951,ORD000951,NAG_NH,VEH008,MH45PU8527,Medium Truck,7500,25,Upgraded Capacity
SHP000952,ORD000952,CCU_RDC,VEH036,WB97SF6107,Medium Truck,7500,8,Upgraded Capacity
SHP000953,ORD000953,CCU_RDC,VEH036,WB97SF6107,Medium Truck,7500,11,Upgraded Capacity
SHP000954,ORD000954,CCU_RDC,VEH036,WB97SF6107,Medium Truck,7500,16,Upgraded Capacity
SHP000955,ORD000955,MAA_RDC,VEH034,TN17DM3705,Mini Truck,2000,13,Optimal
SHP000956,ORD000956,NAG_NH,VEH008,MH45PU8527,Medium Truck,7500,53,Upgraded Capacity
SHP000957,ORD000957,NAG_NH,VEH008,MH45PU8527,Medium Truck,7500,4,Upgraded Capacity
SHP000958,ORD000958,HYD_RDC,VEH029,TS65PD3646,Mini Truck,2000,22,Optimal
SHP000959,ORD000959,MUM_NH,VEH003,MH76KA4582,Medium Truck,7500,72,Upgraded Capacity
SHP000960,ORD000960,AMD_RDC,VEH018,GJ73WI9179,Mini Truck,2000,5,Optimal
SHP000961,ORD000961,MAA_RDC,VEH034,TN17DM3705,Mini Truck,2000,44,Optimal
SHP000962,ORD000962,MUM_NH,VEH003,MH76KA4582,Medium Truck,7500,6,Upgraded Capacity
SHP000963,ORD000963,HYD_RDC,VEH029,TS65PD3646,Mini Truck,2000,24,Optimal
SHP000964,ORD000964,BLR_RDC,VEH023,KA81ER2040,Mini Truck,2000,4,Optimal
SHP000965,ORD000965,NAG_NH,VEH008,MH45PU8527,Medium Truck,7500,19,Upgraded Capacity
SHP000966,ORD000966,MUM_NH,VEH003,MH76KA4582,Medium Truck,7500,129,Upgraded Capacity
SHP000967,ORD000967,BLR_RDC,VEH023,KA81ER2040,Mini Truck,2000,39,Optimal
SHP000968,ORD000968,CCU_RDC,VEH036,WB97SF6107,Medium Truck,7500,7,Upgraded Capacity
SHP000969,ORD000969,MUM_NH,VEH003,MH76KA4582,Medium Truck,7500,37,Upgraded Capacity
SHP000970,ORD000970,MAA_RDC,VEH034,TN17DM3705,Mini Truck,2000,16,Optimal
SHP000971,ORD000971,AMD_RDC,VEH018,GJ73WI9179,Mini Truck,2000,41,Optimal
SHP000972,ORD000972,BLR_RDC,VEH023,KA81ER2040,Mini Truck,2000,14,Optimal
SHP000973,ORD000973,BLR_RDC,VEH023,KA81ER2040,Mini Truck,2000,63,Optimal
SHP000974,ORD000974,DEL_RDC,VEH014,DL88QP3803,Mini Truck,2000,82,Optimal
SHP000975,ORD000975,NAG_NH,VEH008,MH45PU8527,Medium Truck,7500,4,Upgraded Capacity
SHP000976,ORD000976,CCU_RDC,VEH036,WB97SF6107,Medium Truck,7500,24,Upgraded Capacity
SHP000977,ORD000977,MAA_RDC,VEH034,TN17DM3705,Mini Truck,2000,25,Optimal
SHP000978,ORD000978,HYD_RDC,VEH029,TS65PD3646,Mini Truck,2000,16,Optimal
SHP000979,ORD000979,DEL_RDC,VEH014,DL88QP3803,Mini Truck,2000,9,Optimal
SHP000980,ORD000980,MAA_RDC,VEH034,TN17DM3705,Mini Truck,2000,10,Optimal
SHP000981,ORD000981,BLR_RDC,VEH023,KA81ER2040,Mini Truck,2000,19,Optimal
SHP000982,ORD000982,NAG_NH,VEH008,MH45PU8527,Medium Truck,7500,34,Upgraded Capacity
SHP000983,ORD000983,DEL_RDC,VEH014,DL88QP3803,Mini Truck,2000,22,Optimal
SHP000984,ORD000984,MUM_NH,VEH003,MH76KA4582,Medium Truck,7500,11,Upgraded Capacity
SHP000985,ORD000985,DEL_RDC,VEH014,DL88QP3803,Mini Truck,2000,94,Optimal
SHP000986,ORD000986,BLR_RDC,VEH023,KA81ER2040,Mini Truck,2000,76,Optimal
SHP000987,ORD000987,NAG_NH,VEH008,MH45PU8527,Medium Truck,7500,92,Upgraded Capacity
SHP000988,ORD000988,NAG_NH,VEH008,MH45PU8527,Medium Truck,7500,17,Upgraded Capacity
SHP000989,ORD000989,NAG_NH,VEH008,MH45PU8527,Medium Truck,7500,4,Upgraded Capacity
SHP000990,ORD000990,NAG_NH,VEH008,MH45PU8527,Medium Truck,7500,4,Upgraded Capacity
SHP000991,ORD000991,AMD_RDC,VEH018,GJ73WI9179,Mini Truck,2000,25,Optimal
SHP000992,ORD000992,BLR_RDC,VEH023,KA81ER2040,Mini Truck,2000,10,Optimal
SHP000993,ORD000993,HYD_RDC,VEH029,TS65PD3646,Mini Truck,2000,2,Optimal
SHP000994,ORD000994,BLR_RDC,VEH023,KA81ER2040,Mini Truck,2000,11,Optimal
SHP000995,ORD000995,AMD_RDC,VEH018,GJ73WI9179,Mini Truck,2000,23,Optimal
SHP000996,ORD000996,BLR_RDC,VEH023,KA81ER2040,Mini Truck,2000,16,Optimal
SHP000997,ORD000997,MUM_NH,VEH003,MH76KA4582,Medium Truck,7500,51,Upgraded Capacity
SHP000998,ORD000998,CCU_RDC,VEH036,WB97SF6107,Medium Truck,7500,14,Upgraded Capacity
SHP000999,ORD000999,AMD_RDC,VEH018,GJ73WI9179,Mini Truck,2000,53,Optimal
SHP001000,ORD001000,CCU_RDC,VEH036,WB97SF6107,Medium Truck,7500,32,Upgraded Capacity
SHP001001,ORD001001,HYD_RDC,VEH029,TS65PD3646,Mini Truck,2000,16,Optimal
SHP001002,ORD001002,AMD_RDC,VEH018,GJ73WI9179,Mini Truck,2000,4,Optimal
SHP001003,ORD001003,AMD_RDC,VEH018,GJ73WI9179,Mini Truck,2000,122,Optimal
SHP001004,ORD001004,MUM_NH,VEH003,MH76KA4582,Medium Truck,7500,13,Upgraded Capacity
SHP001005,ORD001005,DEL_RDC,VEH014,DL88QP3803,Mini Truck,2000,38,Optimal
SHP001006,ORD001006,NAG_NH,VEH008,MH45PU8527,Medium Truck,7500,12,Upgraded Capacity
SHP001007,ORD001007,DEL_RDC,VEH014,DL88QP3803,Mini Truck,2000,21,Optimal
SHP001008,ORD001008,BLR_RDC,VEH023,KA81ER2040,Mini Truck,2000,1,Optimal
SHP001009,ORD001009,HYD_RDC,VEH029,TS65PD3646,Mini Truck,2000,43,Optimal
SHP001010,ORD001010,MAA_RDC,VEH034,TN17DM3705,Mini Truck,2000,24,Optimal
SHP001011,ORD001011,NAG_NH,VEH008,MH45PU8527,Medium Truck,7500,2,Upgraded Capacity
SHP001012,ORD001012,DEL_RDC,VEH014,DL88QP3803,Mini Truck,2000,25,Optimal
SHP001013,ORD001013,NAG_NH,VEH008,MH45PU8527,Medium Truck,7500,7,Upgraded Capacity
SHP001014,ORD001014,DEL_RDC,VEH014,DL88QP3803,Mini Truck,2000,47,Optimal
SHP001015,ORD001015,DEL_RDC,VEH014,DL88QP3803,Mini Truck,2000,62,Optimal
SHP001016,ORD001016,HYD_RDC,VEH029,TS65PD3646,Mini Truck,2000,10,Optimal
SHP001017,ORD001017,DEL_RDC,VEH014,DL88QP3803,Mini Truck,2000,111,Optimal
SHP001018,ORD001018,MAA_RDC,VEH034,TN17DM3705,Mini Truck,2000,63,Optimal
SHP001019,ORD001019,NAG_NH,VEH008,MH45PU8527,Medium Truck,7500,1,Upgraded Capacity
SHP001020,ORD001020,MUM_NH,VEH003,MH76KA4582,Medium Truck,7500,23,Upgraded Capacity
SHP001021,ORD001021,MUM_NH,VEH003,MH76KA4582,Medium Truck,7500,148,Upgraded Capacity
SHP001022,ORD001022,MUM_NH,VEH003,MH76KA4582,Medium Truck,7500,133,Upgraded Capacity
SHP001023,ORD001023,NAG_NH,VEH008,MH45PU8527,Medium Truck,7500,7,Upgraded Capacity
SHP001024,ORD001024,DEL_RDC,VEH014,DL88QP3803,Mini Truck,2000,62,Optimal
SHP001025,ORD001025,HYD_RDC,VEH029,TS65PD3646,Mini Truck,2000,7,Optimal
SHP001026,ORD001026,CCU_RDC,VEH036,WB97SF6107,Medium Truck,7500,1,Upgraded Capacity
SHP001027,ORD001027,MAA_RDC,VEH034,TN17DM3705,Mini Truck,2000,16,Optimal
SHP001028,ORD001028,NAG_NH,VEH008,MH45PU8527,Medium Truck,7500,21,Upgraded Capacity
SHP001029,ORD001029,MAA_RDC,VEH034,TN17DM3705,Mini Truck,2000,33,Optimal
SHP001030,ORD001030,NAG_NH,VEH008,MH45PU8527,Medium Truck,7500,13,Upgraded Capacity
SHP001031,ORD001031,CCU_RDC,VEH036,WB97SF6107,Medium Truck,7500,74,Upgraded Capacity
SHP001032,ORD001032,BLR_RDC,VEH023,KA81ER2040,Mini Truck,2000,11,Optimal
SHP001033,ORD001033,BLR_RDC,VEH023,KA81ER2040,Mini Truck,2000,2,Optimal
SHP001034,ORD001034,MUM_NH,VEH003,MH76KA4582,Medium Truck,7500,18,Upgraded Capacity
SHP001035,ORD001035,MAA_RDC,VEH034,TN17DM3705,Mini Truck,2000,20,Optimal
SHP001036,ORD001036,MUM_NH,VEH003,MH76KA4582,Medium Truck,7500,117,Upgraded Capacity
SHP001037,ORD001037,NAG_NH,VEH008,MH45PU8527,Medium Truck,7500,28,Upgraded Capacity
SHP001038,ORD001038,MAA_RDC,VEH034,TN17DM3705,Mini Truck,2000,20,Optimal
SHP001039,ORD001039,CCU_RDC,VEH036,WB97SF6107,Medium Truck,7500,29,Upgraded Capacity
SHP001040,ORD001040,CCU_RDC,VEH036,WB97SF6107,Medium Truck,7500,29,Upgraded Capacity
SHP001041,ORD001041,NAG_NH,VEH008,MH45PU8527,Medium Truck,7500,19,Upgraded Capacity
SHP001042,ORD001042,BLR_RDC,VEH023,KA81ER2040,Mini Truck,2000,2,Optimal
SHP001043,ORD001043,MUM_NH,VEH003,MH76KA4582,Medium Truck,7500,105,Upgraded Capacity
SHP001044,ORD001044,BLR_RDC,VEH023,KA81ER2040,Mini Truck,2000,7,Optimal
SHP001045,ORD001045,MAA_RDC,VEH034,TN17DM3705,Mini Truck,2000,101,Optimal
SHP001046,ORD001046,BLR_RDC,VEH023,KA81ER2040,Mini Truck,2000,27,Optimal
SHP001047,ORD001047,BLR_RDC,VEH023,KA81ER2040,Mini Truck,2000,16,Optimal
SHP001048,ORD001048,HYD_RDC,VEH029,TS65PD3646,Mini Truck,2000,5,Optimal
SHP001049,ORD001049,NAG_NH,VEH008,MH45PU8527,Medium Truck,7500,95,Upgraded Capacity
SHP001050,ORD001050,MAA_RDC,VEH034,TN17DM3705,Mini Truck,2000,31,Optimal
SHP001051,ORD001051,HYD_RDC,VEH029,TS65PD3646,Mini Truck,2000,2,Optimal
SHP001052,ORD001052,MUM_NH,VEH003,MH76KA4582,Medium Truck,7500,77,Upgraded Capacity
SHP001053,ORD001053,DEL_RDC,VEH014,DL88QP3803,Mini Truck,2000,27,Optimal
SHP001054,ORD001054,NAG_NH,VEH008,MH45PU8527,Medium Truck,7500,71,Upgraded Capacity
SHP001055,ORD001055,DEL_RDC,VEH014,DL88QP3803,Mini Truck,2000,18,Optimal
SHP001056,ORD001056,MAA_RDC,VEH034,TN17DM3705,Mini Truck,2000,96,Optimal
SHP001057,ORD001057,CCU_RDC,VEH036,WB97SF6107,Medium Truck,7500,41,Upgraded Capacity
SHP001058,ORD001058,NAG_NH,VEH008,MH45PU8527,Medium Truck,7500,2,Upgraded Capacity
SHP001059,ORD001059,MUM_NH,VEH003,MH76KA4582,Medium Truck,7500,45,Upgraded Capacity
SHP001060,ORD001060,BLR_RDC,VEH023,KA81ER2040,Mini Truck,2000,12,Optimal
SHP001061,ORD001061,AMD_RDC,VEH018,GJ73WI9179,Mini Truck,2000,11,Optimal
SHP001062,ORD001062,DEL_RDC,VEH014,DL88QP3803,Mini Truck,2000,36,Optimal
SHP001063,ORD001063,AMD_RDC,VEH018,GJ73WI9179,Mini Truck,2000,27,Optimal
SHP001064,ORD001064,BLR_RDC,VEH023,KA81ER2040,Mini Truck,2000,1,Optimal
SHP001065,ORD001065,AMD_RDC,VEH018,GJ73WI9179,Mini Truck,2000,19,Optimal
SHP001066,ORD001066,BLR_RDC,VEH023,KA81ER2040,Mini Truck,2000,9,Optimal
SHP001067,ORD001067,BLR_RDC,VEH023,KA81ER2040,Mini Truck,2000,10,Optimal
SHP001068,ORD001068,NAG_NH,VEH008,MH45PU8527,Medium Truck,7500,97,Upgraded Capacity
SHP001069,ORD001069,NAG_NH,VEH008,MH45PU8527,Medium Truck,7500,14,Upgraded Capacity
SHP001070,ORD001070,NAG_NH,VEH008,MH45PU8527,Medium Truck,7500,15,Upgraded Capacity
SHP001071,ORD001071,HYD_RDC,VEH029,TS65PD3646,Mini Truck,2000,17,Optimal
SHP001072,ORD001072,MAA_RDC,VEH034,TN17DM3705,Mini Truck,2000,7,Optimal
SHP001073,ORD001073,MUM_NH,VEH003,MH76KA4582,Medium Truck,7500,11,Upgraded Capacity
SHP001074,ORD001074,CCU_RDC,VEH036,WB97SF6107,Medium Truck,7500,17,Upgraded Capacity
SHP001075,ORD001075,DEL_RDC,VEH014,DL88QP3803,Mini Truck,2000,107,Optimal
SHP001076,ORD001076,HYD_RDC,VEH029,TS65PD3646,Mini Truck,2000,48,Optimal
SHP001077,ORD001077,AMD_RDC,VEH018,GJ73WI9179,Mini Truck,2000,13,Optimal
SHP001078,ORD001078,NAG_NH,VEH008,MH45PU8527,Medium Truck,7500,6,Upgraded Capacity
SHP001079,ORD001079,MUM_NH,VEH003,MH76KA4582,Medium Truck,7500,66,Upgraded Capacity
SHP001080,ORD001080,HYD_RDC,VEH029,TS65PD3646,Mini Truck,2000,9,Optimal
SHP001081,ORD001081,DEL_RDC,VEH014,DL88QP3803,Mini Truck,2000,75,Optimal
SHP001082,ORD001082,NAG_NH,VEH008,MH45PU8527,Medium Truck,7500,46,Upgraded Capacity
SHP001083,ORD001083,NAG_NH,VEH008,MH45PU8527,Medium Truck,7500,77,Upgraded Capacity
SHP001084,ORD001084,MUM_NH,VEH003,MH76KA4582,Medium Truck,7500,10,Upgraded Capacity
SHP001085,ORD001085,HYD_RDC,VEH029,TS65PD3646,Mini Truck,2000,2,Optimal
SHP001086,ORD001086,AMD_RDC,VEH018,GJ73WI9179,Mini Truck,2000,12,Optimal
SHP001087,ORD001087,MAA_RDC,VEH034,TN17DM3705,Mini Truck,2000,14,Optimal
SHP001088,ORD001088,BLR_RDC,VEH023,KA81ER2040,Mini Truck,2000,23,Optimal
SHP001089,ORD001089,AMD_RDC,VEH018,GJ73WI9179,Mini Truck,2000,22,Optimal
SHP001090,ORD001090,BLR_RDC,VEH023,KA81ER2040,Mini Truck,2000,17,Optimal
SHP001091,ORD001091,NAG_NH,VEH008,MH45PU8527,Medium Truck,7500,1,Upgraded Capacity
SHP001092,ORD001092,AMD_RDC,VEH018,GJ73WI9179,Mini Truck,2000,16,Optimal
SHP001093,ORD001093,BLR_RDC,VEH023,KA81ER2040,Mini Truck,2000,3,Optimal
SHP001094,ORD001094,CCU_RDC,VEH036,WB97SF6107,Medium Truck,7500,7,Upgraded Capacity
SHP001095,ORD001095,MUM_NH,VEH003,MH76KA4582,Medium Truck,7500,7,Upgraded Capacity
SHP001096,ORD001096,NAG_NH,VEH008,MH45PU8527,Medium Truck,7500,15,Upgraded Capacity
SHP001097,ORD001097,CCU_RDC,VEH036,WB97SF6107,Medium Truck,7500,13,Upgraded Capacity
SHP001098,ORD001098,MUM_NH,VEH003,MH76KA4582,Medium Truck,7500,22,Upgraded Capacity
SHP001099,ORD001099,HYD_RDC,VEH029,TS65PD3646,Mini Truck,2000,5,Optimal
SHP001100,ORD001100,HYD_RDC,VEH029,TS65PD3646,Mini Truck,2000,22,Optimal
SHP001101,ORD001101,NAG_NH,VEH008,MH45PU8527,Medium Truck,7500,28,Upgraded Capacity
SHP001102,ORD001102,BLR_RDC,VEH023,KA81ER2040,Mini Truck,2000,20,Optimal
SHP001103,ORD001103,NAG_NH,VEH008,MH45PU8527,Medium Truck,7500,2,Upgraded Capacity
SHP001104,ORD001104,CCU_RDC,VEH036,WB97SF6107,Medium Truck,7500,17,Upgraded Capacity
SHP001105,ORD001105,HYD_RDC,VEH029,TS65PD3646,Mini Truck,2000,30,Optimal
SHP001106,ORD001106,BLR_RDC,VEH023,KA81ER2040,Mini Truck,2000,21,Optimal
SHP001107,ORD001107,CCU_RDC,VEH036,WB97SF6107,Medium Truck,7500,13,Upgraded Capacity
SHP001108,ORD001108,MAA_RDC,VEH034,TN17DM3705,Mini Truck,2000,11,Optimal
SHP001109,ORD001109,MAA_RDC,VEH034,TN17DM3705,Mini Truck,2000,19,Optimal
