order_id,destination_city,original_warehouse,recommended_warehouse,decision_reason
ORD001327,Seohara,CCU_RDC,CCU_RDC,Optimal
ORD001328,Anantnag,MUM_NH,MUM_NH,Optimal
ORD001329,Bodri,MAA_RDC,MAA_RDC,Optimal
ORD001330,Tarikere,NAG_NH,NAG_NH,Optimal
ORD001331,Maurawan,AMD_RDC,AMD_RDC,Optimal
ORD001332,Ahmadpur,AMD_RDC,AMD_RDC,Optimal
ORD001333,Dasuya,BLR_RDC,BLR_RDC,Optimal
ORD001334,Erattupetta,NAG_NH,NAG_NH,Optimal
ORD001335,Satana,MUM_NH,MUM_NH,Optimal
ORD001336,Wokha,MAA_RDC,MAA_RDC,Optimal
ORD001337,Akaltara,CCU_RDC,CCU_RDC,Optimal
ORD001338,Marhaura,AMD_RDC,AMD_RDC,Optimal
ORD001339,Dindori,DEL_RDC,DEL_RDC,Optimal
ORD001340,Waghai,AMD_RDC,AMD_RDC,Optimal
ORD001341,Gosainganj,HYD_RDC,HYD_RDC,Optimal
ORD001342,Saswad,HYD_RDC,HYD_RDC,Optimal
ORD001343,Gariadhar,MUM_NH,MUM_NH,Optimal
ORD001344,Satrikh,DEL_RDC,DEL_RDC,Optimal
ORD001345,Tulsipur,MUM_NH,MUM_NH,Optimal
ORD001346,Kalanaur,DEL_RDC,NAG_NH,Low Inventory
ORD001347,Mahabubabad,NAG_NH,NAG_NH,Optimal
ORD001348,Tehri,BLR_RDC,BLR_RDC,Optimal
ORD001349,Ichchapuram,MAA_RDC,MAA_RDC,Optimal
ORD001350,Firozpur Jhirka,MUM_NH,MUM_NH,Optimal
ORD001351,Jagraon,MUM_NH,MUM_NH,Optimal
ORD001352,Saint Thomas Mount,BLR_RDC,BLR_RDC,Optimal
ORD001353,Cheyyur,MUM_NH,MUM_NH,Optimal
ORD001354,Tehri-Garhwal,DEL_RDC,DEL_RDC,Optimal
ORD001355,North Garo Hills,DEL_RDC,DEL_RDC,Optimal
ORD001356,Virar,NAG_NH,NAG_NH,Optimal
ORD001357,Bijbehara,CCU_RDC,CCU_RDC,Optimal
ORD001358,Nira Narsingpur,DEL_RDC,DEL_RDC,Optimal
ORD001359,Brahmapur,DEL_RDC,DEL_RDC,Optimal
ORD001360,Nagaon,BLR_RDC,BLR_RDC,Optimal
ORD001361,Vasudevanallur,NAG_NH,BLR_RDC,Low Inventory
ORD001362,Ghatkesar,MAA_RDC,MAA_RDC,Optimal
ORD001363,Berhampore,CCU_RDC,CCU_RDC,Optimal
ORD001364,Sabathu,BLR_RDC,BLR_RDC,Optimal
ORD001365,Phulera,DEL_RDC,DEL_RDC,Optimal
ORD001366,Malaut,AMD_RDC,AMD_RDC,Optimal
ORD001367,Ambala,NAG_NH,NAG_NH,Optimal
ORD001368,Radhanagari,BLR_RDC,BLR_RDC,Optimal
ORD001369,Amritsar,MUM_NH,MUM_NH,Optimal
ORD001370,Waris Aliganj,MAA_RDC,MAA_RDC,Optimal
ORD001371,Behror,BLR_RDC,BLR_RDC,Optimal
ORD001372,Achhnera,MUM_NH,MUM_NH,Optimal
ORD001373,Rampur Hat,MAA_RDC,MAA_RDC,Optimal
ORD001374,Beniganj,DEL_RDC,DEL_RDC,Optimal
ORD001375,Nagapattinam,MAA_RDC,MAA_RDC,Optimal
ORD001376,Kodala,MAA_RDC,NAG_NH,Low Inventory
ORD001377,Amet,AMD_RDC,AMD_RDC,Optimal
ORD001378,Azamgarh,CCU_RDC,CCU_RDC,Optimal
ORD001379,Lower Subansiri,HYD_RDC,HYD_RDC,Optimal
ORD001380,Tiruppalaikudi,NAG_NH,NAG_NH,Optimal
ORD001381,Nagpur,NAG_NH,NAG_NH,Optimal
ORD001382,Bishunpur Urf Maharajganj,DEL_RDC,DEL_RDC,Optimal
ORD001383,Limbdi,NAG_NH,NAG_NH,Optimal
ORD001384,Bhilai,HYD_RDC,HYD_RDC,Optimal
ORD001385,Mahemdavad,CCU_RDC,CCU_RDC,Optimal
ORD001386,Tirur,CCU_RDC,CCU_RDC,Optimal
ORD001387,Gonda,DEL_RDC,DEL_RDC,Optimal
ORD001388,Arumuganeri,BLR_RDC,BLR_RDC,Optimal
ORD001389,Chittur,DEL_RDC,BLR_RDC,Low Inventory
ORD001390,Navapur,MAA_RDC,MAA_RDC,Optimal
ORD001391,Jaipur,BLR_RDC,BLR_RDC,Optimal
ORD001392,Jaito,AMD_RDC,AMD_RDC,Optimal
ORD001393,Sandur,MUM_NH,MUM_NH,Optimal
ORD001394,Nardana,MUM_NH,MUM_NH,Optimal
ORD001395,Vaso,AMD_RDC,AMD_RDC,Optimal
ORD001396,Gajendragarh,HYD_RDC,HYD_RDC,Optimal
ORD001397,Namakkal,BLR_RDC,BLR_RDC,Optimal
ORD001398,Maghar,MUM_NH,MUM_NH,Optimal
ORD001399,Latur,MUM_NH,MUM_NH,Optimal
ORD001400,Vilattikulam,NAG_NH,NAG_NH,Optimal
ORD001401,South Andaman,NAG_NH,NAG_NH,Optimal
ORD001402,Sant Kabir Nagar,AMD_RDC,AMD_RDC,Optimal
ORD001403,Tekanpur,MUM_NH,MUM_NH,Optimal
ORD001404,Yavatmal,DEL_RDC,DEL_RDC,Optimal
ORD001405,Garui,AMD_RDC,AMD_RDC,Optimal
ORD001406,Krishna,HYD_RDC,HYD_RDC,Optimal
ORD001407,Hardoi,CCU_RDC,CCU_RDC,Optimal
ORD001408,Karbi Anglong,MAA_RDC,MAA_RDC,Optimal
ORD001409,Worli,AMD_RDC,AMD_RDC,Optimal
ORD001410,Singarayakonda,HYD_RDC,HYD_RDC,Optimal
ORD001411,Payyannur,NAG_NH,NAG_NH,Optimal
ORD001412,Jambusar,DEL_RDC,DEL_RDC,Optimal
ORD001413,Auraiya,MAA_RDC,MAA_RDC,Optimal
ORD001414,Kuju,NAG_NH,NAG_NH,Optimal
ORD001415,Kandhamal,CCU_RDC,CCU_RDC,Optimal
ORD001416,Kailaras,MUM_NH,MUM_NH,Optimal
ORD001417,Pattanamtitta,HYD_RDC,HYD_RDC,Optimal
ORD001418,Karol Bagh,MAA_RDC,MAA_RDC,Optimal
ORD001419,Akhnur,HYD_RDC,HYD_RDC,Optimal
ORD001420,Gandhinagar,AMD_RDC,AMD_RDC,Optimal
ORD001421,Pauri,MUM_NH,MUM_NH,Optimal
ORD001422,Nayagram Community Development Block,BLR_RDC,BLR_RDC,Optimal
ORD001423,Lormi,DEL_RDC,MUM_NH,Low Inventory
ORD001424,Basi,CCU_RDC,CCU_RDC,Optimal
ORD001425,Malkera,NAG_NH,NAG_NH,Optimal
ORD001426,Adirampattinam,NAG_NH,NAG_NH,Optimal
ORD001427,Devakottai,MAA_RDC,MAA_RDC,Optimal
ORD001428,Naini Tal,DEL_RDC,DEL_RDC,Optimal
ORD001429,Thenkasi,HYD_RDC,HYD_RDC,Optimal
ORD001430,Karrapur,DEL_RDC,DEL_RDC,Optimal
ORD001431,Deoli,DEL_RDC,DEL_RDC,Optimal
ORD001432,Bhawanipur,CCU_RDC,CCU_RDC,Optimal
ORD001433,Garhakota,BLR_RDC,BLR_RDC,Optimal
ORD001434,Daulatabad,HYD_RDC,HYD_RDC,Optimal
ORD001435,Yairipok,MAA_RDC,MAA_RDC,Optimal
ORD001436,Lalganj,AMD_RDC,AMD_RDC,Optimal
ORD001437,Sanand,NAG_NH,NAG_NH,Optimal
ORD001438,Sadat,DEL_RDC,DEL_RDC,Optimal
ORD001439,Gariaband,HYD_RDC,HYD_RDC,Optimal
ORD001440,Halenda,AMD_RDC,AMD_RDC,Optimal
ORD001441,Mannarakkat,HYD_RDC,HYD_RDC,Optimal
ORD001442,Pandhana,DEL_RDC,DEL_RDC,Optimal
ORD001443,Seoni,NAG_NH,NAG_NH,Optimal
ORD001444,Alandi,BLR_RDC,BLR_RDC,Optimal
ORD001445,Needamangalam,BLR_RDC,BLR_RDC,Optimal
ORD001446,Kodagu,MUM_NH,MUM_NH,Optimal
ORD001447,Harchandpur,MUM_NH,NAG_NH,Low Inventory
ORD001448,Bilaspur,CCU_RDC,CCU_RDC,Optimal
ORD001449,Ganpatipule,MUM_NH,MUM_NH,Optimal
ORD001450,Tohana,MUM_NH,NAG_NH,Low Inventory
ORD001451,Chakur,BLR_RDC,BLR_RDC,Optimal
ORD001452,Indragarh,CCU_RDC,CCU_RDC,Optimal
ORD001453,Koppa,AMD_RDC,AMD_RDC,Optimal
ORD001454,Shergarh,MAA_RDC,MAA_RDC,Optimal
ORD001455,Gajendragarh,AMD_RDC,AMD_RDC,Optimal
ORD001456,Kantabanji,NAG_NH,NAG_NH,Optimal
ORD001457,Nalpur,MAA_RDC,MAA_RDC,Optimal
ORD001458,Asansol,NAG_NH,NAG_NH,Optimal
ORD001459,Ganderbal,MAA_RDC,MAA_RDC,Optimal
ORD001460,Kyathampalle,BLR_RDC,BLR_RDC,Optimal
ORD001461,Alnavar,BLR_RDC,BLR_RDC,Optimal
ORD001462,Dongri,DEL_RDC,DEL_RDC,Optimal
ORD001463,Dalmau,NAG_NH,NAG_NH,Optimal
ORD001464,Tikamgarh,CCU_RDC,CCU_RDC,Optimal
ORD001465,Macherla,MUM_NH,MUM_NH,Optimal
ORD001466,Deogarh,HYD_RDC,HYD_RDC,Optimal
ORD001467,Malabar Hill,BLR_RDC,BLR_RDC,Optimal
ORD001468,Somvarpet,MAA_RDC,MAA_RDC,Optimal
ORD001469,Dharampur,NAG_NH,NAG_NH,Optimal
ORD001470,Kusmara,DEL_RDC,DEL_RDC,Optimal
ORD001471,Pathakpura,NAG_NH,NAG_NH,Optimal
ORD001472,Lalgola,DEL_RDC,DEL_RDC,Optimal
ORD001473,Mundargi,MUM_NH,MUM_NH,Optimal
ORD001474,Bachhraon,HYD_RDC,HYD_RDC,Optimal
ORD001475,Peint,CCU_RDC,CCU_RDC,Optimal
ORD001476,Baksar,AMD_RDC,AMD_RDC,Optimal
ORD001477,Katras,HYD_RDC,HYD_RDC,Optimal
ORD001478,Thanesar,NAG_NH,NAG_NH,Optimal
ORD001479,Swamimalai,NAG_NH,NAG_NH,Optimal
ORD001480,South Goa,AMD_RDC,AMD_RDC,Optimal
ORD001481,Itimadpur,HYD_RDC,HYD_RDC,Optimal
ORD001482,Ladnun,MUM_NH,MUM_NH,Optimal
ORD001483,Halisahar,NAG_NH,NAG_NH,Optimal
ORD001484,Kakdwip,DEL_RDC,DEL_RDC,Optimal
ORD001485,Karanpur,CCU_RDC,CCU_RDC,Optimal
ORD001486,Dig,HYD_RDC,HYD_RDC,Optimal
ORD001487,Karol Bagh,CCU_RDC,CCU_RDC,Optimal
ORD001488,Bangalore Urban,MAA_RDC,MAA_RDC,Optimal
ORD001489,Bhikangaon,DEL_RDC,DEL_RDC,Optimal
ORD001490,Jawad,AMD_RDC,AMD_RDC,Optimal
ORD001491,Kolasib,MUM_NH,MUM_NH,Optimal
ORD001492,Karaikkudi,BLR_RDC,BLR_RDC,Optimal
ORD001493,Kanker,NAG_NH,NAG_NH,Optimal
ORD001494,Margherita,BLR_RDC,BLR_RDC,Optimal
ORD001495,"Jat, Sangli",MAA_RDC,MAA_RDC,Optimal
ORD001496,Vellanur,MAA_RDC,MAA_RDC,Optimal
ORD001497,Sarubera,NAG_NH,NAG_NH,Optimal
ORD001498,Madhupur,DEL_RDC,DEL_RDC,Optimal
ORD001499,Begampur,MUM_NH,MUM_NH,Optimal
ORD001500,Kyathampalle,DEL_RDC,DEL_RDC,Optimal
ORD001501,Medchal Malkajgiri,AMD_RDC,AMD_RDC,Optimal
ORD001502,Pitampura,CCU_RDC,CCU_RDC,Optimal
ORD001503,Panchmahal District,HYD_RDC,HYD_RDC,Optimal
ORD001504,Chalisgaon,MAA_RDC,MAA_RDC,Optimal
ORD001505,Sarauli,NAG_NH,NAG_NH,Optimal
ORD001506,Ponmana,MAA_RDC,MAA_RDC,Optimal
ORD001507,Vepagunta,BLR_RDC,BLR_RDC,Optimal
ORD001508,Krishnarajpet,BLR_RDC,BLR_RDC,Optimal
ORD001509,Banswara,NAG_NH,NAG_NH,Optimal
ORD001510,Multai,CCU_RDC,CCU_RDC,Optimal
ORD001511,Ratangarh,MUM_NH,MUM_NH,Optimal
ORD001512,Punasa,NAG_NH,NAG_NH,Optimal
ORD001513,Yamunanagar,AMD_RDC,AMD_RDC,Optimal
ORD001514,Kharupatia,CCU_RDC,CCU_RDC,Optimal
ORD001515,Kandra,AMD_RDC,AMD_RDC,Optimal
ORD001516,Sanivarsante,BLR_RDC,HYD_RDC,Low Inventory
ORD001517,Nilgiris,AMD_RDC,AMD_RDC,Optimal
ORD001518,V.S.K.Valasai (Dindigul-Dist.),MUM_NH,MUM_NH,Optimal
ORD001519,Haraiya,NAG_NH,NAG_NH,Optimal
ORD001520,Elamanchili,CCU_RDC,CCU_RDC,Optimal
ORD001521,Colgong,HYD_RDC,HYD_RDC,Optimal
ORD001522,Chettipalaiyam,MAA_RDC,MAA_RDC,Optimal
ORD001523,Lunglei,MAA_RDC,MAA_RDC,Optimal
ORD001524,Khordha,BLR_RDC,BLR_RDC,Optimal
ORD001525,Palmaner,MAA_RDC,MAA_RDC,Optimal
ORD001526,Pujali,BLR_RDC,BLR_RDC,Optimal
ORD001527,Tarabha,HYD_RDC,HYD_RDC,Optimal
ORD001528,Sivaganga,DEL_RDC,DEL_RDC,Optimal
ORD001529,Mulund,MAA_RDC,MAA_RDC,Optimal
ORD001530,Birbhum District,NAG_NH,NAG_NH,Optimal
ORD001531,Shrirangapattana,MAA_RDC,MAA_RDC,Optimal
ORD001532,Kayavarohan,BLR_RDC,BLR_RDC,Optimal
ORD001533,Budhana,BLR_RDC,BLR_RDC,Optimal
ORD001534,Faridkot,BLR_RDC,BLR_RDC,Optimal
ORD001535,Kasaragod,AMD_RDC,AMD_RDC,Optimal
ORD001536,Farakka,HYD_RDC,HYD_RDC,Optimal
ORD001537,Malpur,MUM_NH,MUM_NH,Optimal
ORD001538,Channagiri,HYD_RDC,HYD_RDC,Optimal
ORD001539,Panihati,NAG_NH,NAG_NH,Optimal
ORD001540,Maddur,DEL_RDC,DEL_RDC,Optimal
ORD001541,Prabhadevi,CCU_RDC,CCU_RDC,Optimal
ORD001542,Kiratpur,MUM_NH,MUM_NH,Optimal
ORD001543,Phulera,HYD_RDC,HYD_RDC,Optimal
ORD001544,Kalyan,NAG_NH,NAG_NH,Optimal
ORD001545,Jorethang,CCU_RDC,CCU_RDC,Optimal
ORD001546,Vejalpur,BLR_RDC,BLR_RDC,Optimal
ORD001547,Udaipur,AMD_RDC,AMD_RDC,Optimal
ORD001548,Shahkot,HYD_RDC,HYD_RDC,Optimal
ORD001549,Rajahmundry,CCU_RDC,CCU_RDC,Optimal
ORD001550,Ajnala,CCU_RDC,CCU_RDC,Optimal
ORD001551,Jagdishpur,DEL_RDC,DEL_RDC,Optimal
ORD001552,Kanker,MUM_NH,MUM_NH,Optimal
ORD001553,Ramanathapuram,MUM_NH,MUM_NH,Optimal
ORD001554,Elur,HYD_RDC,BLR_RDC,Low Inventory
ORD001555,Raia,HYD_RDC,HYD_RDC,Optimal
ORD001556,Deoranian,DEL_RDC,DEL_RDC,Optimal
ORD001557,Karamsad,CCU_RDC,MUM_NH,Low Inventory
ORD001558,Bilasipara,DEL_RDC,NAG_NH,Low Inventory
ORD001559,Ganjam,BLR_RDC,BLR_RDC,Optimal
ORD001560,Punalur,MUM_NH,BLR_RDC,Low Inventory
ORD001561,Bhatgaon,BLR_RDC,BLR_RDC,Optimal
ORD001562,Aruvankad,AMD_RDC,BLR_RDC,Low Inventory
ORD001563,Umred,MUM_NH,MUM_NH,Optimal
ORD001564,Belluru,BLR_RDC,BLR_RDC,Optimal
ORD001565,Balapur,AMD_RDC,AMD_RDC,Optimal
ORD001566,Dhilwan,MUM_NH,MUM_NH,Optimal
ORD001567,Khairagarh,MUM_NH,MUM_NH,Optimal
ORD001568,Barghat,MUM_NH,MUM_NH,Optimal
ORD001569,Majhupur,MUM_NH,MUM_NH,Optimal
ORD001570,Umarpada,MUM_NH,MUM_NH,Optimal
ORD001571,Ranir Bazar,HYD_RDC,HYD_RDC,Optimal
ORD001572,Nawa,MUM_NH,MUM_NH,Optimal
ORD001573,"Kalamb, Osmanabad",CCU_RDC,CCU_RDC,Optimal
ORD001574,Bhudgaon,DEL_RDC,DEL_RDC,Optimal
ORD001575,Karari,NAG_NH,NAG_NH,Optimal
ORD001576,Dhuri,MUM_NH,MUM_NH,Optimal
ORD001577,Barpeta Road,MUM_NH,MUM_NH,Optimal
ORD001578,Sarangarh,DEL_RDC,DEL_RDC,Optimal
ORD001579,Kharar,HYD_RDC,HYD_RDC,Optimal
ORD001580,Titagarh,NAG_NH,NAG_NH,Optimal
ORD001581,Chandia,DEL_RDC,DEL_RDC,Optimal
ORD001582,Ramnagar,HYD_RDC,HYD_RDC,Optimal
ORD001583,Thenkasi,BLR_RDC,BLR_RDC,Optimal
ORD001584,Balotra,MAA_RDC,MAA_RDC,Optimal
ORD001585,Melur,NAG_NH,NAG_NH,Optimal
ORD001586,Aurangabad,CCU_RDC,CCU_RDC,Optimal
ORD001587,Taki,MUM_NH,MUM_NH,Optimal
ORD001588,Channarayapatna,BLR_RDC,BLR_RDC,Optimal
ORD001589,Bokaro,AMD_RDC,AMD_RDC,Optimal
ORD001590,Pindwara,DEL_RDC,DEL_RDC,Optimal
ORD001591,Mursan,MAA_RDC,NAG_NH,Low Inventory
ORD001592,Thiruthani,MUM_NH,MUM_NH,Optimal
ORD001593,Manor,AMD_RDC,AMD_RDC,Optimal
ORD001594,Pimpri-Chinchwad,MAA_RDC,MAA_RDC,Optimal
ORD001595,Jategaon,AMD_RDC,AMD_RDC,Optimal
ORD001596,Titagarh,NAG_NH,NAG_NH,Optimal
ORD001597,Periyanayakkanpalaiyam,MUM_NH,MUM_NH,Optimal
ORD001598,Sehore,MUM_NH,MUM_NH,Optimal
ORD001599,Sarai Mir,CCU_RDC,CCU_RDC,Optimal
ORD001600,Pilani,CCU_RDC,CCU_RDC,Optimal
ORD001601,Sanguem,DEL_RDC,DEL_RDC,Optimal
ORD001602,Gauriganj,NAG_NH,NAG_NH,Optimal
ORD001603,Kodumudi,CCU_RDC,CCU_RDC,Optimal
ORD001604,Manwath,MAA_RDC,MAA_RDC,Optimal
ORD001605,Hindaun,MUM_NH,MUM_NH,Optimal
ORD001606,Periyapatti,NAG_NH,NAG_NH,Optimal
ORD001607,Narora,AMD_RDC,AMD_RDC,Optimal
ORD001608,Bhadrachalam,NAG_NH,NAG_NH,Optimal
ORD001609,Digras,CCU_RDC,CCU_RDC,Optimal
ORD001610,Hajan,NAG_NH,NAG_NH,Optimal
ORD001611,Banur,NAG_NH,NAG_NH,Optimal
ORD001612,Kushinagar,DEL_RDC,DEL_RDC,Optimal
ORD001613,Malavalli,HYD_RDC,HYD_RDC,Optimal
ORD001614,Vijayawada,DEL_RDC,DEL_RDC,Optimal
ORD001615,Baleshwar,NAG_NH,NAG_NH,Optimal
ORD001616,Itimadpur,BLR_RDC,BLR_RDC,Optimal
ORD001617,Daboh,MAA_RDC,MAA_RDC,Optimal
ORD001618,Jodhpur,MUM_NH,MUM_NH,Optimal
ORD001619,Raghunathpur,MUM_NH,MUM_NH,Optimal
ORD001620,Nirmali,BLR_RDC,BLR_RDC,Optimal
ORD001621,Khekra,MUM_NH,MUM_NH,Optimal
ORD001622,Chincholi,MUM_NH,MUM_NH,Optimal
ORD001623,Bijni,BLR_RDC,BLR_RDC,Optimal
ORD001624,Kaushambi District,MAA_RDC,MAA_RDC,Optimal
ORD001625,Kheri Sampla,DEL_RDC,DEL_RDC,Optimal
ORD001626,Khawhai,NAG_NH,NAG_NH,Optimal
ORD001627,Raj Nandgaon,BLR_RDC,BLR_RDC,Optimal
ORD001628,Karhal,BLR_RDC,BLR_RDC,Optimal
ORD001629,Rath,MUM_NH,MUM_NH,Optimal
ORD001630,Kamareddi,DEL_RDC,DEL_RDC,Optimal
ORD001631,Pachora,HYD_RDC,HYD_RDC,Optimal
ORD001632,Waghai,MAA_RDC,MAA_RDC,Optimal
ORD001633,Barhalganj,MUM_NH,MUM_NH,Optimal
ORD001634,Ahmednagar,MAA_RDC,MAA_RDC,Optimal
ORD001635,Suriapet,HYD_RDC,HYD_RDC,Optimal
ORD001636,Dahod,DEL_RDC,MUM_NH,Low Inventory
ORD001637,Kamthi,MAA_RDC,MAA_RDC,Optimal
ORD001638,Pathalgaon,MUM_NH,MUM_NH,Optimal
ORD001639,Baldev,DEL_RDC,DEL_RDC,Optimal
ORD001640,Karbi Anglong,DEL_RDC,DEL_RDC,Optimal
ORD001641,Kolkata,MUM_NH,MUM_NH,Optimal
ORD001642,Chamrajnagar,HYD_RDC,HYD_RDC,Optimal
ORD001643,Munirabad,HYD_RDC,HYD_RDC,Optimal
ORD001644,Godda,HYD_RDC,HYD_RDC,Optimal
ORD001645,Utraula,MUM_NH,MUM_NH,Optimal
ORD001646,Jhalu,MAA_RDC,MAA_RDC,Optimal
ORD001647,Dahod,BLR_RDC,BLR_RDC,Optimal
ORD001648,Vanala,MUM_NH,MUM_NH,Optimal
ORD001649,Najibabad,MAA_RDC,MAA_RDC,Optimal
ORD001650,Valavanur,NAG_NH,NAG_NH,Optimal
ORD001651,Gir Somnath,DEL_RDC,DEL_RDC,Optimal
ORD001652,Gola Bazar,MAA_RDC,MAA_RDC,Optimal
ORD001653,Kavaratti,DEL_RDC,DEL_RDC,Optimal
ORD001654,Irinjalakuda,NAG_NH,NAG_NH,Optimal
ORD001655,Palitana,DEL_RDC,DEL_RDC,Optimal
ORD001656,Patiali,MAA_RDC,MAA_RDC,Optimal
ORD001657,Kodigenahalli,MUM_NH,MUM_NH,Optimal
ORD001658,Etmadpur,MUM_NH,MUM_NH,Optimal
ORD001659,Ballarpur,CCU_RDC,NAG_NH,Low Inventory
ORD001660,Kizhake Chalakudi,NAG_NH,NAG_NH,Optimal
ORD001661,Amarkantak,NAG_NH,NAG_NH,Optimal
ORD001662,Belluru,MUM_NH,MUM_NH,Optimal
ORD001663,Deogarh,BLR_RDC,BLR_RDC,Optimal
ORD001664,Srinagar,NAG_NH,NAG_NH,Optimal
ORD001665,Ghoga,DEL_RDC,DEL_RDC,Optimal
ORD001666,Ghansor,NAG_NH,NAG_NH,Optimal
ORD001667,Kyathampalle,NAG_NH,NAG_NH,Low Inventory
ORD001668,Bangarapet,NAG_NH,NAG_NH,Optimal
ORD001669,Ankleshwar,NAG_NH,MUM_NH,Low Inventory
ORD001670,Rahatgarh,NAG_NH,NAG_NH,Optimal
ORD001671,Curti,CCU_RDC,CCU_RDC,Optimal
ORD001672,Gajraula,HYD_RDC,HYD_RDC,Optimal
ORD001673,Vandavasi,BLR_RDC,BLR_RDC,Optimal
ORD001674,Mayurbhanj,DEL_RDC,DEL_RDC,Optimal
ORD001675,Chintamani,MAA_RDC,MAA_RDC,Optimal
ORD001676,Sagar,MAA_RDC,MAA_RDC,Optimal
ORD001677,South Andaman,NAG_NH,NAG_NH,Optimal
ORD001678,Talipparamba,DEL_RDC,DEL_RDC,Optimal
ORD001679,Bhadasar,NAG_NH,NAG_NH,Optimal
ORD001680,Namakkal,MUM_NH,MUM_NH,Optimal
ORD001681,Taloda,MAA_RDC,MAA_RDC,Optimal
ORD001682,Vikravandi,AMD_RDC,AMD_RDC,Optimal
ORD001683,Munirabad,MUM_NH,MUM_NH,Optimal
ORD001684,Ilampillai,AMD_RDC,AMD_RDC,Optimal
ORD001685,Valangaiman,MAA_RDC,MAA_RDC,Optimal
ORD001686,Tijara,HYD_RDC,HYD_RDC,Optimal
ORD001687,Akola,AMD_RDC,AMD_RDC,Optimal
ORD001688,Kosamba,NAG_NH,NAG_NH,Optimal
ORD001689,Balugaon,CCU_RDC,CCU_RDC,Optimal
ORD001690,Madhupur,BLR_RDC,BLR_RDC,Optimal
ORD001691,Kunnamangalam,CCU_RDC,CCU_RDC,Optimal
ORD001692,Bilashi,AMD_RDC,AMD_RDC,Optimal
ORD001693,Sangli,NAG_NH,NAG_NH,Optimal
ORD001694,Gangapur,HYD_RDC,HYD_RDC,Optimal
ORD001695,Renapur,MUM_NH,MUM_NH,Optimal
ORD001696,Lucknow District,MUM_NH,MUM_NH,Optimal
ORD001697,Hayuliang,NAG_NH,NAG_NH,Optimal
ORD001698,Jambuda,NAG_NH,NAG_NH,Optimal
ORD001699,Alandur,MUM_NH,MUM_NH,Optimal
ORD001700,Arki,HYD_RDC,NAG_NH,Low Inventory
ORD001701,Rangia,MAA_RDC,MAA_RDC,Optimal
ORD001702,Phulpur,DEL_RDC,DEL_RDC,Optimal
ORD001703,Saiha,MAA_RDC,MAA_RDC,Optimal
ORD001704,Pimpri-Chinchwad,NAG_NH,NAG_NH,Optimal
ORD001705,Bhopal,DEL_RDC,DEL_RDC,Optimal
ORD001706,Kharakvasla,CCU_RDC,CCU_RDC,Optimal
ORD001707,Tilhar,NAG_NH,NAG_NH,Optimal
ORD001708,Miranpur Katra,MAA_RDC,MAA_RDC,Optimal
ORD001709,Chima,NAG_NH,NAG_NH,Optimal
ORD001710,Umaria District,CCU_RDC,CCU_RDC,Optimal
ORD001711,Shrirangapattana,MAA_RDC,MAA_RDC,Optimal
ORD001712,Vadakku Valliyur,CCU_RDC,CCU_RDC,Optimal
ORD001713,Sadri,MAA_RDC,MAA_RDC,Optimal
ORD001714,Shupiyan,CCU_RDC,CCU_RDC,Optimal
ORD001715,Akodia,CCU_RDC,CCU_RDC,Optimal
ORD001716,Kuju,CCU_RDC,CCU_RDC,Optimal
ORD001717,Panamaram,BLR_RDC,BLR_RDC,Optimal
ORD001718,Vidisha,CCU_RDC,CCU_RDC,Optimal
ORD001719,South Tripura,DEL_RDC,DEL_RDC,Optimal
ORD001720,Kalavai,MUM_NH,MUM_NH,Optimal
ORD001721,Dattapur,MUM_NH,MUM_NH,Optimal
ORD001722,Bhognipur,NAG_NH,NAG_NH,Optimal
ORD001723,Asifabad,CCU_RDC,CCU_RDC,Optimal
ORD001724,Damoh,CCU_RDC,CCU_RDC,Optimal
ORD001725,Kadod,NAG_NH,NAG_NH,Optimal
ORD001726,Karbi Anglong,AMD_RDC,AMD_RDC,Optimal
ORD001727,Pennathur,NAG_NH,NAG_NH,Optimal
ORD001728,Krishnagiri,MUM_NH,MUM_NH,Optimal
ORD001729,Duliagaon,BLR_RDC,BLR_RDC,Optimal
ORD001730,Rajgurunagar,MUM_NH,MUM_NH,Optimal
ORD001731,Amlagora,MUM_NH,MUM_NH,Optimal
ORD001732,Etikoppaka,HYD_RDC,HYD_RDC,Optimal
ORD001733,Muragacha,CCU_RDC,CCU_RDC,Optimal
ORD001734,Tendukheda,DEL_RDC,DEL_RDC,Optimal
ORD001735,Kashipur,AMD_RDC,AMD_RDC,Optimal
ORD001736,Mahape,NAG_NH,NAG_NH,Optimal
ORD001737,Kolkata,DEL_RDC,DEL_RDC,Optimal
ORD001738,Kenduadih,CCU_RDC,CCU_RDC,Optimal
ORD001739,Nagamangala,CCU_RDC,HYD_RDC,Low Inventory
ORD001740,Hinganghat,CCU_RDC,CCU_RDC,Optimal
ORD001741,Ganguvada,HYD_RDC,HYD_RDC,Optimal
ORD001742,Pennathur,BLR_RDC,BLR_RDC,Optimal
ORD001743,Rajgir,MAA_RDC,MAA_RDC,Optimal
ORD001744,Bhabhua,MUM_NH,NAG_NH,Low Inventory
ORD001745,Koriya,HYD_RDC,HYD_RDC,Optimal
ORD001746,Avinashi,MUM_NH,MUM_NH,Optimal
ORD001747,Solapur,HYD_RDC,HYD_RDC,Optimal
ORD001748,Bhojpur,NAG_NH,NAG_NH,Optimal
ORD001749,Ghodasar,NAG_NH,NAG_NH,Optimal
ORD001750,Ranipur,DEL_RDC,DEL_RDC,Optimal
