shipment_id,destination_city,vehicle_type,distance_km,speed_kmph,estimated_hours,estimated_delivery,eta_status
SHP001932,Kotagiri,Medium Truck,180,50,3.6,2025-12-22 03:36,On Time
SHP001933,Gaini,Medium Truck,40,50,0.8,2025-12-31 00:48,On Time
SHP001934,Sojitra,Mini Truck,180,60,3.0,2025-02-09 03:00,On Time
SHP001935,Chinnasekkadu,Mini Truck,180,60,3.0,2025-06-22 03:00,On Time
SHP001936,Biswan,Medium Truck,40,50,0.8,2025-01-03 00:48,On Time
SHP001937,Madurai,Medium Truck,900,50,18.0,2025-06-04 18:00,Long Distance
SHP001938,Aron,Medium Truck,180,50,3.6,2025-10-16 03:36,On Time
SHP001939,Bari Sadri,Medium Truck,40,50,0.8,2025-03-28 00:48,On Time
SHP001940,Sadabad,Medium Truck,180,50,3.6,2025-03-09 03:36,On Time
SHP001941,Nawada,Mini Truck,40,60,0.67,2025-08-10 00:40,On Time
SHP001942,Pirawa,Mini Truck,180,60,3.0,2025-01-25 03:00,On Time
SHP001943,Kalol,Mini Truck,40,60,0.67,2025-07-04 00:40,On Time
SHP001944,Uttamapalaiyam,Medium Truck,40,50,0.8,2025-05-17 00:48,On Time
SHP001945,Sikandarabad,Medium Truck,450,50,9.0,2025-06-12 09:00,In Transit
SHP001946,Peint,Medium Truck,40,50,0.8,2025-12-03 00:48,On Time
SHP001947,Panagar,Medium Truck,40,50,0.8,2025-03-20 00:48,On Time
SHP001948,Jaisinghnagar,Mini Truck,40,60,0.67,2025-08-30 00:40,On Time
SHP001949,Machhlishahr,Medium Truck,450,50,9.0,2025-08-12 09:00,In Transit
SHP001950,Mankapur,Medium Truck,180,50,3.6,2025-07-04 03:36,On Time
SHP001951,Hirapur Hamesha,Mini Truck,40,60,0.67,2025-09-10 00:40,On Time
SHP001952,Sadri,Medium Truck,180,50,3.6,2025-06-28 03:36,On Time
SHP001953,Siswa Bazar,Medium Truck,180,50,3.6,2025-03-30 03:36,On Time
SHP001954,Sonala,Mini Truck,180,60,3.0,2025-04-21 03:00,On Time
SHP001955,Nagwa,Mini Truck,900,60,15.0,2025-08-03 15:00,Long Distance
SHP001956,Dibrugarh,Medium Truck,450,50,9.0,2025-02-19 09:00,In Transit
SHP001957,Morigaon,Mini Truck,40,60,0.67,2025-12-15 00:40,On Time
SHP001958,Petlawad,Mini Truck,450,60,7.5,2025-02-26 07:30,In Transit
SHP001959,Kankavli,Medium Truck,180,50,3.6,2025-08-26 03:36,On Time
SHP001960,Jalali,Medium Truck,900,50,18.0,2025-11-18 18:00,Long Distance
SHP001961,Jalgaon Jamod,Mini Truck,450,60,7.5,2025-06-20 07:30,In Transit
SHP001962,Karkala,Mini Truck,40,60,0.67,2025-06-16 00:40,On Time
SHP001963,Madhepura,Medium Truck,180,50,3.6,2025-04-20 03:36,On Time
SHP001964,Bazpur,Mini Truck,450,60,7.5,2025-01-31 07:30,In Transit
SHP001965,Moranha,Medium Truck,180,50,3.6,2025-02-17 03:36,On Time
SHP001966,Erumaippatti,Medium Truck,450,50,9.0,2025-07-26 09:00,In Transit
SHP001967,Tirumullaivasal,Medium Truck,900,50,18.0,2025-07-20 18:00,Long Distance
SHP001968,Puliyangudi,Medium Truck,180,50,3.6,2025-03-04 03:36,On Time
SHP001969,Gumla,Medium Truck,450,50,9.0,2025-06-08 09:00,In Transit
SHP001970,Pardi,Mini Truck,180,60,3.0,2025-12-09 03:00,On Time
SHP001971,Mailani,Mini Truck,180,60,3.0,2025-09-10 03:00,On Time
SHP001972,Piriyapatna,Mini Truck,180,60,3.0,2025-10-18 03:00,On Time
SHP001973,Bagaha,Mini Truck,450,60,7.5,2025-08-05 07:30,In Transit
SHP001974,Sarurpur,Medium Truck,180,50,3.6,2025-11-19 03:36,On Time
SHP001975,Champahati,Mini Truck,40,60,0.67,2025-06-26 00:40,On Time
SHP001976,Narasapur,Mini Truck,40,60,0.67,2025-12-18 00:40,On Time
SHP001977,Shahpura,Mini Truck,40,60,0.67,2025-11-20 00:40,On Time
SHP001978,Colva,Mini Truck,40,60,0.67,2025-08-30 00:40,On Time
SHP001979,Supedi,Mini Truck,40,60,0.67,2025-03-20 00:40,On Time
SHP001980,Dera Baba Nanak,Medium Truck,900,50,18.0,2025-09-26 18:00,Long Distance
SHP001981,Sahibganj,Medium Truck,40,50,0.8,2025-10-11 00:48,On Time
SHP001982,Tumsar,Mini Truck,180,60,3.0,2025-09-19 03:00,On Time
SHP001983,Bamna,Medium Truck,40,50,0.8,2025-12-06 00:48,On Time
SHP001984,Gharaunda,Medium Truck,900,50,18.0,2025-05-11 18:00,Long Distance
SHP001985,Kavant,Mini Truck,900,60,15.0,2025-02-28 15:00,Long Distance
SHP001986,Meethari Marwar,Medium Truck,180,50,3.6,2025-04-05 03:36,On Time
SHP001987,Dum Duma,Mini Truck,900,60,15.0,2025-12-27 15:00,Long Distance
SHP001988,Kukma,Medium Truck,180,50,3.6,2025-12-11 03:36,On Time
SHP001989,Panch Mahals,Mini Truck,450,60,7.5,2025-04-07 07:30,In Transit
SHP001990,Thanjavur,Mini Truck,180,60,3.0,2025-12-12 03:00,On Time
SHP001991,"Kurebhar,Saidkhanpur",Medium Truck,180,50,3.6,2025-01-04 03:36,On Time
SHP001992,Dicholi,Mini Truck,40,60,0.67,2025-12-04 00:40,On Time
SHP001993,Khurda,Medium Truck,180,50,3.6,2025-12-03 03:36,On Time
SHP001994,Ahmadnagar,Medium Truck,40,50,0.8,2025-11-13 00:48,On Time
SHP001995,Iklehra,Mini Truck,900,60,15.0,2025-06-05 15:00,Long Distance
SHP001996,Avadi,Medium Truck,40,50,0.8,2025-04-09 00:48,On Time
SHP001997,Kharghar,Mini Truck,40,60,0.67,2025-01-14 00:40,On Time
SHP001998,Muzaffarnagar,Mini Truck,40,60,0.67,2025-11-30 00:40,On Time
SHP001999,Kud,Mini Truck,180,60,3.0,2025-10-04 03:00,On Time
SHP002000,Bagra,Medium Truck,180,50,3.6,2025-03-19 03:36,On Time
SHP002001,Kinwat,Mini Truck,40,60,0.67,2025-03-29 00:40,On Time
SHP002002,Dhamtari,Medium Truck,40,50,0.8,2025-09-07 00:48,On Time
SHP002003,Ranapur,Medium Truck,180,50,3.6,2025-05-07 03:36,On Time
SHP002004,Dhamnod,Mini Truck,40,60,0.67,2025-01-29 00:40,On Time
SHP002005,Chiplun,Mini Truck,40,60,0.67,2025-08-11 00:40,On Time
SHP002006,Naldhara,Mini Truck,180,60,3.0,2025-11-04 03:00,On Time
SHP002007,Bardoli,Mini Truck,180,60,3.0,2025-09-07 03:00,On Time
SHP002008,Jha-Jha,Medium Truck,40,50,0.8,2025-11-10 00:48,On Time
SHP002009,Kheralu,Mini Truck,900,60,15.0,2025-02-01 15:00,Long Distance
SHP002010,Hiranagar,Mini Truck,40,60,0.67,2025-06-12 00:40,On Time
SHP002011,Ashta,Mini Truck,40,60,0.67,2025-08-04 00:40,On Time
SHP002012,Nanded,Mini Truck,180,60,3.0,2025-08-19 03:00,On Time
SHP002013,Mulund,Mini Truck,180,60,3.0,2025-05-29 03:00,On Time
SHP002014,Ghatanji,Medium Truck,450,50,9.0,2025-08-13 09:00,In Transit
SHP002015,Homnabad,Mini Truck,450,60,7.5,2025-12-18 07:30,In Transit
SHP002016,Kamareddy,Medium Truck,450,50,9.0,2025-08-30 09:00,In Transit
SHP002017,Gola Gokarannath,Mini Truck,180,60,3.0,2025-07-19 03:00,On Time
SHP002018,Tira Sujanpur,Medium Truck,450,50,9.0,2025-08-31 09:00,In Transit
SHP002019,Tiruchchendur,Mini Truck,180,60,3.0,2025-12-21 03:00,On Time
SHP002020,Anthiyur,Mini Truck,180,60,3.0,2025-03-31 03:00,On Time
SHP002021,Kalyanpur,Mini Truck,900,60,15.0,2025-02-22 15:00,Long Distance
SHP002022,Bastar,Mini Truck,450,60,7.5,2025-04-18 07:30,In Transit
SHP002023,Dhenkanal,Mini Truck,900,60,15.0,2025-05-14 15:00,Long Distance
SHP002024,Mankhurd,Medium Truck,180,50,3.6,2025-09-17 03:36,On Time
SHP002025,Azizpur,Mini Truck,180,60,3.0,2025-02-28 03:00,On Time
SHP002026,Oran,Mini Truck,180,60,3.0,2025-04-25 03:00,On Time
SHP002027,Singur,Medium Truck,900,50,18.0,2025-01-25 18:00,Long Distance
SHP002028,Giria,Medium Truck,40,50,0.8,2025-12-21 00:48,On Time
SHP002029,Sakri,Mini Truck,40,60,0.67,2025-12-28 00:40,On Time
SHP002030,Tiruvottiyur,Medium Truck,900,50,18.0,2025-02-25 18:00,Long Distance
SHP002031,West Kameng,Mini Truck,40,60,0.67,2025-01-23 00:40,On Time
SHP002032,Panhala,Medium Truck,40,50,0.8,2025-04-17 00:48,On Time
SHP002033,Dharmadam,Medium Truck,40,50,0.8,2025-12-30 00:48,On Time
SHP002034,Sailu,Medium Truck,450,50,9.0,2025-02-21 09:00,In Transit
SHP002035,Tirthahalli,Medium Truck,900,50,18.0,2025-03-13 18:00,Long Distance
SHP002036,Malavalli,Medium Truck,450,50,9.0,2025-01-04 09:00,In Transit
SHP002037,Kaikalur,Medium Truck,180,50,3.6,2025-09-18 03:36,On Time
SHP002038,Bansgaon,Medium Truck,40,50,0.8,2025-08-01 00:48,On Time
SHP002039,Yanamalakuduru,Mini Truck,180,60,3.0,2025-03-19 03:00,On Time
SHP002040,Shahpur,Medium Truck,450,50,9.0,2025-08-10 09:00,In Transit
SHP002041,Goshainganj,Mini Truck,900,60,15.0,2025-09-24 15:00,Long Distance
SHP002042,Manchar,Mini Truck,900,60,15.0,2025-03-18 15:00,Long Distance
SHP002043,Bawanbir,Medium Truck,40,50,0.8,2025-02-14 00:48,On Time
SHP002044,Jamadoba,Mini Truck,450,60,7.5,2025-08-12 07:30,In Transit
SHP002045,Visnagar,Mini Truck,180,60,3.0,2025-11-27 03:00,On Time
SHP002046,Kapurthala,Mini Truck,450,60,7.5,2025-12-07 07:30,In Transit
SHP002047,Angul,Mini Truck,450,60,7.5,2025-12-16 07:30,In Transit
SHP002048,Hirakud,Mini Truck,40,60,0.67,2025-06-26 00:40,On Time
SHP002049,Champhai,Medium Truck,450,50,9.0,2025-03-19 09:00,In Transit
SHP002050,Jaysingpur,Mini Truck,450,60,7.5,2025-10-08 07:30,In Transit
SHP002051,Teonthar,Mini Truck,180,60,3.0,2025-12-26 03:00,On Time
SHP002052,Gosaba,Medium Truck,40,50,0.8,2025-04-12 00:48,On Time
SHP002053,Titron,Mini Truck,900,60,15.0,2025-06-21 15:00,Long Distance
SHP002054,Mon,Medium Truck,180,50,3.6,2025-03-06 03:36,On Time
SHP002055,Paturda,Medium Truck,900,50,18.0,2025-02-17 18:00,Long Distance
SHP002056,Srisailain,Mini Truck,40,60,0.67,2025-06-25 00:40,On Time
SHP002057,Tsrar Sharif,Mini Truck,40,60,0.67,2025-10-06 00:40,On Time
SHP002058,Indapur,Mini Truck,180,60,3.0,2025-06-05 03:00,On Time
SHP002059,Baikunthpur,Mini Truck,40,60,0.67,2025-02-02 00:40,On Time
SHP002060,The Dangs,Medium Truck,180,50,3.6,2025-07-02 03:36,On Time
SHP002061,Narayangarh,Mini Truck,40,60,0.67,2025-08-18 00:40,On Time
SHP002062,Jamuria,Mini Truck,40,60,0.67,2025-08-23 00:40,On Time
SHP002063,Shirgaon,Mini Truck,450,60,7.5,2025-10-19 07:30,In Transit
SHP002064,Ammapettai,Medium Truck,180,50,3.6,2025-11-02 03:36,On Time
SHP002065,Anjad,Mini Truck,900,60,15.0,2025-12-09 15:00,Long Distance
SHP002066,Gariadhar,Medium Truck,180,50,3.6,2025-07-15 03:36,On Time
SHP002067,Chikhli (Jalna),Medium Truck,450,50,9.0,2025-06-17 09:00,In Transit
SHP002068,Yelahanka,Mini Truck,40,60,0.67,2025-08-21 00:40,On Time
SHP002069,Haraipur,Medium Truck,180,50,3.6,2025-08-01 03:36,On Time
SHP002070,Kurukshetra,Mini Truck,180,60,3.0,2025-03-10 03:00,On Time
SHP002071,Maharajgani,Mini Truck,450,60,7.5,2025-07-09 07:30,In Transit
SHP002072,Bokaro,Medium Truck,180,50,3.6,2025-10-14 03:36,On Time
SHP002073,Pathalgaon,Mini Truck,40,60,0.67,2025-10-29 00:40,On Time
SHP002074,Chakrata,Medium Truck,900,50,18.0,2025-12-20 18:00,Long Distance
SHP002075,Ibrahimpur,Medium Truck,180,50,3.6,2025-03-16 03:36,On Time
SHP002076,Nilakottai,Medium Truck,1500,50,30.0,2025-03-11 06:00,Long Distance
SHP002077,Saraikela,Medium Truck,180,50,3.6,2025-12-23 03:36,On Time
SHP002078,Jambusar,Mini Truck,180,60,3.0,2025-03-22 03:00,On Time
SHP002079,Baihar,Medium Truck,180,50,3.6,2025-07-30 03:36,On Time
SHP002080,Bhanjanagar,Medium Truck,450,50,9.0,2025-05-31 09:00,In Transit
SHP002081,Kumher,Mini Truck,180,60,3.0,2025-07-12 03:00,On Time
SHP002082,Samdari,Mini Truck,40,60,0.67,2025-09-06 00:40,On Time
SHP002083,Bilaspur,Medium Truck,180,50,3.6,2025-01-26 03:36,On Time
SHP002084,Raj Nandgaon,Medium Truck,450,50,9.0,2025-09-08 09:00,In Transit
SHP002085,Khagaul,Mini Truck,40,60,0.67,2025-02-05 00:40,On Time
SHP002086,Mahemdavad,Mini Truck,900,60,15.0,2025-06-08 15:00,Long Distance
SHP002087,Amet,Mini Truck,180,60,3.0,2025-09-02 03:00,On Time
SHP002088,Mirik,Medium Truck,900,50,18.0,2025-03-13 18:00,Long Distance
SHP002089,Pichhaura,Mini Truck,40,60,0.67,2025-12-10 00:40,On Time
SHP002090,Kurgunta,Mini Truck,40,60,0.67,2025-02-15 00:40,On Time
SHP002091,Jhajhar,Mini Truck,900,60,15.0,2025-07-19 15:00,Long Distance
SHP002092,Kamalpur,Medium Truck,450,50,9.0,2025-01-25 09:00,In Transit
SHP002093,Krishnagiri,Medium Truck,450,50,9.0,2025-11-29 09:00,In Transit
SHP002094,Koynanagar,Mini Truck,40,60,0.67,2025-10-22 00:40,On Time
SHP002095,Detroj,Mini Truck,180,60,3.0,2025-10-15 03:00,On Time
SHP002096,Kiraoli,Medium Truck,40,50,0.8,2025-02-13 00:48,On Time
SHP002097,Chittarkonda,Mini Truck,180,60,3.0,2025-01-30 03:00,On Time
SHP002098,Kyelang,Mini Truck,1500,60,25.0,2025-09-18 01:00,Long Distance
SHP002099,Margherita,Medium Truck,180,50,3.6,2025-04-03 03:36,On Time
SHP002100,Satrikh,Mini Truck,450,60,7.5,2025-12-28 07:30,In Transit
SHP002101,Goshainganj,Mini Truck,900,60,15.0,2025-11-08 15:00,Long Distance
SHP002102,Kattivakkam,Mini Truck,180,60,3.0,2025-09-10 03:00,On Time
SHP002103,Malkera,Medium Truck,40,50,0.8,2025-08-03 00:48,On Time
SHP002104,Kadur,Mini Truck,180,60,3.0,2025-05-12 03:00,On Time
SHP002105,Narharpur,Medium Truck,40,50,0.8,2025-03-28 00:48,On Time
SHP002106,Sanvordem,Mini Truck,900,60,15.0,2025-02-15 15:00,Long Distance
SHP002107,Kharagpur,Mini Truck,450,60,7.5,2025-03-28 07:30,In Transit
SHP002108,Roha,Medium Truck,450,50,9.0,2025-01-14 09:00,In Transit
SHP002109,Balugaon,Mini Truck,40,60,0.67,2025-02-22 00:40,On Time
SHP002110,Fatehabad District,Medium Truck,180,50,3.6,2025-05-14 03:36,On Time
SHP002111,Madurantakam,Mini Truck,40,60,0.67,2025-05-04 00:40,On Time
SHP002112,Thiruvidaimaruthur,Mini Truck,900,60,15.0,2025-09-19 15:00,Long Distance
SHP002113,Gohadi,Mini Truck,450,60,7.5,2025-02-03 07:30,In Transit
SHP002114,Secunderabad,Medium Truck,900,50,18.0,2025-02-03 18:00,Long Distance
SHP002115,Daraganj,Medium Truck,180,50,3.6,2025-01-11 03:36,On Time
SHP002116,Bamangola Community Development Block,Mini Truck,180,60,3.0,2025-05-08 03:00,On Time
SHP002117,Lakheri,Medium Truck,40,50,0.8,2025-10-19 00:48,On Time
SHP002118,Chakrata,Mini Truck,900,60,15.0,2025-09-16 15:00,Long Distance
SHP002119,Nanguneri,Mini Truck,40,60,0.67,2025-03-29 00:40,On Time
SHP002120,Bari Sadri,Mini Truck,40,60,0.67,2025-08-21 00:40,On Time
SHP002121,Soalkuchi,Medium Truck,40,50,0.8,2025-05-30 00:48,On Time
SHP002122,Kendraparha,Medium Truck,180,50,3.6,2025-09-05 03:36,On Time
SHP002123,Dhawalpuri,Medium Truck,40,50,0.8,2025-06-29 00:48,On Time
SHP002124,Sarurpur,Mini Truck,180,60,3.0,2025-05-25 03:00,On Time
SHP002125,Katni,Medium Truck,40,50,0.8,2025-10-18 00:48,On Time
SHP002126,Dhilwan,Medium Truck,900,50,18.0,2025-12-26 18:00,Long Distance
SHP002127,Delwada,Medium Truck,450,50,9.0,2025-05-25 09:00,In Transit
SHP002128,Walki,Medium Truck,1500,50,30.0,2025-06-15 06:00,Long Distance
SHP002129,Kadayanallur,Medium Truck,180,50,3.6,2025-12-31 03:36,On Time
SHP002130,Barka Kana,Mini Truck,900,60,15.0,2025-06-15 15:00,Long Distance
SHP002131,Vallabh Vidyanagar,Medium Truck,900,50,18.0,2025-06-20 18:00,Long Distance
SHP002132,Marahra,Mini Truck,180,60,3.0,2025-01-04 03:00,On Time
SHP002133,Kasganj,Mini Truck,180,60,3.0,2025-01-05 03:00,On Time
SHP002134,Mallur,Mini Truck,900,60,15.0,2025-12-25 15:00,Long Distance
SHP002135,"Amod,",Medium Truck,180,50,3.6,2025-02-13 03:36,On Time
SHP002136,Mattur,Mini Truck,900,60,15.0,2025-01-17 15:00,Long Distance
SHP002137,Tamluk,Mini Truck,900,60,15.0,2025-07-01 15:00,Long Distance
SHP002138,Cortalim,Mini Truck,180,60,3.0,2025-04-02 03:00,On Time
SHP002139,Pandoh,Medium Truck,900,50,18.0,2025-07-10 18:00,Long Distance
SHP002140,Kaikalur,Mini Truck,180,60,3.0,2025-01-13 03:00,On Time
SHP002141,Rajgir,Mini Truck,40,60,0.67,2025-04-11 00:40,On Time
SHP002142,Jaspur,Medium Truck,450,50,9.0,2025-04-24 09:00,In Transit
SHP002143,Thoothukudi,Medium Truck,450,50,9.0,2025-05-26 09:00,In Transit
SHP002144,Alangayam,Medium Truck,450,50,9.0,2025-04-20 09:00,In Transit
SHP002145,Umarga,Mini Truck,40,60,0.67,2025-02-28 00:40,On Time
SHP002146,Bahraigh,Medium Truck,180,50,3.6,2025-03-30 03:36,On Time
SHP002147,Kheda,Mini Truck,450,60,7.5,2025-12-12 07:30,In Transit
SHP002148,Bamboo Flat,Medium Truck,40,50,0.8,2025-02-04 00:48,On Time
SHP002149,Dhasa,Medium Truck,180,50,3.6,2025-03-09 03:36,On Time
SHP002150,Minjur,Medium Truck,900,50,18.0,2025-05-22 18:00,Long Distance
SHP002151,Samastipur,Mini Truck,180,60,3.0,2025-11-13 03:00,On Time
SHP002152,Vemalwada,Medium Truck,40,50,0.8,2025-01-02 00:48,On Time
SHP002153,"Sion, Mumbai",Mini Truck,180,60,3.0,2025-01-29 03:00,On Time
SHP002154,Paddhari,Mini Truck,40,60,0.67,2025-03-04 00:40,On Time
SHP002155,Rewa,Medium Truck,900,50,18.0,2025-07-06 18:00,Long Distance
SHP002156,Solim,Medium Truck,450,50,9.0,2025-01-27 09:00,In Transit
SHP002157,Gajraula,Mini Truck,900,60,15.0,2025-06-13 15:00,Long Distance
SHP002158,Jaora,Medium Truck,1500,50,30.0,2025-02-14 06:00,Long Distance
SHP002159,Chik Ballapur,Mini Truck,180,60,3.0,2025-12-21 03:00,On Time
SHP002160,Nagaon,Medium Truck,180,50,3.6,2025-03-27 03:36,On Time
SHP002161,Andol,Mini Truck,180,60,3.0,2025-11-18 03:00,On Time
SHP002162,Benaulim,Mini Truck,180,60,3.0,2025-01-15 03:00,On Time
SHP002163,Chhata,Mini Truck,450,60,7.5,2025-05-10 07:30,In Transit
SHP002164,Purwa,Medium Truck,40,50,0.8,2025-06-26 00:48,On Time
SHP002165,Chemmumiahpet,Mini Truck,900,60,15.0,2025-02-09 15:00,Long Distance
SHP002166,Medak,Mini Truck,180,60,3.0,2025-11-19 03:00,On Time
SHP002167,Sandi,Medium Truck,450,50,9.0,2025-02-03 09:00,In Transit
SHP002168,Nagaur,Medium Truck,180,50,3.6,2025-12-22 03:36,On Time
SHP002169,Belda,Mini Truck,40,60,0.67,2025-01-29 00:40,On Time
SHP002170,Sadri,Mini Truck,180,60,3.0,2025-02-03 03:00,On Time
SHP002171,Amanganj,Mini Truck,40,60,0.67,2025-01-27 00:40,On Time
SHP002172,Vijayawada,Medium Truck,900,50,18.0,2025-11-15 18:00,Long Distance
SHP002173,Khekra,Medium Truck,40,50,0.8,2025-08-21 00:48,On Time
SHP002174,Kheri,Medium Truck,1500,50,30.0,2025-06-26 06:00,Long Distance
SHP002175,Moram,Medium Truck,450,50,9.0,2025-09-22 09:00,In Transit
SHP002176,Jind,Mini Truck,40,60,0.67,2025-02-22 00:40,On Time
SHP002177,Paramagudi,Mini Truck,180,60,3.0,2025-11-01 03:00,On Time
SHP002178,Naspur,Mini Truck,180,60,3.0,2025-05-13 03:00,On Time
SHP002179,Kodumudi,Mini Truck,180,60,3.0,2025-11-16 03:00,On Time
SHP002180,Kharakvasla,Mini Truck,180,60,3.0,2025-01-24 03:00,On Time
SHP002181,Varangaon,Medium Truck,40,50,0.8,2025-08-13 00:48,On Time
SHP002182,Naugama,Medium Truck,450,50,9.0,2025-10-28 09:00,In Transit
SHP002183,Savlaj,Mini Truck,40,60,0.67,2025-08-30 00:40,On Time
SHP002184,Vijayapura,Mini Truck,180,60,3.0,2025-07-10 03:00,On Time
SHP002185,Nashik Division,Medium Truck,450,50,9.0,2025-02-01 09:00,In Transit
SHP002186,Nala Sopara,Mini Truck,900,60,15.0,2025-08-07 15:00,Long Distance
SHP002187,Magadi,Medium Truck,900,50,18.0,2025-02-06 18:00,Long Distance
SHP002188,Alipurduar,Medium Truck,40,50,0.8,2025-12-22 00:48,On Time
SHP002189,Maniar,Mini Truck,450,60,7.5,2025-06-19 07:30,In Transit
SHP002190,Karanja,Medium Truck,40,50,0.8,2025-06-04 00:48,On Time
SHP002191,Lakhna,Medium Truck,450,50,9.0,2025-08-22 09:00,In Transit
SHP002192,Rohtak,Mini Truck,450,60,7.5,2025-11-25 07:30,In Transit
SHP002193,Mudukulattur,Mini Truck,40,60,0.67,2025-11-16 00:40,On Time
SHP002194,Tonk,Medium Truck,180,50,3.6,2025-07-13 03:36,On Time
SHP002195,Afzalgarh,Mini Truck,1500,60,25.0,2025-07-07 01:00,Long Distance
SHP002196,Saligao,Medium Truck,180,50,3.6,2025-10-12 03:36,On Time
SHP002197,Domjur,Mini Truck,180,60,3.0,2025-04-11 03:00,On Time
SHP002198,Limkheda,Mini Truck,900,60,15.0,2025-01-16 15:00,Long Distance
SHP002199,Rahatgarh,Medium Truck,180,50,3.6,2025-04-23 03:36,On Time
SHP002200,Qadian,Medium Truck,450,50,9.0,2025-10-11 09:00,In Transit
SHP002201,Gola Bazar,Mini Truck,40,60,0.67,2025-04-03 00:40,On Time
SHP002202,Hata (India),Medium Truck,40,50,0.8,2025-12-15 00:48,On Time
SHP002203,Chikhli (Buldhana),Medium Truck,180,50,3.6,2025-06-24 03:36,On Time
SHP002204,Dergaon,Mini Truck,180,60,3.0,2025-07-10 03:00,On Time
SHP002205,Sihor,Medium Truck,180,50,3.6,2025-11-16 03:36,On Time
SHP002206,Pandhana,Medium Truck,450,50,9.0,2025-03-17 09:00,In Transit
SHP002207,Palghat,Medium Truck,900,50,18.0,2025-12-24 18:00,Long Distance
SHP002208,Bali Chak,Mini Truck,450,60,7.5,2025-11-22 07:30,In Transit
SHP002209,Hindoria,Medium Truck,40,50,0.8,2025-04-09 00:48,On Time
SHP002210,Dicholi,Mini Truck,40,60,0.67,2025-05-07 00:40,On Time
SHP002211,Ula,Medium Truck,180,50,3.6,2025-03-08 03:36,On Time
SHP002212,Dausa,Medium Truck,40,50,0.8,2025-02-11 00:48,On Time
SHP002213,Pakala,Mini Truck,180,60,3.0,2025-03-28 03:00,On Time
SHP002214,Gadhada,Mini Truck,180,60,3.0,2025-09-13 03:00,On Time
SHP002215,Kollam,Mini Truck,1500,60,25.0,2026-01-03 01:00,Long Distance
SHP002216,Fatehabad,Mini Truck,40,60,0.67,2025-09-12 00:40,On Time
SHP002217,Renavi,Mini Truck,450,60,7.5,2025-11-23 07:30,In Transit
SHP002218,Borkhera,Mini Truck,450,60,7.5,2025-04-24 07:30,In Transit
SHP002219,Masinigudi,Medium Truck,900,50,18.0,2025-04-23 18:00,Long Distance
SHP002220,Bannur,Medium Truck,180,50,3.6,2025-03-24 03:36,On Time
SHP002221,Namakkal,Mini Truck,180,60,3.0,2025-03-11 03:00,On Time
SHP002222,Navalgund,Mini Truck,450,60,7.5,2025-07-02 07:30,In Transit
SHP002223,Vatul,Mini Truck,900,60,15.0,2025-09-21 15:00,Long Distance
SHP002224,Sarai Mir,Medium Truck,900,50,18.0,2025-08-29 18:00,Long Distance
SHP002225,Sultanpur,Mini Truck,1500,60,25.0,2025-06-13 01:00,Long Distance
SHP002226,Wadhwan,Mini Truck,40,60,0.67,2025-08-15 00:40,On Time
SHP002227,Panaji,Mini Truck,180,60,3.0,2025-07-03 03:00,On Time
SHP002228,Vadnagar,Mini Truck,180,60,3.0,2025-10-07 03:00,On Time
SHP002229,Jhalrapatan,Mini Truck,40,60,0.67,2025-02-22 00:40,On Time
SHP002230,Matheran,Medium Truck,450,50,9.0,2025-10-07 09:00,In Transit
SHP002231,Bhojpur Dharampur,Medium Truck,180,50,3.6,2025-06-19 03:36,On Time
SHP002232,Firozpur District,Mini Truck,900,60,15.0,2025-04-09 15:00,Long Distance
SHP002233,Jogindarnagar,Mini Truck,450,60,7.5,2025-10-08 07:30,In Transit
SHP002234,Dhansura,Medium Truck,40,50,0.8,2025-06-27 00:48,On Time
SHP002235,Phulbani,Mini Truck,180,60,3.0,2025-12-02 03:00,On Time
SHP002236,Itanagar,Medium Truck,180,50,3.6,2025-03-20 03:36,On Time
SHP002237,Dhanaura,Mini Truck,40,60,0.67,2025-04-18 00:40,On Time
SHP002238,Sarangpur,Mini Truck,900,60,15.0,2025-08-26 15:00,Long Distance
SHP002239,Gajapati,Medium Truck,180,50,3.6,2025-08-09 03:36,On Time
SHP002240,Mahrajganj (Raebareli),Mini Truck,180,60,3.0,2025-08-21 03:00,On Time
SHP002241,Malakanagiri,Mini Truck,40,60,0.67,2025-10-24 00:40,On Time
SHP002242,Narwana,Mini Truck,40,60,0.67,2025-09-13 00:40,On Time
SHP002243,Vepagunta,Mini Truck,40,60,0.67,2025-08-04 00:40,On Time
SHP002244,Darwha,Mini Truck,40,60,0.67,2025-10-05 00:40,On Time
SHP002245,Etawah,Medium Truck,180,50,3.6,2025-10-20 03:36,On Time
SHP002246,Kairana,Mini Truck,40,60,0.67,2025-10-19 00:40,On Time
SHP002247,Agar,Medium Truck,40,50,0.8,2025-07-22 00:48,On Time
SHP002248,Shirhatti,Mini Truck,40,60,0.67,2025-10-02 00:40,On Time
SHP002249,Kunigal,Mini Truck,450,60,7.5,2025-06-20 07:30,In Transit
SHP002250,Chittaranjan,Mini Truck,450,60,7.5,2025-02-17 07:30,In Transit
SHP002251,Chikkamagaluru,Medium Truck,40,50,0.8,2025-04-01 00:48,On Time
SHP002252,Palghat,Medium Truck,900,50,18.0,2025-01-15 18:00,Long Distance
SHP002253,Nahorkatiya,Mini Truck,180,60,3.0,2025-05-28 03:00,On Time
SHP002254,Lawngtlai,Mini Truck,40,60,0.67,2025-08-22 00:40,On Time
